,Unnamed: 0,longitude,latitude,imo,cluster_label
1,2,-3.0078125,53.4375,9835795,0
5,147,-0.168212890625,53.625,9340582,1
7,151,1.3154296875,51.9375,9789647,2
8,166,1.3154296875,51.9375,9789647,2
9,183,1.3154296875,51.9375,9789647,2
10,191,1.3134765625,51.9375,9789647,2
18,210,1.3154296875,51.9375,9789647,2
19,224,0.1337890625,49.46875,9320441,3
21,237,0.1390380859375,49.46875,9320441,3
23,248,0.134521484375,49.46875,9320441,3
24,263,0.5009765625,51.5,9320441,5
25,268,0.1396484375,49.46875,9320441,3
27,279,0.497314453125,51.5,9320441,5
29,283,0.13427734375,49.46875,9320441,3
30,306,0.4912109375,51.5,9320441,5
31,311,0.134521484375,49.46875,9320441,3
32,323,0.50390625,51.5,9320441,5
33,337,0.1439208984375,49.46875,9320441,3
36,375,0.18359375,49.46875,9795048,3
58,820,-2.720703125,51.5,9465978,11
60,925,0.1536865234375,49.46875,9567702,3
61,1028,-2.0859375,57.15625,9510307,12
62,1172,-1.46044921875,50.90625,9355331,13
64,1279,0.5009765625,51.5,9307243,5
66,1287,0.1478271484375,49.46875,9307243,3
68,1361,0.49853515625,51.5,9307243,5
69,1365,0.1510009765625,49.46875,9307243,3
71,1420,0.348388671875,51.46875,9371828,17
73,1422,-1.15625,54.59375,9371828,19
74,1427,-0.0831298828125,49.46875,9371828,20
79,1432,0.329833984375,51.46875,9371828,17
84,1444,1.8623046875,51.0625,9371828,28
95,1563,0.16357421875,49.46875,9522128,3
119,1934,-0.16796875,53.625,9729271,1
121,1983,0.181640625,49.46875,9729271,3
125,2018,-1.3349609375,50.84375,9580182,46
128,2216,-1.0947265625,50.8125,7225910,49
134,2222,-2.9585937500000004,59.0,7225910,54
136,2224,-1.447265625,55.0,7225910,55
138,2226,-1.0947265625,50.8125,7225910,49
148,2236,-1.455078125,55.0,7225910,55
159,2658,-1.4365234375,50.90625,9718454,13
163,2673,-0.1395263671875,49.46875,9718454,20
166,2678,-1.4365234375,50.90625,9718454,13
168,2680,-1.1533203125,54.59375,9718454,19
171,2850,0.135009765625,49.46875,9480174,3
172,2851,0.50390625,51.5,9480174,5
174,2864,0.134765625,49.46875,9480174,3
176,2882,0.1396484375,49.46875,9480174,3
179,2893,0.1409912109375,49.46875,9480174,3
180,2905,0.1357421875,49.46875,9480174,3
181,2914,0.50146484375,51.5,9480174,5
182,2918,0.1385498046875,49.46875,9480174,3
184,2927,0.49560546875,51.5,9480174,5
185,2931,0.1343994140625,49.46875,9480174,3
186,2947,0.490966796875,51.5,9480174,5
187,2948,0.1343994140625,49.46875,9480174,3
189,2962,0.50146484375,51.5,9480174,5
190,2963,0.139892578125,49.46875,9480174,3
191,2970,0.491455078125,51.5,9480174,5
193,2972,0.1383056640625,49.46875,9480174,3
195,3057,-0.163330078125,53.625,9381512,1
200,3103,0.183837890625,49.46875,9381512,3
201,3114,0.491943359375,51.5,9514755,5
203,3129,0.490234375,51.5,9514755,5
205,3143,0.496826171875,51.5,9514755,5
206,3155,0.5009765625,51.5,9514755,5
208,3169,0.49462890625,51.5,9514755,5
210,3176,-1.4541015625,50.90625,9514755,13
211,3191,-1.453125,50.90625,9514755,13
213,3199,-1.46484375,50.90625,9514755,13
214,3213,-1.4541015625,50.90625,9514755,13
216,3220,-1.4560546875,50.90625,9514755,13
217,3225,-1.453125,50.90625,9514755,13
218,3226,1.8291015625,51.0625,9514755,28
220,3235,-1.453125,50.90625,9514755,13
222,3250,-1.453125,50.90625,9514755,13
223,3256,-1.453125,50.90625,9514755,13
225,3266,-1.453125,50.90625,9514755,13
226,3267,-3.01953125,53.46875,9514755,67
227,3268,-5.8828125,54.625,9514755,68
230,3282,-3.029296875,53.46875,9514755,67
232,3288,-5.8828125,54.625,9514755,68
234,3304,-3.01953125,53.46875,9514755,67
237,3311,-3.0234375,53.46875,9514755,67
238,3314,-3.01953125,53.46875,9514755,67
240,3321,-3.01953125,53.46875,9514755,67
241,3322,-5.8828125,54.625,9514755,68
246,3327,-3.0234375,53.46875,9514755,67
247,3328,-5.8828125,54.625,9514755,68
256,3414,0.433349609375,53.59375,9381421,76
258,3416,0.42333984375,53.59375,9381421,76
259,3470,-3.01171875,53.4375,9356543,0
262,3479,-3.029296875,53.46875,9356543,67
266,3493,0.3427734375,51.46875,9356543,17
273,3532,-3.02734375,53.46875,9356543,67
276,3539,-1.9873046875,50.71875,9356543,85
279,3558,-3.0234375,53.46875,9356543,67
284,3749,0.1568603515625,49.46875,8913423,3
289,3974,-0.119873046875,49.46875,9350745,20
290,3975,0.5458984375,49.46875,9350745,89
295,3990,0.53662109375,49.46875,9350745,89
298,4012,-1.1689453125,54.59375,9350745,19
301,4016,-1.3330708165322598,50.84375,9350745,46
305,4029,-0.158447265625,53.625,9350745,1
306,4031,-1.157470703125,54.625,9350745,94
307,4032,-1.1640625,54.625,9350745,94
309,4036,-1.163722826086956,54.625,9350745,94
311,4040,-1.1640625,54.625,9350745,94
323,4061,-1.158203125,54.625,9350745,94
324,4062,0.4326171875,53.59375,9350745,76
325,4063,-0.1583251953125,53.625,9350745,1
326,4065,0.420166015625,53.59375,9350745,76
331,4074,-0.1634521484375,53.625,9350745,1
337,4094,-1.169921875,54.59375,9350745,19
339,4098,-1.169921875,54.59375,9350745,19
343,4106,-1.158203125,54.625,9350745,94
345,4108,1.3134765625,51.9375,9461374,2
362,4211,0.381103515625,53.59375,9625229,76
383,4339,0.1771240234375,49.46875,9116187,3
384,4348,0.40771484375,53.59375,9116187,76
385,4349,-0.195556640625,53.625,9116187,110
390,4540,-1.162109375,54.625,9711470,94
392,4543,-1.1630859375,54.625,9711470,94
394,4550,-1.1630859375,54.625,9711470,94
398,4555,-1.162109375,54.625,9711470,94
399,4558,-1.1630859375,54.625,9711470,94
400,4562,0.4033203125,53.59375,9711470,76
403,4565,-1.162109375,54.625,9711470,94
405,4569,-1.162109375,54.625,9711470,94
407,4572,-1.162109375,54.625,9711470,94
409,4576,-1.162109375,54.625,9711470,94
411,4579,-1.1640625,54.625,9711470,94
412,4582,-1.162109375,54.625,9711470,94
413,4584,-1.162109375,54.625,9711470,94
414,4585,1.8818359375,51.0625,9711470,28
415,4587,-1.162109375,54.625,9711470,94
416,4593,1.84375,51.0625,9711470,28
421,4602,1.8662109375,51.0625,9711470,28
424,4618,-1.1640625,54.625,9711470,94
425,4621,-1.1640625,54.625,9711470,94
430,4640,-1.162109375,54.625,9711470,94
431,4643,-1.162109375,54.625,9711470,94
433,4650,-1.162109375,54.625,9711470,94
434,4661,-1.162109375,54.625,9711470,94
436,4759,1.3134765625,51.9375,9780469,2
437,4777,1.3134765625,51.9375,9780469,2
439,4882,-1.4560546875,50.90625,9337638,13
440,4883,0.1558837890625,49.46875,9337638,3
441,4908,-1.4541015625,50.90625,9337638,13
443,4910,0.1566162109375,49.46875,9337638,3
444,4945,-1.4541015625,50.90625,9337638,13
446,4947,0.152587890625,49.46875,9337638,3
450,4979,-1.455078125,50.90625,9337638,13
451,4980,0.156494140625,49.46875,9337638,3
456,4999,0.40673828125,53.59375,9113599,76
477,5048,0.4075927734375,53.59375,9113599,76
485,5060,0.429931640625,53.59375,9113599,76
491,5082,0.330810546875,51.46875,9113599,17
496,5088,-1.1552734375,54.59375,9113599,19
498,5090,-1.43359375,50.90625,9113599,13
502,5195,0.12322998046875,49.46875,9727546,3
503,5196,-0.15966796875,49.46875,9727546,20
508,5386,-0.1971435546875,53.625,9389306,110
509,5389,-0.1988525390625,53.625,9389306,110
510,5393,-0.19873046875,53.625,9389306,110
511,5395,-0.1988525390625,53.625,9389306,110
512,5401,0.411376953125,53.59375,9389306,76
513,5402,-0.191650390625,53.625,9389306,110
514,5411,-0.198974609375,53.625,9389306,110
515,5414,-0.1988525390625,53.625,9389306,110
516,5420,-0.1961669921875,53.625,9389306,110
517,5423,-0.19873046875,53.625,9389306,110
518,5429,-0.1988525390625,53.625,9389306,110
519,5432,-0.198974609375,53.625,9389306,110
520,5436,-0.1990966796875,53.625,9389306,110
521,5439,-0.1923828125,53.625,9389306,110
522,5445,-0.1988525390625,53.625,9389306,110
523,5448,-0.1988525390625,53.625,9389306,110
524,5454,-0.1981201171875,53.625,9389306,110
525,5457,-0.1988525390625,53.625,9389306,110
526,5463,-0.1990966796875,53.625,9389306,110
527,5466,-0.1988525390625,53.625,9389306,110
528,5472,-0.1990966796875,53.625,9389306,110
529,5474,-0.198974609375,53.625,9389306,110
530,5481,-0.198974609375,53.625,9389306,110
531,5484,-0.1988525390625,53.625,9389306,110
532,5488,-0.198974609375,53.625,9389306,110
533,5490,-0.1988525390625,53.625,9389306,110
534,5497,-0.198974609375,53.625,9389306,110
535,5500,-0.198974609375,53.625,9389306,110
536,5506,-0.1988525390625,53.625,9389306,110
537,5509,-0.1988525390625,53.625,9389306,110
538,5513,-0.198974609375,53.625,9389306,110
539,5515,-0.1990966796875,53.625,9389306,110
540,5519,-0.1990966796875,53.625,9389306,110
541,5522,-0.198974609375,53.625,9389306,110
542,5527,-0.1988525390625,53.625,9389306,110
543,5530,-0.1990966796875,53.625,9389306,110
544,5536,-0.1990966796875,53.625,9389306,110
545,5539,-0.1922607421875,53.625,9389306,110
546,5543,-0.1988525390625,53.625,9389306,110
547,5546,-0.1988525390625,53.625,9389306,110
548,5548,-0.1990966796875,53.625,9389306,110
551,5600,-0.2587890625,53.75,9290672,136
555,5742,-1.158203125,54.625,9327047,94
557,5752,-1.15771484375,54.625,9327047,94
559,5774,-1.15625,54.625,9327047,94
561,5798,-1.158203125,54.625,9327047,94
565,5840,1.8623046875,50.96875,9017410,140
567,5856,-0.10296630859375,49.46875,9017410,20
572,5862,-1.0908203125,50.8125,9017410,49
574,5866,-0.09832763671875,49.46875,9017410,20
587,5992,0.400634765625,53.59375,9291717,76
588,5993,-0.1951904296875,53.625,9291717,110
589,5994,-1.1572265625,54.59375,9291717,19
593,6017,-1.4375,50.90625,9291717,13
598,6022,-5.890625,54.625,9291717,150
600,6028,0.3818359375,53.59375,9291717,76
601,6029,-0.190185546875,53.625,9291717,110
602,6035,-0.10137939453125,49.46875,9291717,20
605,6095,-3.009765625,53.4375,9600839,0
606,6200,-1.1704676011029465,54.594362745098096,9056026,19
607,6201,0.39697265625,53.59375,9056026,76
608,6202,-0.1956787109375,53.625,9056026,110
610,6241,0.1336669921875,49.46875,9056026,3
611,6242,0.1990966796875,49.46875,9056026,3
614,6251,0.378173828125,53.59375,9056026,76
615,6252,-0.19580078125,53.625,9056026,110
617,6266,0.178466796875,49.46875,9056026,3
630,6436,0.1314697265625,49.46875,9867619,3
632,6440,-0.167724609375,53.625,9867619,1
648,6801,0.16064453125,49.46875,9535400,3
649,6802,0.129638671875,49.46875,9535400,3
653,6806,0.1904296875,49.46875,9535400,3
665,6819,-1.3994140625,50.90625,9535400,160
668,6822,0.1488037109375,49.46875,9535400,3
676,6830,0.1490478515625,49.46875,9535400,3
679,6833,0.14892578125,49.46875,9535400,3
681,6904,0.210205078125,49.46875,9330616,3
682,6907,-1.3984375,50.875,9330616,161
683,7006,-0.265869140625,53.75,9904340,136
684,7027,1.8291015625,51.0625,9578036,28
685,7029,-1.1640625,54.625,9578036,94
686,7031,-1.162109375,54.625,9578036,94
687,7032,1.8544921875,51.0625,9578036,28
688,7034,1.8525390625,51.0625,9578036,28
693,7042,-1.162109375,54.625,9578036,94
697,7047,-1.1640625,54.625,9578036,94
701,7073,-1.1640625,54.625,9578036,94
703,7076,-1.1597656250000017,54.62656250000003,9578036,94
705,7089,-1.162109375,54.625,9578036,94
707,7092,-1.162109375,54.625,9578036,94
708,7094,-1.162109375,54.625,9578036,94
710,7097,-1.1640625,54.625,9578036,94
712,7100,-1.1640625,54.625,9578036,94
713,7103,-1.1640625,54.625,9578036,94
714,7105,-1.1640625,54.625,9578036,94
715,7107,-1.1627604166666663,54.625,9578036,94
716,7111,0.432373046875,53.59375,9578036,76
718,7116,-1.162109375,54.625,9578036,94
719,7118,-1.162109375,54.625,9578036,94
721,7131,-1.3349609375,50.84375,9578036,46
723,7133,0.2030029296875,49.46875,9578036,3
725,7152,-2.71484375,51.5,9338864,11
726,7248,-2.71875,51.5,9338864,11
728,7307,0.12310791015625,49.46875,9800374,3
730,7309,-0.1634521484375,53.625,9800374,1
731,7313,0.1834716796875,49.46875,9800374,3
732,7322,0.5458984375,49.46875,9800374,89
733,7347,0.12310791015625,49.46875,9800374,3
734,7348,-0.1287841796875,49.46875,9800374,20
735,7349,0.53662109375,49.46875,9800374,89
736,7360,-0.137939453125,49.46875,9800374,20
737,7361,0.5458984375,49.46875,9800374,89
738,7366,0.5458984375,49.46875,9800374,89
739,7394,-0.142578125,49.46875,9800374,20
740,7395,0.5458984375,49.46875,9800374,89
741,7396,-0.10418701171875,49.46875,9800374,20
742,7397,0.5458984375,49.46875,9800374,89
743,7410,0.4319661458333333,53.59375,9800374,76
744,7411,-0.1634521484375,53.625,9800374,1
750,7450,-1.3349609375,50.84375,9800374,46
764,7503,0.131591796875,49.46875,9742895,3
767,7561,0.420654296875,53.59375,9006320,76
770,7568,-0.08935546875,49.46875,9006320,20
771,7569,-0.08502197265625,49.46875,9006320,20
773,7576,0.41748046875,53.59375,9006320,76
775,7578,-0.19287109375,53.625,9006320,110
777,7580,0.1990966796875,49.46875,9006320,3
779,7721,-2.71875,51.5,9293272,11
780,7747,-2.71484375,51.5,9293272,11
782,7766,-2.716796875,51.5,9293272,11
783,7782,-2.716796875,51.5,9293272,11
784,7783,-2.71484375,51.5,9293272,11
785,7798,-1.4228515625,50.90625,9293272,13
786,7816,-2.71484375,51.5,9293272,11
788,7818,-1.427734375,50.90625,9293272,13
790,7830,-2.71484375,51.5,9293272,11
792,7846,-2.720703125,51.5,9293272,11
793,7857,-2.71484375,51.5,9293272,11
796,7861,-2.71484375,51.5,9293272,11
802,7959,-6.19921875,53.34375,9638795,167
803,7960,-6.19921875,53.34375,9638795,167
807,7978,-6.19921875,53.34375,9638795,167
809,7984,-2.703125,51.5,9638795,11
812,7995,0.34521484375,51.46875,9638795,17
813,7997,-6.19921875,53.34375,9638795,167
814,7999,-6.19921875,53.34375,9638795,167
815,8000,-6.19921875,53.34375,9638795,167
820,8025,-2.71484375,51.5,9638795,11
824,8169,-1.1689453125,54.625,9696761,94
825,8175,-1.166015625,54.625,9696761,94
827,8178,-1.158203125,54.625,9696761,94
838,8200,-1.1689453125,54.625,9696761,94
847,8211,-0.2705078125,53.75,9415167,136
850,8251,-0.26220703125,53.75,9415167,136
851,8253,-0.271240234375,53.75,9415167,136
853,8268,-0.1953125,53.625,9415167,110
855,8270,-0.192626953125,53.625,9415167,110
856,8319,-2.962890625,59.0,8679273,54
869,8332,-1.1416015625,60.15625,8679273,179
870,8333,-2.962890625,59.0,8679273,54
874,8337,-2.962890625,59.0,8679273,54
885,8348,-1.140625,60.15625,8679273,179
892,8355,-1.1344726562499996,60.15625,8679273,179
901,8364,-2.962890625,59.0,8679273,54
906,8369,-2.962890625,59.0,8679273,54
911,8374,-2.962890625,59.0,8679273,54
913,8376,-2.962890625,59.0,8679273,54
915,8378,-2.962890625,59.0,8679273,54
916,8379,-1.1416015625,60.15625,8679273,179
925,8388,-2.962890625,59.0,8679273,54
928,8391,-1.1552734375,60.15625,8679273,179
929,8442,-1.1416015625,60.15625,8679273,179
931,8444,-1.14208984375,60.15625,8679273,179
940,8453,-1.15625,60.15625,8679273,179
947,8466,-2.9609375,59.0,8679273,54
952,8488,-5.8828125,54.625,9353113,68
953,8510,-0.1383056640625,49.46875,9353113,20
956,8539,0.1231689453125,49.46875,9353113,3
958,8548,0.1231689453125,49.46875,9353113,3
959,8572,1.78125,51.0625,9353113,28
964,8856,-3.01953125,53.46875,9629706,67
984,8906,-0.190185546875,53.625,9416795,110
995,8984,-3.0234375,53.46875,9670602,67
996,8993,-3.01953125,53.46875,9670602,67
997,8999,-3.017578125,53.4375,9670602,0
998,9002,-3.017578125,53.4375,9670602,0
999,9011,-3.0234375,53.46875,9670602,67
1000,9026,-3.01953125,53.46875,9670602,67
1001,9039,-3.0234375,53.46875,9670602,67
1002,9048,-3.017578125,53.4375,9670602,0
1003,9057,-3.0234375,53.46875,9670602,67
1004,9089,-3.021484375,53.46875,9670602,67
1009,9123,0.3408203125,51.46875,9123817,17
1010,9125,0.3408203125,51.46875,9123817,17
1011,9127,-0.26025390625,53.75,9123817,136
1012,9129,0.3408203125,51.46875,9123817,17
1013,9131,0.333984375,51.46875,9123817,17
1014,9133,0.421142578125,53.59375,9123817,76
1015,9134,-0.26220703125,53.75,9123817,136
1016,9136,0.333984375,51.46875,9123817,17
1017,9138,0.3408203125,51.46875,9123817,17
1019,9143,-0.260498046875,53.75,9123817,136
1020,9145,0.3408203125,51.46875,9123817,17
1021,9147,0.341796875,51.46875,9123817,17
1023,9150,0.3408203125,51.46875,9123817,17
1024,9152,0.3408203125,51.46875,9123817,17
1026,9155,0.3408203125,51.46875,9123817,17
1027,9157,0.341064453125,51.46875,9123817,17
1029,9160,0.3408203125,51.46875,9123817,17
1030,9162,-0.26025390625,53.75,9123817,136
1031,9164,0.3408203125,51.46875,9123817,17
1032,9166,0.3408203125,51.46875,9123817,17
1033,9168,-0.26220703125,53.75,9123817,136
1034,9170,0.3408203125,51.46875,9123817,17
1035,9172,0.3408203125,51.46875,9123817,17
1036,9174,-0.2626953125,53.75,9123817,136
1037,9176,0.3408203125,51.46875,9123817,17
1038,9178,0.3408203125,51.46875,9123817,17
1039,9180,-0.26025390625,53.75,9123817,136
1040,9182,0.3408203125,51.46875,9123817,17
1041,9184,0.3408203125,51.46875,9123817,17
1042,9186,-0.26025390625,53.75,9123817,136
1043,9188,0.3408203125,51.46875,9123817,17
1044,9190,0.3408203125,51.46875,9123817,17
1046,9193,0.3408203125,51.46875,9123817,17
1047,9195,-0.26220703125,53.75,9123817,136
1048,9197,0.3408203125,51.46875,9123817,17
1049,9199,0.3408203125,51.46875,9123817,17
1050,9201,-0.260498046875,53.75,9123817,136
1051,9203,0.3408203125,51.46875,9123817,17
1052,9205,0.3408203125,51.46875,9123817,17
1053,9207,-0.26025390625,53.75,9123817,136
1054,9209,0.3408203125,51.46875,9123817,17
1055,9211,0.3408203125,51.46875,9123817,17
1057,9214,0.3408203125,51.46875,9123817,17
1058,9216,-0.26025390625,53.75,9123817,136
1059,9218,0.33447265625,51.46875,9123817,17
1060,9220,0.33447265625,51.46875,9123817,17
1061,9222,-0.26025390625,53.75,9123817,136
1063,9225,0.333984375,51.46875,9123817,17
1064,9227,0.333740234375,51.46875,9123817,17
1065,9229,-0.26025390625,53.75,9123817,136
1066,9231,0.3408203125,51.46875,9123817,17
1067,9233,0.33984375,51.46875,9123817,17
1069,9236,-0.26025390625,53.75,9123817,136
1070,9238,0.340087890625,51.46875,9123817,17
1071,9240,-0.26025390625,53.75,9123817,136
1072,9242,0.33984375,51.46875,9123817,17
1073,9244,0.33984375,51.46875,9123817,17
1074,9246,-0.26025390625,53.75,9123817,136
1075,9248,0.33984375,51.46875,9123817,17
1076,9250,0.33984375,51.46875,9123817,17
1077,9252,-0.26025390625,53.75,9123817,136
1078,9254,0.33984375,51.46875,9123817,17
1079,9256,0.33984375,51.46875,9123817,17
1080,9258,-0.26025390625,53.75,9123817,136
1081,9260,0.339599609375,51.46875,9123817,17
1082,9262,0.33984375,51.46875,9123817,17
1083,9264,-0.26025390625,53.75,9123817,136
1084,9266,0.34619140625,51.46875,9123817,17
1085,9268,0.341796875,51.46875,9123817,17
1086,9270,-0.26025390625,53.75,9123817,136
1087,9272,0.344482421875,51.46875,9123817,17
1088,9274,0.339599609375,51.46875,9123817,17
1089,9276,-0.26025390625,53.75,9123817,136
1090,9278,0.33447265625,51.46875,9123817,17
1091,9280,0.333740234375,51.46875,9123817,17
1092,9282,-0.26025390625,53.75,9123817,136
1093,9284,0.34521484375,51.46875,9123817,17
1094,9286,0.33984375,51.46875,9123817,17
1095,9288,-0.26025390625,53.75,9123817,136
1096,9290,0.33984375,51.46875,9123817,17
1097,9293,0.340576171875,51.46875,9123817,17
1098,9295,-0.26025390625,53.75,9123817,136
1099,9299,-0.26025390625,53.75,9123817,136
1100,9301,0.33984375,51.46875,9123817,17
1101,9303,-0.26025390625,53.75,9123817,136
1102,9305,0.33984375,51.46875,9123817,17
1103,9307,0.33984375,51.46875,9123817,17
1104,9309,-0.26220703125,53.75,9123817,136
1105,9311,0.34326171875,51.46875,9123817,17
1106,9313,0.33984375,51.46875,9123817,17
1107,9315,-0.26025390625,53.75,9123817,136
1108,9317,0.33984375,51.46875,9123817,17
1109,9319,-0.26025390625,53.75,9123817,136
1110,9321,0.341796875,51.46875,9123817,17
1111,9323,0.33984375,51.46875,9123817,17
1112,9325,-0.26220703125,53.75,9123817,136
1113,9327,0.33984375,51.46875,9123817,17
1114,9329,0.33984375,51.46875,9123817,17
1115,9331,-0.26220703125,53.75,9123817,136
1116,9333,0.33984375,51.46875,9123817,17
1117,9335,0.33984375,51.46875,9123817,17
1118,9337,-0.26025390625,53.75,9123817,136
1119,9339,0.339599609375,51.46875,9123817,17
1120,9341,0.33984375,51.46875,9123817,17
1121,9343,-0.26025390625,53.75,9123817,136
1122,9345,0.33984375,51.46875,9123817,17
1123,9347,0.33984375,51.46875,9123817,17
1124,9349,-0.26025390625,53.75,9123817,136
1125,9351,0.339599609375,51.46875,9123817,17
1126,9353,0.33984375,51.46875,9123817,17
1127,9355,0.33984375,51.46875,9123817,17
1128,9357,0.33984375,51.46875,9123817,17
1129,9359,-0.26220703125,53.75,9123817,136
1130,9361,0.339599609375,51.46875,9123817,17
1131,9363,0.33984375,51.46875,9123817,17
1132,9365,-0.259765625,53.75,9123817,136
1133,9367,0.33984375,51.46875,9123817,17
1134,9369,0.339599609375,51.46875,9123817,17
1135,9371,-0.26025390625,53.75,9123817,136
1136,9373,0.339599609375,51.46875,9123817,17
1137,9375,0.339599609375,51.46875,9123817,17
1138,9377,-0.26025390625,53.75,9123817,136
1139,9380,0.333740234375,51.46875,9123817,17
1140,9382,0.339599609375,51.46875,9123817,17
1141,9384,-0.26025390625,53.75,9123817,136
1143,9387,0.33984375,51.46875,9123817,17
1144,9389,-0.26025390625,53.75,9123817,136
1145,9391,0.33984375,51.46875,9123817,17
1146,9393,-0.26220703125,53.75,9123817,136
1148,9396,0.33984375,51.46875,9123817,17
1155,9407,-1.1533203125,54.59375,9818400,19
1157,9413,-1.1533203125,54.59375,9818400,19
1158,9419,-1.150390625,54.59375,9818400,19
1159,9425,-1.150390625,54.59375,9818400,19
1161,9432,-1.1533203125,54.59375,9818400,19
1162,9438,-1.1533203125,54.59375,9818400,19
1163,9439,0.33251953125,51.46875,9818400,17
1164,9444,-1.150390625,54.59375,9818400,19
1166,9446,0.3330078125,51.46875,9818400,17
1167,9455,-1.1533203125,54.59375,9818400,19
1169,9457,0.334228515625,51.46875,9818400,17
1170,9462,-1.1533203125,54.59375,9818400,19
1172,9464,0.3330078125,51.46875,9818400,17
1173,9470,-1.150390625,54.59375,9818400,19
1175,9472,0.3330078125,51.46875,9818400,17
1178,9481,0.33251953125,51.46875,9818400,17
1179,9485,-1.1533203125,54.59375,9818400,19
1181,9487,0.3330078125,51.46875,9818400,17
1184,9498,-1.1533203125,54.59375,9818400,19
1185,9499,0.3330078125,51.46875,9818400,17
1187,9506,-1.1533203125,54.59375,9818400,19
1189,9508,0.332763671875,51.46875,9818400,17
1190,9512,-1.150390625,54.59375,9818400,19
1192,9514,0.332275390625,51.46875,9818400,17
1193,9521,-1.1533203125,54.59375,9818400,19
1195,9523,0.333740234375,51.46875,9818400,17
1196,9529,-1.1533203125,54.59375,9818400,19
1198,9531,0.33349609375,51.46875,9818400,17
1199,9539,-1.1533203125,54.59375,9818400,19
1201,9541,0.331787109375,51.46875,9818400,17
1202,9552,-1.150390625,54.59375,9818400,19
1203,9553,0.333740234375,51.46875,9818400,17
1204,9562,-1.1533203125,54.59375,9818400,19
1206,9564,0.332275390625,51.46875,9818400,17
1208,9574,-1.1533203125,54.59375,9818400,19
1209,9575,0.332275390625,51.46875,9818400,17
1211,9584,-1.1533203125,54.59375,9818400,19
1213,9586,0.334228515625,51.46875,9818400,17
1214,9594,-1.1533203125,54.59375,9818400,19
1216,9596,0.334228515625,51.46875,9818400,17
1217,9604,-1.150390625,54.59375,9818400,19
1218,9605,0.332275390625,51.46875,9818400,17
1219,9615,-1.150390625,54.59375,9818400,19
1220,9616,0.33447265625,51.46875,9818400,17
1221,9623,-1.150390625,54.59375,9818400,19
1222,9624,0.333740234375,51.46875,9818400,17
1223,9636,0.50048828125,51.5,9225665,5
1225,9650,0.48828125,51.5,9225665,5
1226,9663,0.50048828125,51.5,9225665,5
1227,9679,0.4951171875,51.5,9225665,5
1228,9688,0.50439453125,51.5,9225665,5
1229,9698,0.50439453125,51.5,9225665,5
1230,9711,0.50048828125,51.5,9225665,5
1234,9752,0.349365234375,51.46875,9558048,17
1239,9773,-2.705078125,51.5,9558048,11
1240,9774,-1.392578125,50.875,9558048,161
1249,9802,0.3310546875,51.46875,9558048,17
1250,9812,0.74072265625,51.4375,9558048,194
1251,9867,-0.08233642578125,49.46875,9130200,20
1255,9943,-0.26416015625,53.75,9430985,136
1256,9967,-0.26123046875,53.75,9430985,136
1259,10032,-2.705078125,51.5,9512783,11
1261,10053,-2.703125,51.5,9512783,11
1264,10128,-6.21875,53.34375,9836701,197
1271,10378,-4.1875,50.40625,9150119,199
1272,10379,-4.1875,50.40625,9150119,199
1273,10380,-4.1875,50.40625,9150119,199
1274,10381,-4.1875,50.40625,9150119,199
1275,10382,-4.1875,50.40625,9150119,199
1276,10383,-4.1875,50.40625,9150119,199
1277,10384,-4.1875,50.40625,9150119,199
1278,10385,-4.1875,50.40625,9150119,199
1279,10386,-4.1875,50.40625,9150119,199
1280,10387,-4.1875,50.40625,9150119,199
1281,10388,-4.1875,50.40625,9150119,199
1282,10389,-4.1875,50.40625,9150119,199
1283,10390,-4.1875,50.40625,9150119,199
1284,10391,-4.1875,50.40625,9150119,199
1285,10392,-4.1875,50.40625,9150119,199
1286,10393,-4.1875,50.40625,9150119,199
1287,10394,-4.1875,50.40625,9150119,199
1288,10395,-4.1875,50.40625,9150119,199
1289,10396,-4.1875,50.40625,9150119,199
1290,10397,-4.1875,50.40625,9150119,199
1291,10398,-4.1875,50.40625,9150119,199
1292,10399,-4.1875,50.40625,9150119,199
1293,10400,-4.1875,50.40625,9150119,199
1294,10401,-4.1875,50.40625,9150119,199
1295,10402,-4.1875,50.40625,9150119,199
1296,10403,-4.1875,50.40625,9150119,199
1297,10404,-4.1875,50.40625,9150119,199
1298,10405,-4.1875,50.40625,9150119,199
1299,10406,-4.1875,50.40625,9150119,199
1300,10407,-4.1875,50.40625,9150119,199
1301,10408,-4.1875,50.40625,9150119,199
1302,10409,-4.1875,50.40625,9150119,199
1303,10410,-4.1875,50.40625,9150119,199
1304,10411,-4.1875,50.40625,9150119,199
1305,10412,-4.1875,50.40625,9150119,199
1306,10413,-4.1875,50.40625,9150119,199
1307,10414,-4.1875,50.40625,9150119,199
1308,10415,-4.1875,50.40625,9150119,199
1309,10416,-4.1875,50.40625,9150119,199
1310,10417,-4.1875,50.40625,9150119,199
1311,10418,-4.1875,50.40625,9150119,199
1312,10419,-4.1875,50.40625,9150119,199
1313,10420,-4.1875,50.40625,9150119,199
1314,10421,-4.1875,50.40625,9150119,199
1315,10422,-4.1875,50.40625,9150119,199
1316,10423,-4.1875,50.40625,9150119,199
1317,10424,-4.1875,50.40625,9150119,199
1318,10425,-4.1875,50.40625,9150119,199
1319,10426,-4.1875,50.40625,9150119,199
1320,10427,-4.1875,50.40625,9150119,199
1321,10428,-4.1875,50.40625,9150119,199
