,LONGITUDE,LATITUDE,Cluster
39371,-2.9609375,59.0,131
39372,-2.9609375,59.0,131
39373,-2.9609375,59.0,131
39374,-2.9609375,59.0,131
39375,-2.9609375,59.0,131
39376,-2.9609375,59.0,131
39377,-2.9609375,59.0,131
39379,-2.9609375,59.0,131
39380,-2.9609375,59.0,131
39381,-2.9609375,59.0,131
39382,-2.9609375,59.0,131
39383,-2.9609375,59.0,131
39384,-2.9609375,59.0,131
39385,-2.9609375,59.0,131
39386,-2.9609375,59.0,131
39387,-2.9609375,59.0,131
39388,-2.9609375,59.0,131
39389,-2.9609375,59.0,131
39390,-2.9609375,59.0,131
39391,-2.9609375,59.0,131
39392,-2.9609375,59.0,131
39393,-2.9609375,59.0,131
39394,-2.9609375,59.0,131
39395,-2.9609375,59.0,131
39396,-2.9609375,59.0,131
39397,-2.9609375,59.0,131
39398,-2.9609375,59.0,131
39399,-2.9609375,59.0,131
39400,-2.9609375,59.0,131
39401,-2.9609375,59.0,131
39402,-2.9609375,59.0,131
39403,-2.9609375,59.0,131
39404,-2.9609375,59.0,131
39405,-2.9609375,59.0,131
39406,-2.9609375,59.0,131
39407,-2.9609375,59.0,131
39408,-2.9609375,59.0,131
39409,-2.9609375,59.0,131
39410,-2.9609375,59.0,131
39411,-2.9609375,59.0,131
39412,-2.9609375,59.0,131
39413,-2.9609375,59.0,131
39414,-2.9609375,59.0,131
39415,-2.9609375,59.0,131
39416,-2.9609375,59.0,131
39417,-2.9609375,59.0,131
39418,-2.9609375,59.0,131
39419,-2.9609375,59.0,131
39420,-2.9609375,59.0,131
39421,-2.9609375,59.0,131
39422,-2.9609375,59.0,131
39423,-2.9609375,59.0,131
39424,-2.9609375,59.0,131
39425,-2.9609375,59.0,131
39426,-2.9609375,59.0,131
39427,-2.9609375,59.0,131
39428,-2.9609375,59.0,131
39429,-2.9609375,59.0,131
39430,-2.9609375,59.0,131
39431,-2.9609375,59.0,131
39432,-2.9609375,59.0,131
39433,-2.9609375,59.0,131
39434,-2.9609375,59.0,131
39435,-2.9609375,59.0,131
39436,-2.9609375,59.0,131
39437,-2.9609375,59.0,131
39438,-2.9609375,59.0,131
39439,-2.9609375,59.0,131
39440,-2.9609375,59.0,131
39441,-2.9609375,59.0,131
39442,-2.9609375,59.0,131
39443,-2.9609375,59.0,131
39444,-2.9609375,59.0,131
39445,-2.9609375,59.0,131
39446,-2.9609375,59.0,131
39447,-2.9609375,59.0,131
39448,-2.9609375,59.0,131
39449,-2.9609375,59.0,131
39450,-2.9609375,59.0,131
39451,-2.9609375,59.0,131
39452,-2.9609375,59.0,131
39453,-2.9609375,59.0,131
39454,-2.9609375,59.0,131
39455,-2.9609375,59.0,131
39456,-2.9609375,59.0,131
39457,-2.9609375,59.0,131
39458,-2.9609375,59.0,131
39459,-2.9609375,59.0,131
39460,-2.9609375,59.0,131
39461,-2.9609375,59.0,131
39462,-2.9609375,59.0,131
39463,-2.9609375,59.0,131
39464,-2.9609375,59.0,131
39465,-2.9609375,59.0,131
39466,-2.9609375,59.0,131
39467,-2.9609375,59.0,131
39468,-2.9609375,59.0,131
39469,-2.9609375,59.0,131
39470,-2.9609375,59.0,131
39471,-2.9609375,59.0,131
39472,-2.9609375,59.0,131
39473,-2.9609375,59.0,131
39474,-2.9609375,59.0,131
39475,-2.9609375,59.0,131
39476,-2.9609375,59.0,131
39477,-2.9609375,59.0,131
39478,-2.9609375,59.0,131
39479,-2.9609375,59.0,131
39480,-2.9609375,59.0,131
39481,-2.9609375,59.0,131
39483,-2.9609375,59.0,131
39484,-2.9609375,59.0,131
39485,-2.9609375,59.0,131
39486,-2.9609375,59.0,131
39487,-2.9609375,59.0,131
39488,-2.9609375,59.0,131
39489,-2.9609375,59.0,131
39490,-2.9609375,59.0,131
39491,-2.9609375,59.0,131
39492,-2.9609375,59.0,131
39493,-2.9609375,59.0,131
39494,-2.9609375,59.0,131
39495,-2.9609375,59.0,131
39496,-2.9609375,59.0,131
39497,-2.9609375,59.0,131
39498,-2.9609375,59.0,131
39499,-2.9609375,59.0,131
39500,-2.9609375,59.0,131
39501,-2.9609375,59.0,131
39502,-2.9609375,59.0,131
39503,-2.9609375,59.0,131
39504,-2.9609375,59.0,131
39505,-2.9609375,59.0,131
39506,-2.9609375,59.0,131
39507,-2.9609375,59.0,131
39508,-2.9609375,59.0,131
39509,-2.9609375,59.0,131
39510,-2.9609375,59.0,131
39511,-2.9609375,59.0,131
39512,-2.9609375,59.0,131
39513,-2.9609375,59.0,131
39514,-2.9609375,59.0,131
39515,-2.9609375,59.0,131
39517,-2.9609375,59.0,131
39518,-2.9609375,59.0,131
39519,-2.9609375,59.0,131
39520,-2.9609375,59.0,131
39521,-2.9609375,59.0,131
39522,-2.9609375,59.0,131
39523,-2.9609375,59.0,131
39524,-2.9609375,59.0,131
39525,-2.9609375,59.0,131
39526,-1.150390625,54.59375,24
39528,-1.150390625,54.59375,24
39529,-1.150390625,54.59375,24
39533,0.348876953125,51.46875,42
39534,-1.0927734375,50.8125,18
39556,-1.3984375,50.875,12
39557,-1.4228515625,50.90625,11
39558,-1.4228515625,50.90625,11
39559,-1.3916015625,50.875,12
39562,-0.271728515625,53.75,74
39588,-0.270751953125,53.75,74
39667,-2.080078125,57.15625,7
39672,-0.2325439453125,53.65625,275
39673,-0.2325439453125,53.65625,275
39720,0.24951171875,51.46875,279
39721,0.251220703125,51.46875,279
39722,0.251220703125,51.46875,279
39723,-0.232666015625,53.65625,275
39724,-0.234375,53.65625,275
39725,-0.232666015625,53.65625,275
39726,0.251220703125,51.46875,279
39727,0.251220703125,51.46875,279
39741,0.2493896484375,51.46875,279
39742,0.2493896484375,51.46875,279
39743,0.2493896484375,51.46875,279
39744,0.25146484375,51.46875,279
39745,0.251220703125,51.46875,279
39746,0.251220703125,51.46875,279
39747,0.24951171875,51.46875,279
39748,0.251220703125,51.46875,279
39749,0.251220703125,51.46875,279
39750,0.251220703125,51.46875,279
39751,0.251220703125,51.46875,279
39752,0.24951171875,51.46875,279
39753,0.251220703125,51.46875,279
39754,0.25146484375,51.46875,279
39757,0.1400146484375,49.46875,16
39759,0.495361328125,51.5,15
39771,0.495849609375,51.5,15
39772,0.489501953125,51.5,15
39774,0.353759765625,51.46875,42
39777,0.342041015625,51.46875,42
39781,0.343017578125,51.46875,42
39782,-1.421875,50.90625,11
39784,-1.421875,50.90625,11
39785,-1.421875,50.90625,11
39786,-1.421875,50.90625,11
39787,-1.421875,50.90625,11
39789,-1.421875,50.90625,11
39790,-1.421875,50.90625,11
39791,-1.41796875,50.90625,11
39792,0.10693359375,49.46875,16
39793,-1.421875,50.90625,11
39794,0.10693359375,49.46875,16
39795,-1.421875,50.90625,11
39796,-1.421875,50.90625,11
39797,-1.421875,50.90625,11
39798,-1.421875,50.90625,11
39799,-1.421875,50.90625,11
39801,-1.421875,50.90625,11
39802,-1.421875,50.90625,11
39803,-1.421875,50.90625,11
39804,-1.421875,50.90625,11
39806,-1.421875,50.90625,11
39808,-1.421875,50.90625,11
39809,0.10693359375,49.46875,16
39810,-1.421875,50.90625,11
39811,0.10693359375,49.46875,16
39812,-1.421875,50.90625,11
39813,-1.421875,50.90625,11
39814,0.10693359375,49.46875,16
39815,-1.421875,50.90625,11
39816,0.10699462890625,49.46875,16
39817,-1.421875,50.90625,11
39818,0.10693359375,49.46875,16
39819,-1.421875,50.90625,11
39820,0.10693359375,49.46875,16
39821,-1.421875,50.90625,11
39822,0.10693359375,49.46875,16
39823,-1.421875,50.90625,11
39824,0.10693359375,49.46875,16
39825,-1.421875,50.90625,11
39826,0.10699462890625,49.46875,16
39827,-1.421875,50.90625,11
39828,0.10693359375,49.46875,16
39829,-1.421875,50.90625,11
39837,-1.154296875,54.59375,24
39841,0.201171875,49.46875,16
39853,-3.0078125,53.4375,2
39855,-3.0078125,53.4375,2
39857,-3.0078125,53.4375,2
39859,-3.0078125,53.4375,2
39861,-3.0078125,53.4375,2
39862,-3.0078125,53.4375,2
39864,-3.0078125,53.4375,2
39866,-3.0078125,53.4375,2
39867,-3.0078125,53.4375,2
39868,-3.0078125,53.4375,2
39869,-3.0078125,53.4375,2
39871,-3.0078125,53.4375,2
39872,-3.0078125,53.4375,2
39874,-3.009765625,53.4375,2
39875,-3.0078125,53.4375,2
39877,-3.0078125,53.4375,2
39878,-3.0078125,53.4375,2
39879,-3.0078125,53.4375,2
39880,-3.0078125,53.4375,2
39881,-3.0078125,53.4375,2
39885,-3.0078125,53.4375,2
39886,-3.0078125,53.4375,2
39887,-3.009765625,53.4375,2
39889,-3.0078125,53.4375,2
39890,-3.0078125,53.4375,2
39892,-3.0078125,53.4375,2
39893,-3.0078125,53.4375,2
39894,-3.009765625,53.4375,2
39896,-3.0078125,53.4375,2
39898,-3.0078125,53.4375,2
39899,-3.0078125,53.4375,2
39901,-3.0078125,53.4375,2
39903,-3.0078125,53.4375,2
39905,-3.0078125,53.4375,2
39906,-3.0078125,53.4375,2
39908,-3.0078125,53.4375,2
39909,-3.0078125,53.4375,2
39911,-3.0078125,53.4375,2
39913,-3.0078125,53.4375,2
39915,-3.0078125,53.4375,2
39917,-3.0078125,53.4375,2
39918,-3.0078125,53.4375,2
39920,-3.0078125,53.4375,2
39921,-3.0078125,53.4375,2
39923,-3.0078125,53.4375,2
39925,-3.0078125,53.4375,2
39926,-3.0078125,53.4375,2
39928,-3.0078125,53.4375,2
39930,-3.0078125,53.4375,2
39932,-3.0078125,53.4375,2
39934,-3.0078125,53.4375,2
39935,-3.0078125,53.4375,2
39937,-3.0078125,53.4375,2
39939,-3.0078125,53.4375,2
39940,-3.0078125,53.4375,2
39942,-3.0078125,53.4375,2
39944,-3.0078125,53.4375,2
39946,-3.0078125,53.4375,2
39947,-3.009765625,53.4375,2
39949,-3.009765625,53.4375,2
39951,-3.0078125,53.4375,2
39953,-3.0078125,53.4375,2
39954,-3.0078125,53.4375,2
39956,-3.0078125,53.4375,2
39958,-3.0078125,53.4375,2
39959,-3.009765625,53.4375,2
39961,-3.0078125,53.4375,2
39962,-3.009765625,53.4375,2
39964,-3.0078125,53.4375,2
39965,-3.009765625,53.4375,2
39967,-3.009765625,53.4375,2
39969,-3.0078125,53.4375,2
39971,-3.0078125,53.4375,2
39973,-3.0078125,53.4375,2
39974,-3.0078125,53.4375,2
39976,-3.0078125,53.4375,2
39979,0.5458984375,49.46875,124
39980,0.53662109375,49.46875,124
39982,0.53662109375,49.46875,124
39985,0.5458984375,49.46875,124
39987,0.5458984375,49.46875,124
39991,-1.4619140625,50.90625,11
39993,0.1710205078125,49.46875,16
39995,-1.46484375,50.90625,11
39996,0.172607421875,49.46875,16
39998,-1.46484375,50.90625,11
40000,0.1710205078125,49.46875,16
40001,-1.4619140625,50.90625,11
40003,0.171142578125,49.46875,16
40008,-0.1947021484375,53.625,19
40018,-0.19677734375,53.625,19
40042,-0.1927490234375,53.625,19
40049,-0.1961669921875,53.625,19
40055,-0.1993408203125,53.625,19
40060,-3.017578125,53.46875,9
40066,-1.326171875,50.84375,44
40075,-3.005859375,53.4375,2
40081,0.53662109375,49.46875,124
40083,0.5400390625,49.46875,124
40084,0.5361328125,49.46875,124
40086,0.54296875,49.46875,124
40101,-1.392578125,50.875,12
40106,0.34033203125,51.46875,42
40117,0.330810546875,51.46875,42
40119,-0.2607421875,53.75,74
40122,-2.07421875,57.15625,7
40124,-0.19189453125,53.625,19
40130,0.35009765625,51.46875,42
40132,-0.1885986328125,53.625,19
40142,-1.166015625,54.59375,24
40147,-0.1890869140625,53.625,19
40149,-1.3310546875,50.84375,44
40152,0.172119140625,49.46875,16
40153,0.1737060546875,49.46875,16
40155,0.1671142578125,49.46875,16
40156,0.1708984375,49.46875,16
40158,0.173583984375,49.46875,16
40161,-3.0234375,53.46875,9
40167,-3.03125,53.46875,9
40172,0.350341796875,51.46875,42
40175,-3.017578125,53.4375,2
40176,-3.0234375,53.46875,9
40192,0.1217041015625,49.46875,16
40195,0.12335205078125,49.46875,16
40196,0.12225341796875,49.46875,16
40197,0.1231689453125,49.46875,16
40199,0.34765625,51.46875,42
40203,-3.01953125,53.4375,2
40207,0.340576171875,51.46875,42
40215,-0.1922607421875,53.625,19
40217,-0.191162109375,53.625,19
40228,-1.1572265625,54.59375,24
40235,-2.08203125,57.15625,7
40238,-2.08203125,57.15625,7
40241,-2.0859375,57.15625,7
40243,-2.083984375,57.15625,7
40247,-2.08203125,57.15625,7
40248,-2.08203125,57.15625,7
40253,-2.083984375,57.15625,7
40257,-2.0859375,57.15625,7
40261,-2.083984375,57.15625,7
40265,-2.083984375,57.15625,7
40269,-2.083984375,57.15625,7
40282,-2.083984375,57.15625,7
40297,0.18017578125,49.46875,16
40331,0.490478515625,51.5,15
40332,0.1739501953125,49.46875,16
40333,0.5029296875,51.5,15
40334,0.1678466796875,49.46875,16
40335,0.50439453125,51.5,15
40336,0.16748046875,49.46875,16
40337,0.1678466796875,49.46875,16
40338,0.4921875,51.5,15
40339,0.1678466796875,49.46875,16
40340,0.4951171875,51.5,15
40341,0.1678466796875,49.46875,16
40342,0.1676025390625,49.46875,16
40343,0.48876953125,51.5,15
40344,0.1676025390625,49.46875,16
40357,-0.2607421875,53.75,74
40358,0.340576171875,51.46875,42
40359,-0.261474609375,53.75,74
40360,0.3408203125,51.46875,42
40363,-0.26025390625,53.75,74
40364,0.333251953125,51.46875,42
40366,-0.2607421875,53.75,74
40367,-0.26025390625,53.75,74
40368,0.3408203125,51.46875,42
40369,-0.263427734375,53.75,74
40370,0.340576171875,51.46875,42
40371,-0.2607421875,53.75,74
40372,0.340576171875,51.46875,42
40373,-0.26025390625,53.75,74
40375,0.3408203125,51.46875,42
40376,-0.262939453125,53.75,74
40377,0.340576171875,51.46875,42
40378,0.3408203125,51.46875,42
40379,-0.260009765625,53.75,74
40380,0.3408203125,51.46875,42
40381,0.3408203125,51.46875,42
40382,-0.262939453125,53.75,74
40383,0.3408203125,51.46875,42
40384,0.3408203125,51.46875,42
40385,-0.2607421875,53.75,74
40387,0.3408203125,51.46875,42
40388,-0.260498046875,53.75,74
40389,0.3408203125,51.46875,42
40390,0.3408203125,51.46875,42
40391,0.3408203125,51.46875,42
40392,0.3408203125,51.46875,42
40393,-0.26025390625,53.75,74
40394,0.3408203125,51.46875,42
40395,-0.2607421875,53.75,74
40397,0.3408203125,51.46875,42
40398,-0.2607421875,53.75,74
40399,0.3408203125,51.46875,42
40400,0.3408203125,51.46875,42
40402,-0.26025390625,53.75,74
40403,0.3408203125,51.46875,42
40404,0.3408203125,51.46875,42
40405,-0.2607421875,53.75,74
40406,0.334228515625,51.46875,42
40407,0.3408203125,51.46875,42
40408,-0.26025390625,53.75,74
40409,0.333251953125,51.46875,42
40410,0.333984375,51.46875,42
40411,-0.26025390625,53.75,74
40412,0.33984375,51.46875,42
40413,0.33984375,51.46875,42
40414,-0.260009765625,53.75,74
40415,0.33984375,51.46875,42
40416,0.340576171875,51.46875,42
40417,-0.2607421875,53.75,74
40418,0.33984375,51.46875,42
40419,0.33984375,51.46875,42
40420,-0.2607421875,53.75,74
40421,0.33984375,51.46875,42
40422,0.33984375,51.46875,42
40423,-0.26025390625,53.75,74
40424,0.340087890625,51.46875,42
40425,0.33984375,51.46875,42
40426,-0.26025390625,53.75,74
40427,0.33984375,51.46875,42
40428,0.33984375,51.46875,42
40429,-0.2607421875,53.75,74
40430,0.33837890625,51.46875,42
40431,0.33984375,51.46875,42
40432,-0.260009765625,53.75,74
40433,0.33984375,51.46875,42
40434,0.340576171875,51.46875,42
40435,0.334228515625,51.46875,42
40436,0.333740234375,51.46875,42
40437,-0.26025390625,53.75,74
40438,0.33984375,51.46875,42
40439,0.33984375,51.46875,42
40440,0.340087890625,51.46875,42
40441,0.33984375,51.46875,42
40442,-0.26025390625,53.75,74
40443,0.33984375,51.46875,42
40444,0.33984375,51.46875,42
40445,-0.26025390625,53.75,74
40446,0.33984375,51.46875,42
40447,0.33984375,51.46875,42
40448,0.340576171875,51.46875,42
40449,0.33984375,51.46875,42
40450,-0.26025390625,53.75,74
40451,0.33984375,51.46875,42
40452,0.33984375,51.46875,42
40453,-0.26025390625,53.75,74
40454,0.33984375,51.46875,42
40455,0.33984375,51.46875,42
40456,-0.2607421875,53.75,74
40457,0.340087890625,51.46875,42
40458,0.33837890625,51.46875,42
40459,-0.26025390625,53.75,74
40460,0.339599609375,51.46875,42
40461,0.33984375,51.46875,42
40462,-0.26025390625,53.75,74
40463,0.33984375,51.46875,42
40464,0.33984375,51.46875,42
40465,-0.26025390625,53.75,74
40466,0.33984375,51.46875,42
40467,0.33984375,51.46875,42
40468,-0.26025390625,53.75,74
40469,0.33984375,51.46875,42
40470,0.33984375,51.46875,42
40471,-0.260009765625,53.75,74
40472,0.33984375,51.46875,42
40473,0.33984375,51.46875,42
40474,-0.26025390625,53.75,74
40475,0.339599609375,51.46875,42
40476,0.33984375,51.46875,42
40477,-0.2607421875,53.75,74
40478,0.33984375,51.46875,42
40479,0.33984375,51.46875,42
40480,-0.2626953125,53.75,74
40481,0.33984375,51.46875,42
40482,0.33984375,51.46875,42
40483,-0.26025390625,53.75,74
40484,0.33984375,51.46875,42
40485,0.33984375,51.46875,42
40486,-0.2607421875,53.75,74
40487,0.33984375,51.46875,42
40488,0.33984375,51.46875,42
40489,-0.26025390625,53.75,74
40490,0.333984375,51.46875,42
40491,0.33837890625,51.46875,42
40492,-0.26025390625,53.75,74
40493,0.33984375,51.46875,42
40494,0.33984375,51.46875,42
40495,-0.2607421875,53.75,74
40496,0.33984375,51.46875,42
40497,0.33984375,51.46875,42
40500,-0.26025390625,53.75,74
40501,0.34033203125,51.46875,42
40504,-3.013671875,53.4375,2
40506,-1.3984375,50.875,12
40507,-1.17578125,54.59375,24
40515,0.53662109375,49.46875,124
40603,-3.00390625,53.4375,2
40637,-1.1622121710526303,54.59539473684215,24
40639,-2.08203125,57.15625,7
40642,0.1317138671875,49.46875,16
40645,0.1314697265625,49.46875,16
40646,-1.169921875,54.59375,24
40648,-3.0078125,53.4375,2
40665,-1.392578125,50.875,12
40666,-1.392578125,50.875,12
40669,-0.19189453125,53.625,19
40670,-0.19873046875,53.625,19
40672,-0.1988525390625,53.625,19
40673,-0.1986083984375,53.625,19
40674,-0.19873046875,53.625,19
40675,-0.1983642578125,53.625,19
40677,-0.1983642578125,53.625,19
40678,-0.1983642578125,53.625,19
40680,-0.198974609375,53.625,19
40681,-0.1986083984375,53.625,19
40682,-0.1988525390625,53.625,19
40683,-0.19873046875,53.625,19
40684,-0.1925048828125,53.625,19
40686,-0.1939697265625,53.625,19
40687,-0.1988525390625,53.625,19
40688,-1.154296875,54.59375,24
40699,0.2000732421875,49.46875,16
40702,0.1671142578125,49.46875,16
40705,0.1651611328125,49.46875,16
40708,0.167236328125,49.46875,16
40711,0.1669921875,49.46875,16
40715,-0.26171875,53.75,74
40724,0.1998291015625,49.46875,16
40726,0.1187744140625,49.46875,16
40740,0.1185302734375,49.46875,16
40749,-3.021484375,53.46875,9
40756,-0.198974609375,53.625,19
40757,-0.198974609375,53.625,19
40758,-0.1988525390625,53.625,19
40759,-0.1993408203125,53.625,19
40760,-0.1988525390625,53.625,19
40779,-1.4345703125,50.90625,11
40782,-0.1925048828125,53.625,19
40783,-1.3935546875,50.875,12
40793,0.203369140625,49.46875,16
40795,0.1650390625,49.46875,16
40797,0.50341796875,51.5,15
40799,0.162109375,49.46875,16
40800,0.4892578125,51.5,15
40801,0.168212890625,49.46875,16
40802,0.489013671875,51.5,15
40803,0.16943359375,49.46875,16
40807,0.181640625,49.46875,16
40810,-1.392578125,50.875,12
40811,-1.392578125,50.875,12
40816,-1.396484375,50.875,12
40817,-1.396484375,50.875,12
40819,-1.3984375,50.90625,143
40823,0.353515625,51.46875,42
40824,-0.26416015625,53.75,74
40825,-0.26416015625,53.75,74
40826,-0.26416015625,53.75,74
40827,-0.26416015625,53.75,74
40828,-0.27001953125,53.75,74
40829,-0.26416015625,53.75,74
40830,-0.26416015625,53.75,74
40831,-0.268798828125,53.75,74
40832,-0.26416015625,53.75,74
40833,-0.26416015625,53.75,74
40834,-0.26416015625,53.75,74
40835,-0.26416015625,53.75,74
40836,-0.26416015625,53.75,74
40837,-0.26416015625,53.75,74
40838,-0.26416015625,53.75,74
40839,-0.26416015625,53.75,74
40840,-0.2685546875,53.75,74
40841,-0.26416015625,53.75,74
40842,-0.26416015625,53.75,74
40843,-0.26416015625,53.75,74
40844,-0.26416015625,53.75,74
40845,-0.26416015625,53.75,74
40846,-0.26416015625,53.75,74
40847,-0.26318359375,53.75,74
40848,-0.26416015625,53.75,74
40849,-0.26416015625,53.75,74
40850,-0.26416015625,53.75,74
40851,-0.267578125,53.75,74
40852,-0.26416015625,53.75,74
40853,-0.26416015625,53.75,74
40854,-0.26416015625,53.75,74
40855,-0.265625,53.75,74
40856,-0.26318359375,53.75,74
40857,-0.26416015625,53.75,74
40861,0.325927734375,51.46875,42
40946,-0.189208984375,53.625,19
40954,0.54345703125,49.46875,124
40957,0.5439453125,49.46875,124
40959,0.1280517578125,49.46875,16
40961,0.53857421875,49.46875,124
40964,0.5439453125,49.46875,124
40967,0.1856689453125,49.46875,16
40978,0.34912109375,51.46875,42
40994,-3.017578125,53.4375,2
41002,-1.15625,54.59375,24
41006,-3.0234375,53.46875,9
41008,-3.0234375,53.46875,9
41011,-3.017578125,53.46875,9
41013,-3.021484375,53.46875,9
41015,-3.029296875,53.46875,9
41016,-3.01953125,53.46875,9
41018,-3.017578125,53.46875,9
41021,-3.025390625,53.46875,9
41027,-3.025390625,53.46875,9
41030,-3.021484375,53.46875,9
41037,0.1536865234375,49.46875,16
41053,-0.2646484375,53.75,74
41057,-0.26416015625,53.75,74
41061,-0.264892578125,53.75,74
41067,-0.263916015625,53.75,74
41069,-0.26416015625,53.75,74
41071,-0.2646484375,53.75,74
41079,-0.26708984375,53.75,74
41081,-3.013671875,53.4375,2
41122,-1.3330078125,50.84375,44
41125,-1.3330078125,50.84375,44
41127,-0.191162109375,53.625,19
41139,-1.3330078125,50.84375,44
41142,0.1868896484375,49.46875,16
41144,0.53662109375,49.46875,124
41147,-1.392578125,50.875,12
41148,-1.4228515625,50.90625,11
41150,0.2017822265625,49.46875,16
41170,0.5458984375,49.46875,124
41172,-0.1895751953125,53.625,19
41175,-0.192626953125,53.625,19
41178,0.131591796875,49.46875,16
41180,-1.3291015625,50.84375,44
41182,0.1317138671875,49.46875,16
41195,-1.419921875,50.90625,11
41197,-2.95703125,59.0,131
41202,-1.3301532451923073,50.84375,44
41204,-2.080078125,57.15625,7
41215,0.491455078125,51.5,15
41235,-1.1591796875,54.59375,24
41237,0.15380859375,49.46875,16
41238,0.1536865234375,49.46875,16
41247,0.3515625,51.46875,42
41257,-1.4345703125,50.90625,11
41258,-0.264892578125,53.75,74
41260,0.1412353515625,49.46875,16
41263,-1.326171875,50.84375,44
41434,-0.1962890625,53.625,19
41435,-0.1961669921875,53.625,19
41436,-0.196044921875,53.625,19
41437,-0.1962890625,53.625,19
41438,-0.1953125,53.625,19
41439,-0.1962890625,53.625,19
41440,-0.1961669921875,53.625,19
41441,-0.1954345703125,53.625,19
41442,-0.1962890625,53.625,19
41443,-0.1956787109375,53.625,19
41444,-0.193603515625,53.625,19
41445,-0.193359375,53.625,19
41446,-0.1932373046875,53.625,19
41447,-0.1956787109375,53.625,19
41449,-0.1954345703125,53.625,19
41450,-0.1932373046875,53.625,19
41452,-0.193603515625,53.625,19
41453,-0.195556640625,53.625,19
41458,-0.1947021484375,53.625,19
41464,0.203369140625,49.46875,16
41466,-3.015625,53.46875,9
41468,-1.41796875,50.90625,11
41469,0.106689453125,49.46875,16
41497,0.11749267578125,49.46875,16
41499,0.1175537109375,49.46875,16
41500,0.117431640625,49.46875,16
41517,0.53662109375,49.46875,124
41521,0.53662109375,49.46875,124
41525,0.53662109375,49.46875,124
41538,0.2001953125,49.46875,16
41539,-1.166015625,54.59375,24
41542,-2.08984375,57.15625,7
41551,-2.08984375,57.15625,7
41559,-3.01953125,53.46875,9
41562,-0.1961669921875,53.625,19
41565,0.498291015625,51.5,15
41566,0.1434326171875,49.46875,16
41567,0.498779296875,51.5,15
41570,0.1475830078125,49.46875,16
41571,0.495849609375,51.5,15
41572,0.146728515625,49.46875,16
41578,0.1669921875,49.46875,16
41581,0.1669921875,49.46875,16
41595,-1.1630859375,54.59375,24
41596,0.15380859375,49.46875,16
41600,-3.03125,53.46875,9
41602,0.347900390625,51.46875,42
41603,0.35595703125,51.46875,42
41604,0.35400390625,51.46875,42
41605,0.35595703125,51.46875,42
41606,0.35595703125,51.46875,42
41607,0.35595703125,51.46875,42
41608,0.35595703125,51.46875,42
41609,0.350830078125,51.46875,42
41610,0.35595703125,51.46875,42
41614,-3.013671875,53.46875,9
41626,-0.260986328125,53.75,74
41627,-0.1959228515625,53.625,19
41642,0.191650390625,49.46875,16
41647,0.3310546875,51.46875,42
41660,-3.01953125,53.4375,2
41664,0.4870990012591611,51.49984737484556,15
41686,-1.4384765625,50.90625,11
41693,-0.192626953125,53.625,19
41695,0.3310546875,51.46875,42
41696,0.329833984375,51.46875,42
41697,0.349853515625,51.46875,42
41699,-2.083984375,57.15625,7
41704,-3.005859375,53.4375,2
41713,-0.1973876953125,53.625,19
41714,-2.080078125,57.15625,7
41717,-1.4365234375,50.90625,11
41719,-0.19287109375,53.625,19
41722,-1.392578125,50.875,12
41723,-0.25830078125,53.75,74
41724,-0.26025390625,53.75,74
41725,-0.26220703125,53.75,74
41726,-0.259521484375,53.75,74
41727,-0.26220703125,53.75,74
41728,-0.26220703125,53.75,74
41729,-0.26220703125,53.75,74
41730,-0.26171875,53.75,74
41731,-0.26220703125,53.75,74
41732,-0.26220703125,53.75,74
41733,-0.26220703125,53.75,74
41734,-0.262939453125,53.75,74
41735,-0.26220703125,53.75,74
41736,-0.26220703125,53.75,74
41737,-0.26025390625,53.75,74
41738,-0.26220703125,53.75,74
41739,-0.2607421875,53.75,74
41740,-0.26220703125,53.75,74
41741,-0.26025390625,53.75,74
41742,-0.262451171875,53.75,74
41743,-0.261962890625,53.75,74
41744,-0.2626953125,53.75,74
41745,-0.26025390625,53.75,74
41746,-0.263916015625,53.75,74
41747,-0.26220703125,53.75,74
41748,-0.26220703125,53.75,74
41749,-0.26171875,53.75,74
41750,-0.26220703125,53.75,74
41752,-0.26416015625,53.75,74
41753,-0.2626953125,53.75,74
41754,-0.26220703125,53.75,74
41755,-0.26220703125,53.75,74
41756,-0.260009765625,53.75,74
41757,-0.2626953125,53.75,74
41758,-0.26318359375,53.75,74
41759,-0.262451171875,53.75,74
41760,-0.26025390625,53.75,74
41761,-0.261962890625,53.75,74
41762,-0.26220703125,53.75,74
41763,-0.26171875,53.75,74
41764,-0.26220703125,53.75,74
41765,-0.262451171875,53.75,74
41766,-0.26220703125,53.75,74
41767,-0.26220703125,53.75,74
41768,-0.26220703125,53.75,74
41769,-0.261962890625,53.75,74
41770,-0.2646484375,53.75,74
41771,-0.26220703125,53.75,74
41772,-0.26171875,53.75,74
41773,-0.26220703125,53.75,74
41774,-0.260009765625,53.75,74
41775,-0.26025390625,53.75,74
41776,-0.26416015625,53.75,74
41777,-0.26220703125,53.75,74
41778,-0.26416015625,53.75,74
41779,-0.26025390625,53.75,74
41780,-0.26416015625,53.75,74
41781,-0.26220703125,53.75,74
41782,-0.26220703125,53.75,74
41783,-0.26220703125,53.75,74
41784,-0.26025390625,53.75,74
41785,-0.26220703125,53.75,74
41786,-0.264404296875,53.75,74
41787,-0.26220703125,53.75,74
41788,-0.26220703125,53.75,74
41789,-0.260986328125,53.75,74
41790,-0.26416015625,53.75,74
41791,-0.26025390625,53.75,74
41792,-0.261962890625,53.75,74
