,LONGITUDE,LATITUDE,Cluster
6,-3.01171875,53.4375,2
18,-2.08203125,57.15625,7
19,-2.08203125,57.15625,7
20,-2.08203125,57.15625,7
22,-2.08203125,57.15625,7
24,-3.01171875,53.4375,2
26,-3.013671875,53.46875,9
31,-1.4287109375,50.90625,11
32,-1.431640625,50.90625,11
33,-1.3974609375,50.875,12
34,-1.4326171875,50.90625,11
35,-1.431640625,50.90625,11
36,-1.431640625,50.90625,11
37,-1.431640625,50.90625,11
38,-1.431640625,50.90625,11
39,-1.3974609375,50.875,12
40,-1.3974609375,50.875,12
41,-1.4287109375,50.90625,11
43,-1.3974609375,50.875,12
44,-1.4287109375,50.90625,11
45,-1.3974609375,50.875,12
46,-1.3974609375,50.875,12
47,-1.3974609375,50.875,12
49,-1.4326171875,50.90625,11
50,-1.431640625,50.90625,11
51,-1.3974609375,50.875,12
55,-3.025390625,53.46875,9
57,-3.00390625,53.4375,2
60,0.49755859375,51.5,15
61,0.1468505859375,49.46875,16
62,-1.43359375,50.90625,11
65,-1.0947265625,50.8125,18
66,-0.1893310546875,53.625,19
68,-1.4560546875,50.90625,11
70,0.1566162109375,49.46875,16
72,-1.455078125,50.90625,11
73,0.15673828125,49.46875,16
76,-1.458984375,50.90625,11
78,0.1524658203125,49.46875,16
79,0.1566162109375,49.46875,16
81,-3.0234375,53.46875,9
82,-3.0234375,53.46875,9
84,-3.021484375,53.46875,9
87,-3.025390625,53.46875,9
89,-3.01953125,53.46875,9
92,-3.029296875,53.46875,9
94,-1.1533203125,54.59375,24
95,-3.02734375,53.46875,9
97,-3.01953125,53.46875,9
100,-3.0234375,53.46875,9
101,-3.02734375,53.46875,9
103,-3.01953125,53.46875,9
106,-3.025390625,53.46875,9
108,-3.021484375,53.46875,9
110,-3.021484375,53.46875,9
112,-3.025390625,53.46875,9
119,-3.025390625,53.46875,9
120,-3.0234375,53.46875,9
124,-3.021484375,53.46875,9
151,0.1624755859375,49.46875,16
153,-1.4609375,50.90625,11
155,0.1732177734375,49.46875,16
157,0.1634521484375,49.46875,16
158,0.162109375,49.46875,16
159,-1.4560546875,50.90625,11
161,0.1624755859375,49.46875,16
162,-1.4638671875,50.90625,11
163,0.1632080078125,49.46875,16
164,-1.4560546875,50.90625,11
165,-1.4560546875,50.90625,11
182,-0.1988525390625,53.625,19
185,-0.1988525390625,53.625,19
187,-0.1982421875,53.625,19
190,-0.201904296875,53.625,19
192,-0.1988525390625,53.625,19
195,-0.1990966796875,53.625,19
197,-0.199462890625,53.625,19
199,-0.2012939453125,53.625,19
200,-0.19873046875,53.625,19
240,0.349609375,51.46875,42
243,-1.326171875,50.84375,44
248,-1.326171875,50.84375,44
251,-1.326171875,50.84375,44
284,0.1534423828125,49.46875,16
287,-1.326171875,50.84375,44
310,-2.07421875,57.15625,7
314,-2.07421875,57.15625,7
316,-2.072265625,57.15625,7
317,-2.072265625,57.15625,7
318,-2.072265625,57.15625,7
320,-2.07421875,57.15625,7
323,-2.07421875,57.15625,7
324,-2.072265625,57.15625,7
325,-2.07421875,57.15625,7
326,-2.07421875,57.15625,7
328,-2.083984375,57.15625,7
330,-2.07421875,57.15625,7
331,-2.072265625,57.15625,7
332,-2.072265625,57.15625,7
333,-2.083984375,57.15625,7
336,-2.072265625,57.15625,7
337,-2.083984375,57.15625,7
339,-2.083984375,57.15625,7
341,-2.07421875,57.15625,7
343,-2.07421875,57.15625,7
344,-2.07421875,57.15625,7
345,0.190185546875,49.46875,16
350,0.207275390625,49.46875,16
360,-3.017578125,53.46875,9
389,0.33349609375,51.46875,42
390,-1.45703125,50.90625,11
392,-1.4541015625,50.90625,11
395,-1.330078125,50.84375,44
396,-2.083984375,57.15625,7
397,-0.258056640625,53.75,74
398,-2.083984375,57.15625,7
399,-2.083984375,57.15625,7
401,-2.083984375,57.15625,7
402,-2.07421875,57.15625,7
403,-2.083984375,57.15625,7
404,-2.083984375,57.15625,7
405,-2.083984375,57.15625,7
406,-2.083984375,57.15625,7
407,-2.083984375,57.15625,7
408,-2.083984375,57.15625,7
409,-2.083984375,57.15625,7
410,-2.083984375,57.15625,7
411,-2.083984375,57.15625,7
571,-2.07421875,57.15625,7
584,-0.1968994140625,53.625,19
604,-0.266845703125,53.75,74
606,-1.1552734375,54.59375,24
616,0.1536865234375,49.46875,16
623,-1.3281901041666684,50.84375,44
638,0.32958984375,51.46875,42
644,0.177490234375,49.46875,16
645,0.178466796875,49.46875,16
646,0.1788330078125,49.46875,16
653,-1.43359375,50.90625,11
732,-1.1593394886363595,54.59375,24
762,0.340576171875,51.46875,42
772,0.1771240234375,49.46875,16
789,0.34814453125,51.46875,42
835,0.5029296875,51.5,15
838,0.496826171875,51.5,15
841,0.49072265625,51.5,15
843,0.498291015625,51.5,15
846,0.4990234375,51.5,15
849,0.50390625,51.5,15
858,-1.3291015625,50.84375,44
860,-1.3330078125,50.84375,44
862,0.5458984375,49.46875,124
864,0.5458984375,49.46875,124
865,0.5458984375,49.46875,124
868,0.5458984375,49.46875,124
884,-2.0716145833333304,57.15625,7
888,-2.0859375,57.15625,7
899,-2.076171875,57.15625,7
907,-0.1959228515625,53.625,19
910,-1.326171875,50.84375,44
921,-0.27392578125,53.75,74
922,-0.2705078125,53.75,74
926,0.1536865234375,49.46875,16
928,0.1536865234375,49.46875,16
929,0.18359375,49.46875,16
933,-2.9609375,59.0,131
934,-2.9609375,59.0,131
938,-1.41796875,50.90625,11
939,0.10687255859375,49.46875,16
942,0.10687255859375,49.46875,16
943,-1.41796875,50.90625,11
945,0.10687255859375,49.46875,16
946,-1.41796875,50.90625,11
947,0.10675048828125,49.46875,16
948,-1.41796875,50.90625,11
950,0.1068115234375,49.46875,16
951,-1.41796875,50.90625,11
952,0.1068115234375,49.46875,16
953,-1.41796875,50.90625,11
960,-0.259765625,53.75,74
964,-0.196533203125,53.625,19
991,0.541015625,49.46875,124
994,0.541015625,49.46875,124
1013,-0.19482421875,53.625,19
1020,0.1314697265625,49.46875,16
1034,-1.330078125,50.84375,44
1036,-0.2685546875,53.75,74
1037,-0.27392578125,53.75,74
1038,-0.27392578125,53.75,74
1039,-0.27392578125,53.75,74
1040,-0.27197265625,53.75,74
1053,-0.1922607421875,53.625,19
1058,-0.197509765625,53.625,19
1063,-1.3984375,50.875,12
1065,0.15380859375,49.46875,16
1068,-1.3984375,50.90625,143
1071,0.4921875,51.5,15
1072,0.16796875,49.46875,16
1073,0.1639404296875,49.46875,16
1074,0.1710205078125,49.46875,16
1078,0.1541748046875,49.46875,16
1083,-3.017578125,53.4375,2
1086,-2.0859375,57.15625,7
1090,-1.4384765625,50.90625,11
1094,-2.08203125,57.15625,7
1096,-2.0859375,57.15625,7
1098,-1.0947265625,50.8125,18
1107,-3.013671875,53.46875,9
1111,-3.01171875,53.4375,2
1113,-0.1978759765625,53.625,19
1114,-1.396484375,50.875,12
1126,-1.3974609375,50.875,12
1129,-1.396484375,50.875,12
1131,0.5380859375,49.46875,124
1134,0.5380859375,49.46875,124
1136,0.5380859375,49.46875,124
1138,0.5380859375,49.46875,124
1141,0.5380859375,49.46875,124
1145,0.5380859375,49.46875,124
1148,0.5380859375,49.46875,124
1150,0.5380859375,49.46875,124
1155,0.5380859375,49.46875,124
1158,0.5380859375,49.46875,124
1159,0.5380859375,49.46875,124
1163,0.5380859375,49.46875,124
1165,0.5380859375,49.46875,124
1169,0.5380859375,49.46875,124
1171,0.5380859375,49.46875,124
1175,0.5380859375,49.46875,124
1178,0.5380859375,49.46875,124
1180,0.5380859375,49.46875,124
1184,0.5380859375,49.46875,124
1188,0.133544921875,49.46875,16
1190,0.5380859375,49.46875,124
1193,0.5380859375,49.46875,124
1195,0.5380859375,49.46875,124
1241,-3.021484375,53.46875,9
1244,-3.029296875,53.46875,9
1246,-0.266845703125,53.75,74
1266,-2.080078125,57.15625,7
1282,-2.080078125,57.15625,7
1296,0.1441650390625,49.46875,16
1298,0.1483154296875,49.46875,16
1299,0.15087890625,49.46875,16
1301,0.1536865234375,49.46875,16
1303,-3.0234375,53.46875,9
1307,0.1478271484375,49.46875,16
1308,-3.02734375,53.46875,9
1311,0.147705078125,49.46875,16
1313,0.1456298828125,49.46875,16
1316,0.1376953125,49.46875,16
1339,-0.1915283203125,53.625,19
1342,-0.197021484375,53.625,19
1347,-1.1162109375,50.78125,174
1349,-1.1162109375,50.78125,174
1350,-1.1162109375,50.78125,174
1351,-1.1162109375,50.78125,174
1352,-1.1162109375,50.78125,174
1353,-1.1162109375,50.78125,174
1354,-1.1162109375,50.78125,174
1355,-1.1162109375,50.78125,174
1356,-1.1162109375,50.78125,174
1358,-1.1162109375,50.78125,174
1359,-1.1162109375,50.78125,174
1360,-1.1162109375,50.78125,174
1361,-1.1162109375,50.78125,174
1362,-1.1162109375,50.78125,174
1363,-1.1162109375,50.78125,174
1364,-1.1162109375,50.78125,174
1365,-1.1162109375,50.78125,174
1366,-1.1162109375,50.78125,174
1367,-1.1162109375,50.78125,174
1369,-1.1162109375,50.78125,174
1370,-1.1162109375,50.78125,174
1371,-1.1162109375,50.78125,174
1372,-1.1162109375,50.78125,174
1373,-1.1162109375,50.78125,174
1374,-1.1162109375,50.78125,174
1375,-1.1162109375,50.78125,174
1376,-1.1162109375,50.78125,174
1377,-1.1162109375,50.78125,174
1378,-1.1162109375,50.78125,174
1379,-1.1162109375,50.78125,174
1380,-1.1162109375,50.78125,174
1381,-1.1162109375,50.78125,174
1382,-1.1162109375,50.78125,174
1383,-1.1162109375,50.78125,174
1384,-1.1162109375,50.78125,174
1385,-1.1162109375,50.78125,174
1386,-1.1162109375,50.78125,174
1387,-1.1162109375,50.78125,174
1388,-1.1162109375,50.78125,174
1389,-1.1162109375,50.78125,174
1390,-1.1162109375,50.78125,174
1391,-1.1162109375,50.78125,174
1393,-1.1162109375,50.78125,174
1394,-1.1162109375,50.78125,174
1395,-1.1162109375,50.78125,174
1396,-1.1162109375,50.78125,174
1397,-1.1162109375,50.78125,174
1398,-1.1162109375,50.78125,174
1400,-1.1162109375,50.78125,174
1401,-1.1162109375,50.78125,174
1402,-1.1162109375,50.78125,174
1403,-1.1162109375,50.78125,174
1404,-1.1162109375,50.78125,174
1405,-1.1162109375,50.78125,174
1406,-1.1162109375,50.78125,174
1407,-1.1162109375,50.78125,174
1409,-1.1162109375,50.78125,174
1410,-1.1162109375,50.78125,174
1411,-1.1162109375,50.78125,174
1412,-1.1162109375,50.78125,174
1413,-1.1162109375,50.78125,174
1414,-1.1162109375,50.78125,174
1415,-1.1162109375,50.78125,174
1416,-1.1162109375,50.78125,174
1417,-1.1162109375,50.78125,174
1418,-1.1162109375,50.78125,174
1419,-1.1162109375,50.78125,174
1420,-1.1162109375,50.78125,174
1421,-1.1162109375,50.78125,174
1422,-1.1162109375,50.78125,174
1423,-1.1162109375,50.78125,174
1424,-1.1162109375,50.78125,174
1425,-1.1162109375,50.78125,174
1427,-1.1162109375,50.78125,174
1428,-1.1162109375,50.78125,174
1429,-1.1162109375,50.78125,174
1430,-1.1162109375,50.78125,174
1431,-1.1162109375,50.78125,174
1433,-1.1162109375,50.78125,174
1435,-1.1162109375,50.78125,174
1436,-1.1162109375,50.78125,174
1439,-1.1162109375,50.78125,174
1440,-1.1162109375,50.78125,174
1441,-1.1162109375,50.78125,174
1442,-1.1162109375,50.78125,174
1443,-1.1162109375,50.78125,174
1444,-1.1162109375,50.78125,174
1445,-1.1162109375,50.78125,174
1446,-1.1162109375,50.78125,174
1447,-1.1162109375,50.78125,174
1448,-1.1162109375,50.78125,174
1449,-1.1162109375,50.78125,174
1450,-1.1162109375,50.78125,174
1454,-1.11627197265625,50.78157552083311,174
1456,-1.1162109375,50.78125,174
1457,-1.1162109375,50.78125,174
1458,-1.1162109375,50.78125,174
1459,-1.1162109375,50.78125,174
1460,-1.1162109375,50.78125,174
1461,-1.1162109375,50.78125,174
1462,-1.1162109375,50.78125,174
1464,-1.1162109375,50.78125,174
1465,-1.1162109375,50.78125,174
1466,-1.1162109375,50.78125,174
1467,-1.1162109375,50.78125,174
1468,-1.1162109375,50.78125,174
1469,-1.1162109375,50.78125,174
1470,-1.1162109375,50.78125,174
1471,-1.1162109375,50.78125,174
1472,-1.1162109375,50.78125,174
1781,-1.4443359375,50.90625,11
1782,-1.4443359375,50.90625,11
1785,-0.26416015625,53.75,74
1800,0.330810546875,51.46875,42
1809,0.50146484375,51.5,15
1811,0.1522216796875,49.46875,16
1813,0.491455078125,51.5,15
1814,0.15185546875,49.46875,16
1818,0.15185546875,49.46875,16
1820,0.490478515625,51.5,15
1825,0.1883544921875,49.46875,16
1827,-1.328125,50.84375,44
1833,-3.0234375,53.4375,2
1836,0.146484375,49.46875,16
1840,0.1431884765625,49.46875,16
1844,0.140380859375,49.46875,16
1850,0.15380859375,49.46875,16
1853,-1.326171875,50.84375,44
1857,0.50146484375,51.5,15
1858,0.171875,49.46875,16
1859,0.1693115234375,49.46875,16
1860,0.1676025390625,49.46875,16
1861,0.16650390625,49.46875,16
1862,0.48828125,51.5,15
1863,0.1676025390625,49.46875,16
1864,0.501953125,51.5,15
1865,0.1678466796875,49.46875,16
1866,0.49755859375,51.5,15
1867,0.1678466796875,49.46875,16
1868,0.49072265625,51.5,15
1869,0.1678466796875,49.46875,16
1870,0.5029296875,51.5,15
1871,0.16748046875,49.46875,16
1873,0.49658203125,51.5,15
1874,0.167724609375,49.46875,16
1878,-0.18896484375,53.625,19
1883,-3.013671875,53.46875,9
1897,0.131591796875,49.46875,16
1904,0.131591796875,49.46875,16
1926,0.326416015625,51.46875,42
1933,0.326416015625,51.46875,42
1936,-3.0234375,53.46875,9
1938,0.35205078125,51.46875,42
1940,-3.02734375,53.46875,9
1943,0.3515625,51.46875,42
1945,0.3505859375,51.46875,42
1948,-3.02734375,53.46875,9
1953,0.341552734375,51.46875,42
1969,-0.260986328125,53.75,74
1970,-1.1552734375,54.59375,24
1976,-0.1895751953125,53.625,19
1980,-0.18994140625,53.625,19
1987,-0.26220703125,53.75,74
1988,-2.9609375,59.0,131
2094,0.1539306640625,49.46875,16
2099,0.33251953125,51.46875,42
2102,-3.02734375,53.46875,9
2109,-1.419921875,50.90625,11
2111,-1.419921875,50.90625,11
2112,-1.419921875,50.90625,11
2114,-1.41796875,50.90625,11
2115,-1.419921875,50.90625,11
2400,-0.1888427734375,53.625,19
2406,-0.1893310546875,53.625,19
2408,0.2064208984375,49.46875,16
2413,-1.166015625,54.59375,24
2418,0.11370849609375,49.46875,16
2427,-1.1632812499999994,54.59375,24
2452,0.20556640625,49.46875,16
2466,-1.1650390625,54.59375,24
2479,0.17333984375,49.46875,16
2481,0.1671142578125,49.46875,16
2483,0.1641845703125,49.46875,16
2489,0.332763671875,51.46875,42
2491,-1.3994140625,50.90625,143
2522,-0.1961669921875,53.625,19
2551,-0.196044921875,53.625,19
2556,-1.392578125,50.875,12
2557,-1.396484375,50.875,12
2558,-1.392578125,50.875,12
2559,-1.396484375,50.875,12
2561,-1.3984375,50.90625,143
2562,-1.396484375,50.875,12
2563,0.49169921875,51.5,15
2564,0.1617431640625,49.46875,16
2565,0.49072265625,51.5,15
2566,0.1739501953125,49.46875,16
2567,0.4912109375,51.5,15
2568,0.16748046875,49.46875,16
2569,0.50146484375,51.5,15
2570,0.1671142578125,49.46875,16
2571,0.501953125,51.5,15
2572,0.1676025390625,49.46875,16
2573,0.4921875,51.5,15
2574,0.16748046875,49.46875,16
2575,0.499755859375,51.5,15
2577,0.16748046875,49.46875,16
2578,0.496337890625,51.5,15
2579,0.167236328125,49.46875,16
2580,0.5029296875,51.5,15
2581,0.16748046875,49.46875,16
2583,-0.192626953125,53.625,19
2584,-0.2646484375,53.75,74
2619,0.490234375,51.5,15
2620,0.1676025390625,49.46875,16
2621,0.1741943359375,49.46875,16
2622,0.489013671875,51.5,15
2623,0.167724609375,49.46875,16
2624,0.49169921875,51.5,15
2625,0.1678466796875,49.46875,16
2626,0.501953125,51.5,15
2627,0.1678466796875,49.46875,16
2628,0.495849609375,51.5,15
2629,0.1673583984375,49.46875,16
2630,0.50146484375,51.5,15
2631,0.1678466796875,49.46875,16
2632,0.1678466796875,49.46875,16
2633,0.501953125,51.5,15
2634,0.16748046875,49.46875,16
2635,0.495849609375,51.5,15
2636,0.1676025390625,49.46875,16
2646,-0.18994140625,53.625,19
2661,0.20361328125,49.46875,16
2672,-3.0234375,53.46875,9
2703,-0.1976318359375,53.625,19
2707,-0.1973876953125,53.625,19
2874,-0.1943359375,53.625,19
2876,-3.005859375,53.4375,2
2888,-1.416015625,50.90625,11
2928,-1.3310546875,50.84375,44
2932,-1.330078125,50.84375,44
2935,-1.3310546875,50.84375,44
2945,-1.172281901041666,54.59375,24
2956,-0.196044921875,53.625,19
2959,-3.0078125,53.4375,2
2965,0.20361328125,49.46875,16
2967,-1.3310546875,50.84375,44
2972,-1.3291015625,50.84375,44
2976,-1.3291015625,50.84375,44
2992,-1.453125,50.90625,11
2999,0.490478515625,51.5,15
3000,0.15283203125,49.46875,16
3003,0.490234375,51.5,15
3004,0.15478515625,49.46875,16
3007,0.49072265625,51.5,15
3009,0.1529541015625,49.46875,16
3013,0.49072265625,51.5,15
3014,0.15185546875,49.46875,16
3019,-1.166015625,54.59375,24
3025,0.5078125,51.5,15
3029,0.1536865234375,49.46875,16
3030,-0.1915283203125,53.625,19
3035,-1.326171875,50.84375,44
3037,-1.326171875,50.84375,44
3043,-0.1947021484375,53.625,19
3053,-1.462890625,50.90625,11
3054,0.498291015625,51.5,15
3055,0.1400146484375,49.46875,16
3059,-3.013671875,53.46875,9
3062,-3.015625,53.46875,9
3063,-0.271240234375,53.75,74
3068,-1.15234375,54.59375,24
3069,-1.392578125,50.875,12
3070,-1.3984375,50.875,12
3072,-1.326171875,50.84375,44
3103,-1.3310546875,50.84375,44
3105,-0.19482421875,53.625,19
3171,0.2032470703125,49.46875,16
3175,-3.01953125,53.46875,9
3177,-3.01953125,53.46875,9
3187,0.131591796875,49.46875,16
3194,-0.1951904296875,53.625,19
3205,0.20361328125,49.46875,16
3208,0.211181640625,49.46875,16
3210,-0.1995849609375,53.625,19
3211,-0.1995849609375,53.625,19
3212,-0.2003173828125,53.625,19
3213,-0.1995849609375,53.625,19
3214,-0.2001953125,53.625,19
3215,-0.1995849609375,53.625,19
3216,-0.1995849609375,53.625,19
3217,-0.1944580078125,53.625,19
3218,-0.1995849609375,53.625,19
3219,-0.1995849609375,53.625,19
3271,0.34228515625,51.46875,42
3290,0.491455078125,51.5,15
3292,0.495849609375,51.5,15
3293,0.490234375,51.5,15
3296,-1.3935546875,50.875,12
3297,-1.3935546875,50.875,12
3298,-2.0859375,57.15625,7
3300,-1.392578125,50.875,12
3339,-3.01953125,53.4375,2
3353,-2.083984375,57.15625,7
3390,-1.328125,50.84375,44
3473,0.189453125,49.46875,16
3480,0.1827392578125,49.46875,16
3484,-0.1893310546875,53.625,19
3500,-1.166015625,54.59375,24
3522,-3.01953125,53.46875,9
3533,0.13134765625,49.46875,16
3541,0.1807861328125,49.46875,16
3542,-1.3916015625,50.875,12
3543,0.2103271484375,49.46875,16
3545,-1.392578125,50.875,12
3546,-1.392578125,50.875,12
3547,-0.259521484375,53.75,74
3548,-0.259765625,53.75,74
3549,-0.26025390625,53.75,74
3550,-0.262451171875,53.75,74
3551,-0.26171875,53.75,74
3552,-0.26220703125,53.75,74
3553,-0.26220703125,53.75,74
3554,-0.26025390625,53.75,74
3555,-0.262451171875,53.75,74
3556,-0.26220703125,53.75,74
3557,-0.26025390625,53.75,74
3558,-0.26025390625,53.75,74
3559,-0.26220703125,53.75,74
3560,-0.26025390625,53.75,74
3561,-0.26220703125,53.75,74
3562,-0.259765625,53.75,74
3563,-0.26220703125,53.75,74
3564,-0.26025390625,53.75,74
3565,-0.26220703125,53.75,74
3566,-0.26220703125,53.75,74
3567,-0.259765625,53.75,74
3568,-0.2626953125,53.75,74
3570,-0.26416015625,53.75,74
3571,0.176025390625,49.46875,16
3572,-1.4208984375,50.90625,11
3575,0.10675048828125,49.46875,16
3576,0.10687255859375,49.46875,16
3577,-1.4208984375,50.90625,11
3584,-3.005859375,53.4375,2
3588,-0.1915283203125,53.625,19
3589,-0.196044921875,53.625,19
3598,-0.1888427734375,53.625,19
3600,-0.196044921875,53.625,19
3604,0.2064208984375,49.46875,16
3605,-0.1900634765625,53.625,19
3608,0.1700439453125,49.46875,16
3610,0.20654296875,49.46875,16
3611,0.11749267578125,49.46875,16
3613,0.53662109375,49.46875,124
3615,0.537109375,49.46875,124
3617,0.53662109375,49.46875,124
3619,0.53662109375,49.46875,124
3620,0.537109375,49.46875,124
3622,0.53662109375,49.46875,124
3623,0.53662109375,49.46875,124
3624,0.53662109375,49.46875,124
3626,0.537109375,49.46875,124
3627,0.53662109375,49.46875,124
3629,0.183349609375,49.46875,16
3630,0.53662109375,49.46875,124
3632,0.53662109375,49.46875,124
3634,0.53662109375,49.46875,124
3636,0.183349609375,49.46875,16
3638,0.537109375,49.46875,124
3640,0.53662109375,49.46875,124
3641,0.53662109375,49.46875,124
3642,0.1832275390625,49.46875,16
3644,0.53662109375,49.46875,124
3646,0.53662109375,49.46875,124
3648,0.183349609375,49.46875,16
3650,0.537109375,49.46875,124
3652,0.53662109375,49.46875,124
3655,0.53662109375,49.46875,124
3657,0.183349609375,49.46875,16
3659,0.53662109375,49.46875,124
3660,0.53662109375,49.46875,124
3662,0.183349609375,49.46875,16
3664,0.53662109375,49.46875,124
3665,0.53662109375,49.46875,124
3668,0.183349609375,49.46875,16
3670,0.53662109375,49.46875,124
3672,0.53662109375,49.46875,124
3673,0.53662109375,49.46875,124
3675,0.53662109375,49.46875,124
3676,0.53662109375,49.46875,124
3678,0.53662109375,49.46875,124
3681,0.53662109375,49.46875,124
3683,0.183349609375,49.46875,16
3685,0.53662109375,49.46875,124
4006,0.2093505859375,49.46875,16
4058,0.4892578125,51.5,15
4060,0.49755859375,51.5,15
4062,0.4912109375,51.5,15
4064,0.50048828125,51.5,15
4066,0.5458984375,49.46875,124
4068,0.50244140625,51.5,15
4069,0.1513671875,49.46875,16
4071,0.490234375,51.5,15
4073,0.1527099609375,49.46875,16
4077,0.490478515625,51.5,15
4078,0.152099609375,49.46875,16
4166,-0.271728515625,53.75,74
4167,-0.1883544921875,53.625,19
4168,-0.271728515625,53.75,74
4170,-0.26611328125,53.75,74
4277,-0.264892578125,53.75,74
4278,0.152099609375,49.46875,16
4279,0.1566162109375,49.46875,16
4280,0.15234375,49.46875,16
4282,0.15673828125,49.46875,16
4283,0.1529541015625,49.46875,16
4284,0.15234375,49.46875,16
4285,0.1519775390625,49.46875,16
4287,0.12310791015625,49.46875,16
4289,0.1231689453125,49.46875,16
4302,-1.4181640624999998,50.90625,11
4303,0.177734375,49.46875,16
4304,0.33251953125,51.46875,42
4305,0.17333984375,49.46875,16
4328,-1.4365234375,50.90625,11
4333,-1.4365234375,50.90625,11
4334,-1.1533203125,54.59375,24
4336,-1.458984375,50.90625,11
4339,0.168212890625,49.46875,16
4356,0.3525390625,51.46875,42
4370,-1.1674572172619069,54.5952380952381,24
4371,-1.1707442434210522,54.59375,24
4375,-1.1728515625,54.59375,24
4379,-1.1728515625,54.59375,24
4381,-1.1728515625,54.59375,24
4386,-1.1728515625,54.59375,24
4388,-1.1728515625,54.59375,24
4390,-1.1728515625,54.59375,24
4391,-1.1728515625,54.59375,24
4394,-1.1728515625,54.59375,24
4398,-1.1728515625,54.59375,24
4400,-1.1728515625,54.59375,24
4414,-1.1728515625,54.59375,24
4423,0.541015625,49.46875,124
4424,0.5439453125,49.46875,124
4427,0.50146484375,51.5,15
4429,0.498046875,51.5,15
4430,0.50439453125,51.5,15
4431,0.50439453125,51.5,15
4433,0.490966796875,51.5,15
4435,0.50146484375,51.5,15
4436,0.5009765625,51.5,15
4437,0.5009765625,51.5,15
4438,0.496337890625,51.5,15
4440,0.50341796875,51.5,15
4441,-1.392578125,50.875,12
4443,-1.3984375,50.90625,143
4444,0.2099609375,49.46875,16
4446,-1.3916015625,50.875,12
4448,0.155517578125,49.46875,16
4453,0.34130859375,51.46875,42
4454,-1.091796875,50.8125,18
4465,-2.083984375,57.15625,7
4466,0.497802734375,51.5,15
4467,0.4912109375,51.5,15
4469,0.49755859375,51.5,15
4471,0.496337890625,51.5,15
4486,-0.19873046875,53.625,19
4782,-1.4635416666666663,50.90625,11
4783,-1.45703125,50.90625,11
4784,-1.4599609375,50.90625,11
4786,0.162109375,49.46875,16
4788,-1.4599609375,50.90625,11
4789,0.1624755859375,49.46875,16
4845,-0.263427734375,53.75,74
4847,-2.083984375,57.15625,7
4860,-2.091796875,57.15625,7
4865,-2.078125,57.15625,7
4869,-2.078125,57.15625,7
4872,-2.087890625,57.15625,7
4913,-0.1995849609375,53.625,19
4937,-0.272705078125,53.75,74
4939,-0.265869140625,53.75,74
4941,0.123291015625,49.46875,16
4942,-0.265380859375,53.75,74
4946,-0.2646484375,53.75,74
4949,-0.2646484375,53.75,74
4952,-0.2646484375,53.75,74
4953,-0.265869140625,53.75,74
4957,-0.265625,53.75,74
4972,0.53662109375,49.46875,124
4977,-0.2587890625,53.75,74
4980,-0.196044921875,53.625,19
4990,-0.1934814453125,53.625,19
4991,-0.1949462890625,53.625,19
4992,-0.1937255859375,53.625,19
4993,-0.1956787109375,53.625,19
4995,-0.195556640625,53.625,19
4998,-0.1893310546875,53.625,19
4999,-0.1962890625,53.625,19
5000,-0.1947021484375,53.625,19
5001,-0.1966552734375,53.625,19
5002,-0.1953125,53.625,19
5005,-0.1951904296875,53.625,19
5006,-0.1934814453125,53.625,19
5007,-0.1934814453125,53.625,19
5008,-0.195068359375,53.625,19
5010,-1.15625,54.59375,24
5012,-0.1934814453125,53.625,19
5013,-0.193603515625,53.625,19
5014,-0.193603515625,53.625,19
5015,-0.1937255859375,53.625,19
5016,-0.19384765625,53.625,19
5018,-0.1934814453125,53.625,19
5019,-0.1917724609375,53.625,19
5020,-0.1953125,53.625,19
5021,-0.1951904296875,53.625,19
5022,-0.193359375,53.625,19
5023,-1.15625,54.59375,24
5026,-0.1951904296875,53.625,19
5027,-0.1934814453125,53.625,19
5029,-0.1962890625,53.625,19
5030,-0.1962890625,53.625,19
5031,-0.193603515625,53.625,19
5032,-0.1947021484375,53.625,19
5033,-0.1962890625,53.625,19
5034,-0.1937255859375,53.625,19
5035,-0.1937255859375,53.625,19
5036,-0.1962890625,53.625,19
5037,-0.193603515625,53.625,19
5039,-0.193603515625,53.625,19
5040,-0.1961669921875,53.625,19
5041,-0.1962890625,53.625,19
5043,-0.193603515625,53.625,19
5045,-0.1937255859375,53.625,19
5046,-0.1962890625,53.625,19
5049,-0.1942138671875,53.625,19
5050,-0.1934814453125,53.625,19
5051,-0.1962890625,53.625,19
5052,-0.195556640625,53.625,19
5053,-0.1934814453125,53.625,19
5054,-1.15625,54.59375,24
5056,-1.15625,54.59375,24
5058,-1.15625,54.59375,24
5060,-1.15625,54.59375,24
5062,-1.15625,54.59375,24
5064,-1.15625,54.59375,24
5066,-1.15625,54.59375,24
5068,-1.15625,54.59375,24
5069,-1.15625,54.59375,24
5071,-1.15625,54.59375,24
5073,-1.154296875,54.59375,24
5074,-1.154296875,54.59375,24
5075,-1.154296875,54.59375,24
5076,-1.154296875,54.59375,24
5077,-1.154296875,54.59375,24
5078,-1.154296875,54.59375,24
5079,-1.1552734375,54.59375,24
5080,-1.1552734375,54.59375,24
5081,-1.15625,54.59375,24
5082,-0.1954345703125,53.625,19
5083,-0.1954345703125,53.625,19
5084,-1.154296875,54.59375,24
5085,-1.154296875,54.59375,24
5086,-1.154296875,54.59375,24
5087,-1.154296875,54.59375,24
5088,-1.154296875,54.59375,24
5089,-1.154296875,54.59375,24
