,LONGITUDE,LATITUDE,imo,Duration,Cluster
68071,-1.498046875,55.125,9150236,9,20
68084,-3.0234375,53.46875,9466908,85,6
68091,-1.3955078125,50.875,9287833,695,130
68092,-1.3955078125,50.875,9287833,15,130
68190,-2.951171875,53.3125,9297101,23,109
68192,-2.951171875,53.3125,9297101,24,109
68195,-2.951171875,53.3125,9297101,23,109
68198,-5.88671875,54.625,9297101,48,51
68199,-6.203125,53.34375,9297101,14,36
68201,-2.951171875,53.3125,9297101,36,109
68203,-2.951171875,53.3125,9297101,47,109
68204,-6.203125,53.34375,9297101,21,36
68206,-2.951171875,53.3125,9297101,22,109
68208,-2.951171875,53.3125,9297101,48,109
68209,-6.203125,53.34375,9297101,24,36
68213,-6.20703125,53.34375,9297101,21,50
68214,-5.88671875,54.625,9297101,27,51
68217,-6.203125,53.34375,9297101,21,36
68220,-2.951171875,53.3125,9297101,33,109
68234,-2.951171875,53.3125,9297101,24,109
68239,-6.08984375,53.3125,9297101,18,35
68240,-6.20703125,53.34375,9297101,21,50
68242,-5.88671875,54.625,9297101,23,51
68256,-5.90234375,54.625,9711705,130,4
68258,-8.328125,51.84375,9711705,48,0
68295,1.013671875,49.40625,9691503,50,61
68327,-1.150390625,54.59375,9295531,8,125
68362,-5.4765625,56.40625,8608339,14,66
68371,-5.4765625,56.40625,8608339,36,66
68372,-5.4765625,56.40625,8608339,14,66
68374,-5.4765625,56.40625,8608339,43,66
68376,-5.4765625,56.40625,8608339,10,66
68389,-5.4765625,56.40625,8608339,12,66
68390,-5.4765625,56.40625,8608339,14,66
68394,-5.4765625,56.40625,8608339,14,66
68395,-5.4765625,56.40625,8608339,16,66
68396,-5.4765625,56.40625,8608339,13,66
68398,-5.4765625,56.40625,8608339,9,66
68399,-5.4765625,56.40625,8608339,7,66
68400,-5.4765625,56.40625,8608339,8,66
68401,-5.4765625,56.40625,8608339,10,66
68404,-5.4765625,56.40625,8608339,13,66
68407,-5.4765625,56.40625,8608339,9,66
68409,-5.4765625,56.40625,8608339,10,66
68410,-5.4765625,56.40625,8608339,13,66
68411,-5.4765625,56.40625,8608339,14,66
68412,-5.4765625,56.40625,8608339,7,66
68413,-5.4765625,56.40625,8608339,13,66
68416,-5.4765625,56.40625,8608339,11,66
68417,-5.4765625,56.40625,8608339,10,66
68418,-5.4765625,56.40625,8608339,10,66
68419,-5.4765625,56.40625,8608339,7,66
68423,-5.4765625,56.40625,8608339,10,66
68424,-5.4765625,56.40625,8608339,10,66
68425,-5.4765625,56.40625,8608339,10,66
68427,-5.4765625,56.40625,8608339,14,66
68428,-5.4765625,56.40625,8608339,9,66
68429,-5.4765625,56.40625,8608339,10,66
68430,-5.4765625,56.40625,8608339,10,66
68432,-5.4765625,56.40625,8608339,8,66
68433,-5.4765625,56.40625,8608339,7,66
68435,-5.4765625,56.40625,8608339,10,66
68437,-5.4765625,56.40625,8608339,13,66
68439,-5.4765625,56.40625,8608339,9,66
68440,-5.4765625,56.40625,8608339,9,66
68445,-5.4765625,56.40625,8608339,15,66
68446,-5.4765625,56.40625,8608339,11,66
68448,-5.4765625,56.40625,8608339,13,66
68451,-5.4765625,56.40625,8608339,10,66
68452,-5.4765625,56.40625,8608339,10,66
68454,-5.4765625,56.40625,8608339,8,66
68455,-5.4765625,56.40625,8608339,13,66
68456,-5.4765625,56.40625,8608339,9,66
68457,-5.4765625,56.40625,8608339,10,66
68458,-5.4765625,56.40625,8608339,10,66
68462,-5.4765625,56.40625,8608339,13,66
68463,-5.4765625,56.40625,8608339,9,66
68464,-5.4765625,56.40625,8608339,10,66
68465,-5.4765625,56.40625,8608339,10,66
68469,-5.4765625,56.40625,8608339,13,66
68476,-5.4765625,56.40625,8608339,12,66
68482,-5.4765625,56.40625,8608339,10,66
68483,-5.4765625,56.40625,8608339,7,66
68484,-5.4765625,56.40625,8608339,13,66
68492,-5.4765625,56.40625,8608339,10,66
68493,-5.4765625,56.40625,8608339,15,66
68498,-5.4765625,56.40625,8608339,13,66
68504,-5.4765625,56.40625,8608339,7,66
68511,-5.4765625,56.40625,8608339,10,66
68512,-5.4765625,56.40625,8608339,13,66
68513,-5.4765625,56.40625,8608339,9,66
68515,-5.4765625,56.40625,8608339,6,66
68521,-5.4765625,56.40625,8608339,10,66
68522,-5.4765625,56.40625,8608339,10,66
68523,-5.4765625,56.40625,8608339,13,66
68524,-5.4765625,56.40625,8608339,10,66
68525,-5.4765625,56.40625,8608339,10,66
68526,-5.4765625,56.40625,8608339,8,66
68527,-5.4765625,56.40625,8608339,13,66
68528,-5.4765625,56.40625,8608339,9,66
68529,-5.4765625,56.40625,8608339,10,66
68530,-5.4765625,56.40625,8608339,10,66
68531,-5.4765625,56.40625,8608339,10,66
68532,-5.4765625,56.40625,8608339,10,66
68533,-5.4765625,56.40625,8608339,7,66
68534,-5.4765625,56.40625,8608339,14,66
68535,-5.4765625,56.40625,8608339,10,66
68536,-5.4765625,56.40625,8608339,10,66
68537,-5.4765625,56.40625,8608339,12,66
68538,-5.4765625,56.40625,8608339,10,66
68539,-5.4765625,56.40625,8608339,10,66
68542,-5.4765625,56.40625,8608339,10,66
68543,-5.4765625,56.40625,8608339,10,66
68544,-5.4765625,56.40625,8608339,10,66
68545,-5.4765625,56.40625,8608339,10,66
68551,-5.4765625,56.40625,8608339,9,66
68552,-5.4765625,56.40625,8608339,10,66
68553,-5.4765625,56.40625,8608339,10,66
68554,-5.4765625,56.40625,8608339,10,66
68555,-5.4765625,56.40625,8608339,7,66
68556,-5.4765625,56.40625,8608339,13,66
68557,-5.4765625,56.40625,8608339,9,66
68558,-5.4765625,56.40625,8608339,10,66
68559,-5.4765625,56.40625,8608339,10,66
68560,-5.4765625,56.40625,8608339,10,66
68561,-5.4765625,56.40625,8608339,10,66
68562,-5.4765625,56.40625,8608339,7,66
68563,-5.4765625,56.40625,8608339,13,66
68564,-5.4765625,56.40625,8608339,10,66
68565,-5.4765625,56.40625,8608339,10,66
68566,-5.4765625,56.40625,8608339,10,66
68567,-5.4765625,56.40625,8608339,10,66
68568,-5.4765625,56.40625,8608339,10,66
68569,-5.4765625,56.40625,8608339,7,66
68570,-5.4765625,56.40625,8608339,12,66
68571,-5.4765625,56.40625,8608339,10,66
68572,-5.4765625,56.40625,8608339,10,66
68573,-5.4765625,56.40625,8608339,10,66
68574,-5.4765625,56.40625,8608339,10,66
68575,-5.4765625,56.40625,8608339,10,66
68579,-5.4765625,56.40625,8608339,11,66
68580,-5.4765625,56.40625,8608339,11,66
68581,-5.4765625,56.40625,8608339,10,66
68582,-5.4765625,56.40625,8608339,10,66
68583,-5.4765625,56.40625,8608339,10,66
68584,-5.4765625,56.40625,8608339,7,66
68585,-5.4765625,56.40625,8608339,13,66
68586,-5.4765625,56.40625,8608339,9,66
68587,-5.4765625,56.40625,8608339,10,66
68588,-5.4765625,56.40625,8608339,10,66
68591,-5.4765625,56.40625,8608339,10,66
68592,-5.4765625,56.40625,8608339,7,66
68593,-5.4765625,56.40625,8608339,14,66
68594,-5.4765625,56.40625,8608339,9,66
68595,-5.4765625,56.40625,8608339,10,66
68596,-5.4765625,56.40625,8608339,10,66
68597,-5.4765625,56.40625,8608339,11,66
68598,-5.4765625,56.40625,8608339,11,66
68599,-5.4765625,56.40625,8608339,7,66
68600,-5.4765625,56.40625,8608339,14,66
68601,-5.4765625,56.40625,8608339,10,66
68602,-5.4765625,56.40625,8608339,10,66
68603,-5.4765625,56.40625,8608339,11,66
68604,-5.4765625,56.40625,8608339,11,66
68605,-5.4765625,56.40625,8608339,15,66
68606,-5.4765625,56.40625,8608339,7,66
68607,-5.4765625,56.40625,8608339,13,66
68608,-5.4765625,56.40625,8608339,9,66
68609,-5.4765625,56.40625,8608339,10,66
68610,-5.4765625,56.40625,8608339,11,66
68612,-5.4765625,56.40625,8608339,10,66
68613,-5.4765625,56.40625,8608339,7,66
68614,-5.4765625,56.40625,8608339,13,66
68615,-5.4765625,56.40625,8608339,10,66
68616,-5.4765625,56.40625,8608339,10,66
68617,-5.4765625,56.40625,8608339,10,66
68618,-5.4765625,56.40625,8608339,10,66
68619,-5.4765625,56.40625,8608339,10,66
68620,-5.4765625,56.40625,8608339,7,66
68621,-5.4765625,56.40625,8608339,10,66
68622,-5.4765625,56.40625,8608339,10,66
68623,-5.4765625,56.40625,8608339,10,66
68624,-5.4765625,56.40625,8608339,10,66
68625,-5.4765625,56.40625,8608339,10,66
68626,-5.4765625,56.40625,8608339,10,66
68627,-5.4765625,56.40625,8608339,7,66
68667,-1.986328125,50.71875,9444560,8,33
68697,-4.94921875,51.6875,9001837,25,129
68702,-4.1171875,50.375,9398486,23,92
68703,-4.1171875,50.375,9398486,16,92
68704,-4.1171875,50.375,9398486,23,92
68708,-2.951171875,53.3125,9398486,47,109
68709,-5.05078125,51.6875,9398486,25,117
68740,1.3134765625,51.9375,9461415,94,62
68777,-8.328125,51.84375,8908791,18,0
68778,-5.9140625,54.625,8908791,64,54
68779,1.158203125,52.03125,8908791,15,32
68782,1.01171875,49.375,8908791,32,21
68788,-1.326171875,50.84375,9795050,47,16
68793,-2.716796875,51.5,9227900,24,13
68794,-2.71484375,51.5,9227900,12,12
68795,-2.720703125,51.5,9227900,21,9
68796,-2.716796875,51.5,9227900,22,13
68800,-2.71484375,51.5,9227900,25,12
68801,-2.716796875,51.5,9227900,41,13
68802,-8.328125,51.84375,9227900,16,0
68808,-6.08984375,53.3125,9721437,75,35
68815,-2.083984375,57.15625,8300327,20,19
68822,-2.083984375,57.15625,9518244,34,19
68828,1.3134765625,51.9375,9321550,24,62
68837,-1.3984375,50.90625,9710737,18,47
68853,-2.08203125,57.15625,9489651,23,2
68859,-2.080078125,57.15625,9489651,62,55
68885,-1.4013671875,50.90625,1005679,9,133
68886,-1.4013671875,50.90625,1005679,9,133
68887,-1.4013671875,50.90625,1005679,10,133
68888,-1.4013671875,50.90625,1005679,11,133
68889,-1.4013671875,50.90625,1005679,11,133
68893,-1.4013671875,50.90625,1005679,16,133
68906,-1.1083984375,50.78125,1005679,6,149
68918,-1.1083984375,50.78125,1005679,6,149
68919,-1.1083984375,50.78125,1005679,7,149
68920,-1.1083984375,50.78125,1005679,9,149
68921,-1.1083984375,50.78125,1005679,14,149
68927,-1.1083984375,50.78125,1005679,8,149
68932,-1.1083984375,50.78125,1005679,11,149
68937,-1.986328125,50.71875,1005679,7,33
68938,-1.986328125,50.71875,1005679,9,33
68939,-1.986328125,50.71875,1005679,10,33
68940,-1.986328125,50.71875,1005679,7,33
68941,-1.986328125,50.71875,1005679,8,33
68942,-1.986328125,50.71875,1005679,7,33
68943,-1.986328125,50.71875,1005679,10,33
68948,-3.005859375,53.4375,1005679,50,76
68967,-1.1083984375,50.78125,1005679,11,149
68968,-1.1083984375,50.78125,1005679,9,149
68969,-1.1083984375,50.78125,1005679,7,149
68970,-1.1083984375,50.78125,1005679,6,149
68971,-1.1083984375,50.78125,1005679,9,149
68973,-1.1083984375,50.78125,1005679,9,149
68976,-1.1083984375,50.78125,1005679,8,149
68977,-1.1083984375,50.78125,1005679,8,149
68978,-1.1083984375,50.78125,1005679,11,149
68979,-1.1083984375,50.78125,1005679,7,149
69070,-5.4765625,56.40625,8710869,14,66
69081,-5.4765625,56.40625,8710869,15,66
69104,-5.4765625,56.40625,8710869,9,66
69283,-3.001953125,53.4375,8710869,165,114
69304,-1.154296875,54.59375,9641792,445,98
69305,-4.1171875,50.375,9261114,27,92
69313,-5.046875,51.6875,9261114,33,116
69324,-1.166015625,54.59375,9261114,30,73
69357,-2.86328125,53.28125,9261114,143,82
69362,-5.05078125,51.6875,9829485,33,117
69371,-3.01953125,53.46875,9767546,214,7
69383,-5.9140625,54.625,9390123,39,54
69391,-2.080078125,57.15625,9390123,48,55
69434,-7.03125,52.28125,9268875,64,52
69471,-6.19921875,53.34375,9308546,12,11
69472,-6.19921875,53.34375,9308546,41,11
69484,-5.0234375,51.6875,9308546,56,91
69516,1.8662109375,50.96875,9188245,68,106
69517,0.74658203125,51.4375,9188245,8,134
69518,1.8662109375,50.96875,9188245,8,106
69519,0.74658203125,51.4375,9188245,6,134
69520,0.74658203125,51.4375,9188245,7,134
69521,0.74658203125,51.4375,9188245,6,134
69522,1.8662109375,50.96875,9188245,11,106
69523,1.8662109375,50.96875,9188245,25,106
69524,0.74658203125,51.4375,9188245,6,134
69525,0.74658203125,51.4375,9188245,6,134
69526,0.74658203125,51.4375,9188245,6,134
69528,1.8662109375,50.96875,9188245,19,106
69530,-6.21484375,53.34375,9188245,9,31
69532,-6.2109375,53.34375,9188245,11,103
69534,-6.2109375,53.34375,9188245,21,103
69535,-6.2109375,53.34375,9188245,17,103
69536,-3.015625,53.46875,9188245,7,78
69537,-6.2109375,53.34375,9188245,33,103
69538,-3.015625,53.46875,9188245,6,78
69539,-6.2109375,53.34375,9188245,11,103
69540,-6.2109375,53.34375,9188245,13,103
69541,-3.015625,53.46875,9188245,6,78
69542,-6.2109375,53.34375,9188245,11,103
69543,-3.01953125,53.46875,9188245,6,7
69544,-6.2109375,53.34375,9188245,7,103
69545,-3.015625,53.46875,9188245,8,78
69546,-6.2109375,53.34375,9188245,12,103
69549,-6.2109375,53.34375,9188245,12,103
69550,-3.015625,53.46875,9188245,6,78
69551,-6.2109375,53.34375,9188245,12,103
69552,-6.21484375,53.34375,9188245,11,31
69554,-3.01953125,53.46875,9188245,6,7
69555,-6.2109375,53.34375,9188245,12,103
69556,-3.015625,53.46875,9188245,6,78
69557,-6.2109375,53.34375,9188245,14,103
69559,-6.2109375,53.34375,9188245,12,103
69561,-3.015625,53.46875,9188245,7,78
69562,-6.2109375,53.34375,9188245,11,103
69564,-3.015625,53.46875,9188245,6,78
69565,-6.2109375,53.34375,9188245,12,103
69568,-3.01953125,53.46875,9188245,8,7
69569,-6.2109375,53.34375,9188245,16,103
69572,-6.2109375,53.34375,9188245,20,103
69574,-3.015625,53.46875,9188245,23,78
69576,-6.2109375,53.34375,9188245,24,103
69578,-6.2109375,53.34375,9188245,22,103
69659,-2.705078125,51.5,9371347,10,63
69671,-1.0947265625,50.8125,9371347,8,5
69714,1.013671875,49.40625,9346706,18,61
69715,1.158203125,52.03125,9346706,238,32
69722,-7.03125,52.28125,9346706,36,52
69730,-5.90234375,54.625,9346706,93,4
69732,-8.2578125,51.84375,9263590,17,71
69734,-4.1171875,50.375,9263590,23,92
69737,-4.98828125,51.6875,9263590,20,118
69738,-9.046875,53.28125,9263590,13,48
69739,-8.2578125,51.84375,9263590,21,71
69740,-6.08984375,53.3125,9263590,18,35
69741,-6.20703125,53.34375,9263590,14,50
69743,-5.046875,51.6875,9263590,21,116
69747,-6.20703125,53.34375,9263590,20,50
69748,-5.0234375,51.6875,9263590,24,91
69750,-6.20703125,53.34375,9263590,17,50
69751,-8.2578125,51.84375,9263590,24,71
69753,-4.1171875,50.375,9263590,24,92
69754,-5.0234375,51.6875,9263590,21,91
69756,-8.2578125,51.84375,9263590,16,71
69757,-6.20703125,53.34375,9263590,21,50
69758,-8.2578125,51.84375,9263590,89,71
69759,-6.20703125,53.34375,9263590,19,50
69761,-4.98828125,51.6875,9263590,25,118
69762,-9.046875,53.28125,9263590,44,48
69763,-8.2578125,51.84375,9263590,22,71
69765,-8.2578125,51.84375,9263590,25,71
69767,-6.20703125,53.34375,9263590,20,50
69769,-8.2578125,51.84375,9263590,48,71
69772,-4.1171875,50.375,9263590,21,92
69773,-8.2578125,51.84375,9263590,17,71
69775,-8.2578125,51.84375,9263590,25,71
69776,-6.078125,53.3125,9263590,7,83
69777,-6.20703125,53.34375,9263590,18,50
69778,-5.05078125,51.6875,9263590,24,117
69780,-9.046875,53.28125,9263590,12,48
69782,-5.05078125,51.6875,9263590,34,117
69783,-9.046875,53.28125,9263590,22,48
69785,-5.0234375,51.6875,9263590,30,91
69786,-9.046875,53.28125,9263590,13,48
69787,-8.2578125,51.84375,9263590,23,71
69789,-6.20703125,53.34375,9263590,15,50
69791,-5.05078125,51.6875,9263590,20,117
69792,-9.046875,53.28125,9263590,33,48
69794,-5.05078125,51.6875,9263590,21,117
69796,-8.2578125,51.84375,9263590,135,71
69800,-9.046875,53.28125,9263590,12,48
69802,-8.2578125,51.84375,9263590,18,71
69807,-9.046875,53.28125,9263590,14,48
69808,-8.2578125,51.84375,9263590,24,71
69809,-6.20703125,53.34375,9263590,36,50
69810,-8.2578125,51.84375,9263590,28,71
69814,-5.046875,51.6875,9263590,39,116
69816,-8.2578125,51.84375,9263590,23,71
69818,-2.86328125,53.28125,9263590,19,82
69819,-6.20703125,53.34375,9263590,17,50
69824,-8.2578125,51.84375,9263590,16,71
69825,-6.20703125,53.34375,9263590,14,50
69826,-8.2578125,51.84375,9263590,25,71
69828,-8.2578125,51.84375,9263590,17,71
69830,-6.20703125,53.34375,9263590,20,50
69831,-8.2578125,51.84375,9263590,17,71
69833,-4.1171875,50.375,9263590,25,92
69834,-8.2578125,51.84375,9263590,48,71
69835,-6.20703125,53.34375,9263590,16,50
69836,-2.86328125,53.28125,9263590,30,82
69837,-6.078125,53.3125,9263590,8,83
69838,-6.20703125,53.34375,9263590,18,50
69839,-8.2578125,51.84375,9263590,63,71
69840,-6.20703125,53.34375,9263590,16,50
69842,-5.88671875,54.625,9263590,18,51
69844,-4.98828125,51.6875,9263590,28,118
69845,-9.046875,53.28125,9263590,24,48
69847,-8.2578125,51.84375,9263590,18,71
69848,-6.20703125,53.34375,9263590,28,50
69850,-8.2578125,51.84375,9263590,25,71
69854,-8.2578125,51.84375,9263590,19,71
69855,-6.20703125,53.34375,9263590,20,50
69857,-8.2578125,51.84375,9263590,23,71
69859,-8.2578125,51.84375,9263590,15,71
69860,-6.078125,53.3125,9263590,9,83
69861,-6.20703125,53.34375,9263590,22,50
69863,-8.2578125,51.84375,9263590,24,71
69864,-6.08984375,53.3125,9263590,8,35
69865,-6.20703125,53.34375,9263590,14,50
69867,-5.0234375,51.6875,9263590,19,91
69869,-9.046875,53.28125,9263590,12,48
69870,-8.2578125,51.84375,9263590,21,71
69871,-6.20703125,53.34375,9263590,13,50
69872,-8.2578125,51.84375,9263590,16,71
69874,-6.20703125,53.34375,9263590,15,50
69875,-5.05078125,51.6875,9263590,22,117
69876,-9.046875,53.28125,9263590,12,48
69878,-8.2578125,51.84375,9263590,16,71
69880,-6.20703125,53.34375,9263590,18,50
69883,-5.046875,51.6875,9263590,19,116
69884,-9.046875,53.28125,9263590,26,48
69885,-5.0234375,51.6875,9263590,17,91
69886,-9.046875,53.28125,9263590,14,48
69887,-8.2578125,51.84375,9263590,70,71
69888,-6.08984375,53.3125,9263590,12,35
69889,-6.20703125,53.34375,9263590,17,50
69891,-8.2578125,51.84375,9263590,17,71
69894,-8.2578125,51.84375,9263590,21,71
69895,-6.20703125,53.34375,9263590,27,50
69896,-5.0234375,51.6875,9263590,21,91
69897,-6.20703125,53.34375,9263590,19,50
69898,-5.046875,51.6875,9263590,35,116
69899,-6.20703125,53.34375,9263590,19,50
69901,-5.0234375,51.6875,9263590,24,91
69902,-5.88671875,54.625,9263590,15,51
69903,-8.2578125,51.84375,9263590,19,71
69905,-8.2578125,51.84375,9263590,22,71
69906,-6.20703125,53.34375,9263590,20,50
69907,-8.2578125,51.84375,9263590,19,71
69909,-6.20703125,53.34375,9263590,17,50
69910,-5.046875,51.6875,9263590,20,116
69911,-5.88671875,54.625,9263590,16,51
69914,-5.046875,51.6875,9263590,17,116
69915,-2.705078125,51.5,9263590,22,63
69917,-5.05078125,51.6875,9263590,22,117
69919,-2.705078125,51.5,9263590,16,63
69922,-5.0234375,51.6875,9263590,27,91
69923,-6.20703125,53.34375,9263590,16,50
69924,-5.0234375,51.6875,9263590,20,91
69925,-6.20703125,53.34375,9263590,18,50
69930,-5.046875,51.6875,9263590,24,116
69931,-5.88671875,54.625,9263590,27,51
69950,-8.328125,51.84375,9486403,31,0
69968,-2.716796875,51.5,9165451,33,13
70034,-1.0908203125,50.8125,9544891,9,112
70044,-1.1533203125,54.59375,9690547,27,8
70046,-5.90234375,54.625,9381407,25,4
70054,-9.0546875,52.65625,9213741,39,29
70055,-9.0546875,52.65625,9213741,29,29
70059,-1.1064453125,50.8125,9208289,8,162
70060,-1.1064453125,50.8125,9208289,8,162
70061,-1.1064453125,50.8125,9208289,10,162
70062,-1.1064453125,50.8125,9208289,9,162
70063,-1.1064453125,50.8125,9208289,6,162
70064,-1.1064453125,50.8125,9208289,8,162
70065,-1.1064453125,50.8125,9208289,9,162
70066,-1.1064453125,50.8125,9208289,7,162
70067,-1.1064453125,50.8125,9208289,9,162
70068,-1.1064453125,50.8125,9208289,13,162
70070,-1.1064453125,50.8125,9208289,24,162
70071,-1.1064453125,50.8125,9208289,19,162
70074,-1.1064453125,50.8125,9208289,7,162
70076,-1.1064453125,50.8125,9208289,6,162
70077,-1.1064453125,50.8125,9208289,7,162
70078,-1.1064453125,50.8125,9208289,31,162
70079,-1.1064453125,50.8125,9208289,10,162
70080,-1.1064453125,50.8125,9208289,121,162
70081,-1.1064453125,50.8125,9208289,7,162
70082,-1.1064453125,50.8125,9208289,21,162
70083,-1.1064453125,50.8125,9208289,14,162
70084,-1.1064453125,50.8125,9208289,24,162
70085,-1.1064453125,50.8125,9208289,73,162
70086,-1.1064453125,50.8125,9208289,13,162
70087,-1.1064453125,50.8125,9208289,22,162
70088,-1.1064453125,50.8125,9208289,22,162
70089,-1.1064453125,50.8125,9208289,6,162
70090,-1.1064453125,50.8125,9208289,44,162
70092,-1.1064453125,50.8125,9208289,11,162
70093,-1.1064453125,50.8125,9208289,11,162
70094,-1.1064453125,50.8125,9208289,14,162
70096,-1.1064453125,50.8125,9208289,7,162
70097,-1.1064453125,50.8125,9208289,6,162
70099,-1.1064453125,50.8125,9208289,7,162
70100,-1.1064453125,50.8125,9208289,7,162
70101,-1.1064453125,50.8125,9208289,7,162
70102,-1.1064453125,50.8125,9208289,7,162
70103,-1.1064453125,50.8125,9208289,9,162
70104,-1.1064453125,50.8125,9208289,22,162
70105,-1.1064453125,50.8125,9208289,11,162
70106,-1.1064453125,50.8125,9208289,8,162
70107,-1.1064453125,50.8125,9208289,6,162
70108,-1.1064453125,50.8125,9208289,9,162
70109,-1.1064453125,50.8125,9208289,6,162
70110,-1.1064453125,50.8125,9208289,8,162
70111,-1.1064453125,50.8125,9208289,12,162
70113,-1.1064453125,50.8125,9208289,9,162
70114,-1.1064453125,50.8125,9208289,7,162
70117,-1.1064453125,50.8125,9208289,71,162
70118,-1.1064453125,50.8125,9208289,39,162
70119,-1.1064453125,50.8125,9208289,16,162
70120,-1.1064453125,50.8125,9208289,18,162
70121,-1.1064453125,50.8125,9208289,19,162
70122,-1.1064453125,50.8125,9208289,45,162
70123,-1.1064453125,50.8125,9208289,47,162
70124,-1.1064453125,50.8125,9208289,119,162
70125,-1.1064453125,50.8125,9208289,21,162
70126,-1.1064453125,50.8125,9208289,19,162
70127,-1.1064453125,50.8125,9208289,19,162
70128,-1.1064453125,50.8125,9208289,6,162
70129,-1.1064453125,50.8125,9208289,16,162
70131,-1.1064453125,50.8125,9208289,19,162
70132,-1.1064453125,50.8125,9208289,12,162
70133,-1.1064453125,50.8125,9208289,9,162
70134,-1.1064453125,50.8125,9208289,24,162
70136,-1.1064453125,50.8125,9208289,111,162
70138,-1.1064453125,50.8125,9208289,40,162
70139,-1.1064453125,50.8125,9208289,32,162
70140,-1.1064453125,50.8125,9208289,40,162
70141,-1.1064453125,50.8125,9208289,7,162
70142,-1.1064453125,50.8125,9208289,36,162
70143,-1.1064453125,50.8125,9208289,96,162
70144,-1.1064453125,50.8125,9208289,22,162
70145,-1.1064453125,50.8125,9208289,16,162
70146,-1.1064453125,50.8125,9208289,136,162
70147,-1.1064453125,50.8125,9208289,16,162
70148,-1.1064453125,50.8125,9208289,18,162
70149,-1.1064453125,50.8125,9208289,20,162
70151,-1.1064453125,50.8125,9208289,19,162
70152,-1.1064453125,50.8125,9208289,22,162
70153,-1.1064453125,50.8125,9208289,19,162
70155,-1.1064453125,50.8125,9208289,97,162
70156,-1.1064453125,50.8125,9208289,21,162
70157,-1.1064453125,50.8125,9208289,16,162
70158,-1.1064453125,50.8125,9208289,18,162
70159,-1.1064453125,50.8125,9208289,26,162
70160,-1.1064453125,50.8125,9208289,34,162
70162,-1.1064453125,50.8125,9208289,15,162
70164,-1.1064453125,50.8125,9208289,8,162
70165,-1.1064453125,50.8125,9208289,7,162
70166,-1.1064453125,50.8125,9208289,6,162
70167,-1.1064453125,50.8125,9208289,51,162
70168,-1.1064453125,50.8125,9208289,11,162
70170,-1.1064453125,50.8125,9208289,18,162
70171,-1.1064453125,50.8125,9208289,47,162
70172,-1.1064453125,50.8125,9208289,71,162
70173,-1.095703125,50.8125,9208289,21,100
70174,-1.1064453125,50.8125,9208289,17,162
70175,-1.1064453125,50.8125,9208289,22,162
70176,-1.1064453125,50.8125,9208289,17,162
70178,-1.1064453125,50.8125,9208289,6,162
70179,-1.1064453125,50.8125,9208289,66,162
70180,-1.1064453125,50.8125,9208289,45,162
70181,-1.1064453125,50.8125,9208289,23,162
70182,-1.1064453125,50.8125,9208289,23,162
70183,-1.1064453125,50.8125,9208289,19,162
70184,-1.1064453125,50.8125,9208289,19,162
70185,-1.1064453125,50.8125,9208289,68,162
70186,-1.1064453125,50.8125,9208289,24,162
70189,-1.1064453125,50.8125,9208289,16,162
70190,-1.1064453125,50.8125,9208289,97,162
70191,-1.1064453125,50.8125,9208289,42,162
70192,-1.1064453125,50.8125,9208289,14,162
70193,-1.1064453125,50.8125,9208289,66,162
70197,-1.095703125,50.8125,9208289,16,100
70198,-1.095703125,50.8125,9208289,126,100
70199,-1.095703125,50.8125,9208289,25,100
70200,-1.095703125,50.8125,9208289,12,100
70201,-1.095703125,50.8125,9208289,96,100
70202,-1.095703125,50.8125,9208289,218,100
70203,-1.095703125,50.8125,9208289,18,100
70204,-1.1064453125,50.8125,9208289,28,162
70205,-1.095703125,50.8125,9208289,19,100
70206,-1.095703125,50.8125,9208289,263,100
70207,-1.095703125,50.8125,9208289,21,100
70208,-1.1064453125,50.8125,9208289,25,162
70209,-1.1064453125,50.8125,9208289,16,162
70210,-1.1064453125,50.8125,9208289,100,162
70211,-1.1064453125,50.8125,9208289,21,162
70212,-1.1064453125,50.8125,9208289,152,162
70213,-1.1064453125,50.8125,9208289,134,162
70214,-1.1064453125,50.8125,9208289,64,162
70215,-1.1064453125,50.8125,9208289,115,162
70216,-1.1064453125,50.8125,9208289,162,162
70217,-1.1064453125,50.8125,9208289,23,162
70218,-1.1064453125,50.8125,9208289,19,162
70219,-1.1064453125,50.8125,9208289,21,162
70220,-1.1064453125,50.8125,9208289,69,162
70221,-1.1064453125,50.8125,9208289,23,162
70222,-1.1064453125,50.8125,9208289,11,162
70223,-1.1064453125,50.8125,9208289,9,162
70224,-1.1064453125,50.8125,9208289,17,162
70226,-1.1064453125,50.8125,9208289,257,162
70227,-1.1064453125,50.8125,9208289,18,162
70228,-1.095703125,50.8125,9208289,6,100
70230,-1.1064453125,50.8125,9208289,20,162
70231,-1.1064453125,50.8125,9208289,21,162
70232,-1.1064453125,50.8125,9208289,243,162
70233,-1.1064453125,50.8125,9208289,60,162
70234,-1.1064453125,50.8125,9208289,21,162
70235,-1.1064453125,50.8125,9208289,22,162
70236,-1.1064453125,50.8125,9208289,20,162
70237,-1.1064453125,50.8125,9208289,77,162
70239,-1.1064453125,50.8125,9208289,15,162
70240,-1.1064453125,50.8125,9208289,14,162
70241,-1.1064453125,50.8125,9208289,7,162
70242,-1.095703125,50.8125,9208289,70,100
70243,-1.1064453125,50.8125,9208289,116,162
70244,-1.1064453125,50.8125,9208289,33,162
70245,-1.1064453125,50.8125,9208289,17,162
