,LONGITUDE,LATITUDE,imo,Duration,Cluster
11397,-1.396484375,50.875,9188037,11,49
11401,-5.90625,54.625,9188037,10,59
11407,-1.396484375,50.875,9188037,12,49
11412,-5.8828125,54.625,9188037,11,53
11419,-5.8828125,54.625,9188037,14,53
11483,-5.53125,56.5625,9904766,12,79
11488,1.158203125,52.03125,9904766,20,32
11489,-2.705078125,51.5,9904766,26,63
11494,-4.125,50.375,9904766,50,104
11495,-5.53125,56.5625,9904766,21,79
11626,-2.9609375,59.0,9834648,7,44
11627,-2.087890625,57.15625,9834648,13,95
11628,-2.9609375,59.0,9834648,7,44
11630,-1.392578125,50.875,9702443,34,74
11632,-1.3984375,50.90625,9702443,42,47
11633,-1.396484375,50.875,9702443,38,49
11634,1.0126953125,49.40625,9616747,113,72
11699,-5.9140625,54.625,9030216,13,54
11718,-2.86328125,53.28125,9358931,32,82
11720,-6.20703125,53.34375,9358931,22,50
11723,-2.86328125,53.28125,9358931,134,82
11730,-4.1171875,50.375,9358931,34,92
11732,-8.2578125,51.84375,9358931,42,71
11735,-2.86328125,53.28125,9358931,32,82
11737,-6.20703125,53.34375,9358931,30,50
11758,-2.9609375,59.0,9814052,8,44
11772,-5.8828125,54.625,9814052,12,53
11776,-5.8828125,54.625,9814052,14,53
11783,-3.009765625,53.4375,9922093,75,123
11786,-5.05078125,51.6875,9922093,62,117
11787,-5.05078125,51.6875,9272929,70,117
11789,-5.90625,54.625,9632997,68,59
11796,-1.3984375,50.90625,9446013,17,47
11798,-1.392578125,50.875,9446013,37,74
11799,-2.716796875,51.5,9446013,12,13
11803,-1.392578125,50.875,9446013,14,74
11805,-1.166015625,54.59375,9478286,47,73
11807,-1.330078125,50.84375,9478286,40,24
11810,-5.0234375,51.6875,9478286,29,91
11827,-5.90234375,54.625,9517240,14,4
11831,-5.91015625,54.625,9517240,58,10
11836,-5.8984375,54.625,9517240,9,28
11841,-5.90234375,54.625,9517240,14,4
11848,-5.90234375,54.625,9517240,15,4
11867,-2.716796875,51.5,9273894,21,13
11868,-1.3984375,50.875,9273894,19,46
11869,-2.71484375,51.5,9273894,12,12
11871,-1.3984375,50.90625,9273894,9,47
11882,-9.0546875,52.65625,9481609,22,29
11884,-9.0546875,52.65625,9714733,62,29
11959,-1.3984375,50.90625,9310109,16,47
11985,-2.951171875,53.3125,9341419,36,109
12009,-1.0908203125,50.8125,9886330,80,112
12035,-2.71484375,51.5,9379131,125,12
12054,-1.326171875,50.84375,9900007,50,16
12133,1.158203125,52.03125,9198642,57,32
12134,-7.03125,52.28125,9198642,42,52
12140,1.158203125,52.03125,9198642,53,32
12143,-5.8984375,54.625,9198642,49,28
12152,-2.716796875,51.5,9247936,16,13
12155,-2.716796875,51.5,9247936,14,13
12157,-2.716796875,51.5,9247936,19,13
12158,-2.716796875,51.5,9247936,17,13
12160,-2.720703125,51.5,9247936,14,9
12161,-2.71484375,51.5,9247936,62,12
12162,-3.0234375,53.46875,9670602,100,6
12163,-3.01953125,53.46875,9670602,64,7
12166,-3.0234375,53.46875,9670602,38,6
12167,-3.01953125,53.46875,9670602,38,7
12168,-3.0234375,53.46875,9670602,38,6
12170,-3.0234375,53.46875,9670602,51,6
12173,-5.90234375,54.625,9503536,21,4
12178,1.0234375,49.4375,9503536,99,22
12182,-2.080078125,57.15625,9503536,25,55
12185,-5.90234375,54.625,9503536,17,4
12196,-5.90234375,54.625,9503536,25,4
12210,-3.005859375,53.4375,9463750,87,76
12211,-2.716796875,51.5,9252216,15,13
12214,-9.0546875,52.65625,9568249,17,29
12216,-8.328125,51.84375,9568249,23,0
12217,-7.26171875,55.03125,9568249,14,87
12219,-9.0546875,52.65625,9568249,25,29
12248,0.5458984375,49.46875,9876828,35,37
12268,-5.90625,54.625,9450777,20,59
12272,-7.26171875,55.03125,9546796,103,87
12280,-2.716796875,51.5,9734745,148,13
12282,-8.328125,51.84375,9846134,93,0
12283,-5.90234375,54.625,9846134,111,4
12284,1.013671875,49.40625,9605102,90,61
12303,-2.076171875,57.15625,9291614,319,42
12491,1.158203125,52.03125,9491903,105,32
12497,-1.1533203125,54.59375,9429194,8,8
12507,-5.8984375,54.625,9156175,46,28
12511,-5.796875,54.84375,9156175,57,124
12522,1.013671875,49.40625,9156175,12,61
12524,1.013671875,49.40625,9156175,10,61
12556,-1.166015625,54.59375,9377949,22,73
12567,-1.158203125,54.625,9377949,19,43
12570,-1.158203125,54.625,9377949,27,43
12575,-1.326171875,50.84375,9377949,27,16
12598,-1.158203125,54.625,9377949,27,43
12604,-0.168212890625,53.625,9377949,24,25
12619,-1.158203125,54.625,9377949,29,43
12650,-6.19921875,53.34375,9344253,23,11
12651,-6.19921875,53.34375,9344253,37,11
12653,-6.19921875,53.34375,9344253,76,11
12654,-6.19921875,53.34375,9344253,28,11
12655,-6.19921875,53.34375,9344253,33,11
12656,-6.19921875,53.34375,9344253,32,11
12657,-6.19921875,53.34375,9344253,29,11
12658,-6.19921875,53.34375,9344253,26,11
12659,-6.19921875,53.34375,9344253,38,11
12660,-6.19921875,53.34375,9344253,21,11
12662,-8.4140625,51.90625,9344253,19,90
12663,-6.19921875,53.34375,9344253,34,11
12664,-6.19921875,53.34375,9344253,25,11
12665,-6.19921875,53.34375,9344253,45,11
12666,-5.8828125,54.625,9344253,26,53
12667,-6.19921875,53.34375,9344253,15,11
12668,-5.8828125,54.625,9344253,8,53
12669,-6.19921875,53.34375,9344253,28,11
12670,-5.8828125,54.625,9344253,7,53
12671,-6.19921875,53.34375,9344253,21,11
12672,-5.8828125,54.625,9344253,8,53
12673,-6.19921875,53.34375,9344253,46,11
12674,-5.8828125,54.625,9344253,21,53
12675,-6.19921875,53.34375,9344253,17,11
12676,-6.19921875,53.34375,9344253,23,11
12677,-6.19921875,53.34375,9344253,21,11
12678,-6.19921875,53.34375,9344253,40,11
12679,-6.19921875,53.34375,9344253,21,11
12680,-5.88671875,54.625,9344253,6,51
12681,-6.19921875,53.34375,9344253,24,11
12682,-5.8828125,54.625,9344253,7,53
12683,-6.19921875,53.34375,9344253,19,11
12684,-6.19921875,53.34375,9344253,24,11
12685,-6.19921875,53.34375,9344253,25,11
12686,-5.8828125,54.625,9344253,22,53
12687,-5.8828125,54.625,9344253,8,53
12688,-6.19921875,53.34375,9344253,24,11
12689,-6.19921875,53.34375,9344253,16,11
12690,-5.8828125,54.625,9344253,15,53
12691,-5.8828125,54.625,9344253,8,53
12692,-6.19921875,53.34375,9344253,49,11
12693,-6.19921875,53.34375,9344253,75,11
12694,-6.19921875,53.34375,9344253,93,11
12695,-6.19921875,53.34375,9344253,24,11
12696,-5.8828125,54.625,9344253,9,53
12697,-6.19921875,53.34375,9344253,52,11
12698,-6.19921875,53.34375,9344253,12,11
12699,-5.8828125,54.625,9344253,17,53
12700,-6.19921875,53.34375,9344253,56,11
12701,-6.19921875,53.34375,9344253,58,11
12702,-8.328125,51.84375,9344253,22,0
12703,-1.3984375,50.90625,9827243,34,47
12704,-2.716796875,51.5,9827243,27,13
12706,-1.396484375,50.875,9827243,19,49
12708,-2.716796875,51.5,9827243,15,13
12725,-7.03515625,52.25,9760407,64,23
12727,1.0234375,49.4375,9760407,104,22
12733,1.0234375,49.4375,9760407,106,22
12741,-2.71484375,51.5,9757096,43,12
12742,-8.328125,51.84375,9757096,27,0
12746,-7.03125,52.28125,9757096,58,52
12754,-5.9140625,54.625,9757096,66,54
12763,1.158203125,52.03125,9757096,56,32
12764,-2.0859375,57.15625,9757096,45,40
12769,-2.080078125,57.15625,9757096,40,55
12773,1.158203125,52.03125,9757096,70,32
12775,-7.03125,52.28125,9757096,34,52
12783,-7.03125,52.28125,9757096,25,52
12784,-2.71484375,51.5,9757096,28,12
12786,-8.328125,51.84375,9757096,20,0
12788,1.1591796875,52.03125,9757096,35,60
12798,-3.005859375,53.4375,9693496,47,76
12836,-2.720703125,51.5,9607277,197,9
12871,-6.19921875,53.34375,9387310,53,11
12875,-0.195556640625,53.625,9395343,14,96
12876,-0.195556640625,53.625,9395343,38,96
12877,-0.195556640625,53.625,9395343,15,96
12878,-0.195556640625,53.625,9395343,9,96
12879,-0.195556640625,53.625,9395343,47,96
12880,-0.195556640625,53.625,9395343,14,96
12881,-0.1954345703125,53.625,9395343,15,99
12884,-0.195556640625,53.625,9395343,15,96
12885,-0.1954345703125,53.625,9395343,15,99
12886,-0.195556640625,53.625,9395343,15,96
12891,-0.195556640625,53.625,9395343,15,96
12893,-0.195556640625,53.625,9395343,14,96
12894,-0.195556640625,53.625,9395343,15,96
12896,-0.195556640625,53.625,9395343,18,96
12897,-0.1954345703125,53.625,9395343,14,99
12898,-0.1954345703125,53.625,9395343,16,99
12899,-0.195556640625,53.625,9395343,12,96
12901,-0.1954345703125,53.625,9395343,14,99
12902,-0.1954345703125,53.625,9395343,14,99
12903,-0.195556640625,53.625,9395343,38,96
12904,-0.195556640625,53.625,9395343,14,96
12905,-0.195556640625,53.625,9395343,37,96
12906,-0.1954345703125,53.625,9395343,15,99
12907,-0.195556640625,53.625,9395343,15,96
12908,-0.195556640625,53.625,9395343,59,96
12909,-0.195556640625,53.625,9395343,15,96
12910,-0.195556640625,53.625,9395343,15,96
12911,-0.1954345703125,53.625,9395343,15,99
12914,-0.195556640625,53.625,9395343,14,96
12915,-0.195556640625,53.625,9395343,15,96
12916,-0.195556640625,53.625,9395343,15,96
12917,-0.1954345703125,53.625,9395343,15,99
12918,-0.195556640625,53.625,9395343,15,96
12920,-0.1954345703125,53.625,9395343,14,99
12921,-0.1954345703125,53.625,9395343,15,99
12922,-0.195556640625,53.625,9395343,62,96
12923,-0.195556640625,53.625,9395343,15,96
12924,-0.195556640625,53.625,9395343,15,96
12925,-0.195556640625,53.625,9395343,38,96
12926,-0.195556640625,53.625,9395343,15,96
12927,-0.195556640625,53.625,9395343,14,96
12928,-0.195556640625,53.625,9395343,38,96
12931,-0.195556640625,53.625,9395343,37,96
12932,-0.195556640625,53.625,9395343,15,96
12933,-0.195556640625,53.625,9395343,17,96
12935,-0.195556640625,53.625,9395343,15,96
12936,-0.1954345703125,53.625,9395343,13,99
12937,-0.1954345703125,53.625,9395343,37,99
12938,-0.1954345703125,53.625,9395343,14,99
12939,-0.1954345703125,53.625,9395343,14,99
12940,-0.195556640625,53.625,9395343,37,96
12941,-0.195556640625,53.625,9395343,15,96
12942,-0.195556640625,53.625,9395343,15,96
12943,-0.195556640625,53.625,9395343,38,96
12944,-0.195556640625,53.625,9395343,14,96
12945,-0.195556640625,53.625,9395343,14,96
12946,-0.195556640625,53.625,9395343,37,96
12947,-0.195556640625,53.625,9395343,15,96
12949,-0.195556640625,53.625,9395343,38,96
12950,-0.195556640625,53.625,9395343,14,96
12951,-0.1954345703125,53.625,9395343,15,99
12952,-0.195556640625,53.625,9395343,37,96
12953,-0.195556640625,53.625,9395343,14,96
12954,-0.1954345703125,53.625,9395343,15,99
12955,-0.195556640625,53.625,9395343,38,96
12956,-0.195556640625,53.625,9395343,15,96
12957,-0.195556640625,53.625,9395343,14,96
12958,-0.195556640625,53.625,9395343,37,96
12960,-0.195556640625,53.625,9395343,14,96
12961,-0.195556640625,53.625,9395343,37,96
12963,-0.195556640625,53.625,9395343,14,96
12964,-0.195556640625,53.625,9395343,37,96
12965,-0.195556640625,53.625,9395343,14,96
12966,-0.1954345703125,53.625,9395343,14,99
12967,-0.195556640625,53.625,9395343,36,96
12969,-0.195556640625,53.625,9395343,14,96
12970,-0.195556640625,53.625,9395343,38,96
12971,-0.1954345703125,53.625,9395343,13,99
12972,-0.1954345703125,53.625,9395343,15,99
12973,-0.1954345703125,53.625,9395343,36,99
12974,-0.195556640625,53.625,9395343,15,96
12975,-0.195556640625,53.625,9395343,15,96
12976,-0.1954345703125,53.625,9395343,37,99
12977,-0.195556640625,53.625,9395343,14,96
12978,-0.1954345703125,53.625,9395343,14,99
12979,-0.195556640625,53.625,9395343,37,96
12981,-0.195556640625,53.625,9395343,14,96
12982,-0.195556640625,53.625,9395343,35,96
12983,-0.195556640625,53.625,9395343,14,96
12984,-0.195556640625,53.625,9395343,14,96
12985,-0.195556640625,53.625,9395343,38,96
12986,-0.195556640625,53.625,9395343,14,96
12987,-0.195556640625,53.625,9395343,14,96
12988,-0.195556640625,53.625,9395343,36,96
12990,-0.1954345703125,53.625,9395343,14,99
12991,-0.195556640625,53.625,9395343,38,96
12992,-0.195556640625,53.625,9395343,15,96
12993,-0.195556640625,53.625,9395343,14,96
12994,-0.195556640625,53.625,9395343,38,96
12995,-0.195556640625,53.625,9395343,15,96
12996,-0.195556640625,53.625,9395343,14,96
12997,-0.1954345703125,53.625,9395343,37,99
12998,-0.195556640625,53.625,9395343,15,96
12999,-0.195556640625,53.625,9395343,14,96
13000,-0.195556640625,53.625,9395343,38,96
13001,-0.195556640625,53.625,9395343,15,96
13002,-0.195556640625,53.625,9395343,14,96
13003,-0.195556640625,53.625,9395343,37,96
13004,-0.195556640625,53.625,9395343,15,96
13005,-0.195556640625,53.625,9395343,14,96
13006,-0.195556640625,53.625,9395343,38,96
13007,-0.195556640625,53.625,9395343,15,96
13008,-0.195556640625,53.625,9395343,13,96
13009,-0.195556640625,53.625,9395343,110,96
13010,-0.195556640625,53.625,9395343,15,96
13034,-5.0234375,51.6875,9507582,26,91
13036,-8.2578125,51.84375,9507582,46,71
13039,-5.0234375,51.6875,9507582,25,91
13044,-8.2578125,51.84375,9507582,24,71
13089,-7.03125,52.28125,9416331,102,52
13090,-5.9140625,54.625,9416331,34,54
13093,-7.26171875,55.03125,9416331,104,87
13109,1.0234375,49.4375,9232486,46,22
13131,-9.046875,53.28125,9557367,36,48
13135,-9.046875,53.28125,9557367,12,48
13146,-1.154296875,54.59375,9557367,51,98
13149,1.1591796875,52.03125,9557367,46,60
13182,-7.26171875,55.03125,9356581,9,87
13191,1.3134765625,51.9375,9767390,30,62
13194,1.3134765625,51.9375,9767390,69,62
13242,1.158203125,52.03125,9190183,62,32
13250,-9.046875,53.28125,9190183,37,48
13255,-7.03515625,52.25,9638795,14,23
13256,-6.19921875,53.34375,9638795,43,11
13257,-6.19921875,53.34375,9638795,13,11
13262,-6.19921875,53.34375,9638795,35,11
13263,-5.90234375,54.625,9638795,83,4
13269,-6.19921875,53.34375,9638795,7,11
13270,-6.19921875,53.34375,9638795,29,11
13271,-6.19921875,53.34375,9638795,6,11
13272,-6.19921875,53.34375,9638795,25,11
13274,-5.8984375,54.625,9638795,35,28
13277,-2.71484375,51.5,9638795,74,12
13279,-5.9140625,54.625,9638795,22,54
13280,-8.328125,51.84375,9638795,22,0
13299,-2.86328125,53.28125,9409273,29,82
13361,-1.326171875,50.84375,9815616,56,16
13368,-2.083984375,57.15625,9526100,74,19
13369,-2.080078125,57.15625,9526100,55,55
13384,-1.330078125,50.84375,9283978,38,24
13390,-2.86328125,53.28125,9283978,34,82
13430,-5.8984375,54.625,9148958,24,28
13433,-1.166015625,54.59375,9148958,15,73
13435,-1.158203125,54.625,9148958,24,43
13439,-1.158203125,54.625,9148958,18,43
13440,-1.158203125,54.625,9148958,20,43
13442,-2.951171875,53.3125,9148958,49,109
13446,-1.158203125,54.625,9148958,19,43
13456,-2.076171875,57.15625,9148958,12,42
13467,-5.88671875,54.625,9448877,24,51
13469,-8.4140625,51.90625,9448877,6,90
13472,-6.203125,53.34375,9448877,33,36
13473,-5.88671875,54.625,9448877,23,51
13478,-5.88671875,54.625,9448877,26,51
13494,-5.0234375,51.6875,9448877,133,91
13510,-1.0908203125,50.8125,9279422,60,112
13538,-5.75390625,57.28125,9145554,13,1
13540,-5.75390625,57.28125,9145554,18,1
13558,-5.0234375,51.6875,9715701,21,91
13567,-5.88671875,54.625,9715701,9,51
13595,-2.080078125,57.125,9451422,86,38
13599,-2.083984375,57.125,9451422,18,41
13603,-2.083984375,57.125,9451422,10,41
13609,-2.083984375,57.125,9451422,8,41
13611,-2.083984375,57.125,9451422,12,41
13615,-2.083984375,57.125,9451422,11,41
13619,-2.08203125,57.125,9451422,11,39
13622,-1.787109375,57.5,9451422,18,18
13628,-2.08203125,57.125,9451422,12,39
13633,-2.083984375,57.125,9451422,7,41
13643,-2.86328125,53.28125,9271884,30,82
13651,-5.05078125,51.6875,9271884,27,117
13658,-2.705078125,51.5,9271884,48,63
13659,-2.86328125,53.28125,9271884,44,82
13674,-9.046875,53.28125,9613642,43,48
13676,-9.046875,53.28125,9613642,14,48
13682,1.0234375,49.4375,9195470,91,22
13683,-7.03125,52.28125,9195470,30,52
13692,-7.26171875,55.03125,9438585,82,87
13696,-3.0234375,53.46875,9713820,203,6
13698,-1.0908203125,50.8125,9796262,11,112
13700,-1.095703125,50.8125,9796262,15,100
13733,-1.986328125,50.71875,7707530,13,33
13736,-1.986328125,50.71875,7707530,15,33
13738,-1.986328125,50.71875,7707530,11,33
13739,-1.986328125,50.71875,7707530,11,33
13740,-1.9873046875,50.71875,7707530,17,34
13741,-1.9873046875,50.71875,7707530,97,34
13742,-1.9873046875,50.71875,7707530,21,34
13743,-1.9873046875,50.71875,7707530,141,34
13744,-1.9873046875,50.71875,7707530,21,34
13745,-1.9873046875,50.71875,7707530,60,34
13746,-1.986328125,50.71875,7707530,16,33
13747,-1.9873046875,50.71875,7707530,49,34
13748,-1.986328125,50.71875,7707530,11,33
13750,-1.986328125,50.71875,7707530,15,33
13752,-1.9873046875,50.71875,7707530,41,34
13753,-1.9873046875,50.71875,7707530,19,34
13755,-1.9873046875,50.71875,7707530,12,34
13757,-1.9873046875,50.71875,7707530,53,34
13758,-1.9873046875,50.71875,7707530,12,34
13760,-1.9873046875,50.71875,7707530,17,34
13761,-1.9873046875,50.71875,7707530,17,34
13762,-1.9873046875,50.71875,7707530,40,34
13763,-1.9873046875,50.71875,7707530,16,34
13764,-1.986328125,50.71875,7707530,11,33
13765,-1.9873046875,50.71875,7707530,90,34
13766,-1.986328125,50.71875,7707530,17,33
13768,-1.9873046875,50.71875,7707530,39,34
13769,-1.9873046875,50.71875,7707530,124,34
13770,-1.9873046875,50.71875,7707530,21,34
13771,-1.9873046875,50.71875,7707530,18,34
13772,-1.9873046875,50.71875,7707530,113,34
13773,-1.9873046875,50.71875,7707530,11,34
13776,-1.9873046875,50.71875,7707530,17,34
13777,-1.9873046875,50.71875,7707530,16,34
13778,-1.9873046875,50.71875,7707530,12,34
13779,-1.9873046875,50.71875,7707530,15,34
13780,-1.9873046875,50.71875,7707530,42,34
13781,-1.9873046875,50.71875,7707530,15,34
13782,-1.9873046875,50.71875,7707530,17,34
13785,-1.986328125,50.71875,7707530,11,33
13786,-1.986328125,50.71875,7707530,16,33
13787,-1.986328125,50.71875,7707530,16,33
13788,-1.986328125,50.71875,7707530,16,33
13789,-1.9873046875,50.71875,7707530,17,34
13790,-1.986328125,50.71875,7707530,15,33
13791,-1.9873046875,50.71875,7707530,17,34
13792,-1.98731214217556,50.71875,7707530,131,34
13793,-1.9873046875,50.71875,7707530,16,34
13794,-1.9873046875,50.71875,7707530,12,34
13795,-1.9873046875,50.71875,7707530,39,34
13796,-1.9873046875,50.71875,7707530,16,34
13797,-1.9873046875,50.71875,7707530,26,34
13799,-1.9873046875,50.71875,7707530,12,34
13801,-1.9873046875,50.71875,7707530,11,34
13802,-1.9873046875,50.71875,7707530,11,34
13803,-1.9873046875,50.71875,7707530,16,34
13807,-1.986328125,50.71875,7707530,16,33
13808,-1.9873046875,50.71875,7707530,15,34
13810,-1.9873046875,50.71875,7707530,11,34
13811,-1.9873046875,50.71875,7707530,11,34
13812,-1.9873046875,50.71875,7707530,16,34
13813,-1.9873046875,50.71875,7707530,17,34
13814,-1.986328125,50.71875,7707530,12,33
13816,-1.986328125,50.71875,7707530,35,33
13818,-1.9873046875,50.71875,7707530,11,34
13819,-1.9873046875,50.71875,7707530,11,34
13820,-1.9873046875,50.71875,7707530,12,34
13821,-1.986328125,50.71875,7707530,15,33
13822,-1.9873046875,50.71875,7707530,17,34
13824,-1.9873046875,50.71875,7707530,16,34
13825,-1.9873046875,50.71875,7707530,11,34
13826,-1.9873046875,50.71875,7707530,21,34
13827,-1.9873046875,50.71875,7707530,12,34
13828,-1.9873046875,50.71875,7707530,16,34
13830,-1.986328125,50.71875,7707530,64,33
13831,-1.986328125,50.71875,7707530,16,33
13832,-1.986328125,50.71875,7707530,16,33
13834,-1.987310606060607,50.71875,7707530,165,34
13835,-1.9873046875,50.71875,7707530,60,34
13838,-1.9873046875,50.71875,7707530,51,34
13839,-1.9873046875,50.71875,7707530,133,34
13841,-1.1162109375,50.78125,7707530,37,56
13842,-1.1162109375,50.78125,7707530,91,56
13844,-1.9873046875,50.71875,7707530,734,34
13847,-3.005859375,53.4375,9528160,307,76
13848,-1.396484375,50.875,9329461,26,49
13852,-1.392578125,50.875,9329461,29,74
13854,-1.154296875,54.59375,9329461,32,98
13856,-1.396484375,50.875,9329461,16,49
13866,-1.095703125,50.8125,9856189,12,100
13880,-5.90625,54.625,9619842,114,59
13881,-6.21875,53.34375,9619842,60,64
13891,1.8662109375,50.96875,9858321,8,106
13940,-5.88671875,54.625,9698355,20,51
13941,-5.88671875,54.625,9698355,6,51
13947,-5.90625,54.625,9719549,89,59
13949,-6.21875,53.34375,9719549,99,64
13950,-6.078125,53.3125,9719549,23,83
13952,-2.701171875,51.5,9142514,445,30
13956,1.0126953125,49.40625,9687148,178,72
14016,1.1591796875,52.03125,8719097,8,60
14059,-5.88671875,54.625,9697507,21,51
14071,-1.3984375,50.875,9330616,11,46
14076,-6.2109375,53.34375,9374739,42,103
14087,-1.1533203125,54.59375,9374739,90,8
14092,-1.9873046875,50.71875,9374739,214,34
14093,1.01171875,49.375,9374739,121,21
14094,-4.125,50.375,9374739,166,104
14095,-7.03515625,52.25,9622760,107,23
14099,-1.396484375,50.875,9669031,17,49
14100,-1.3984375,50.875,9669031,18,46
14105,-1.326171875,50.84375,9749491,34,16
14107,-1.326171875,50.84375,9749491,39,16
14130,-2.71484375,51.5,9131955,24,12
14143,-5.91015625,54.625,9115975,62,10
14151,-5.91015625,54.625,9115975,47,10
14170,-1.158203125,54.625,9760500,27,43
14178,-1.158203125,54.625,9760500,21,43
14181,-1.326171875,50.84375,9760500,60,16
14184,-5.90234375,54.625,9180360,78,4
14186,-1.15625,54.59375,9180360,153,97
14243,-1.787109375,57.5,9591882,126,18
14246,-2.08984375,57.15625,9591882,71,126
14247,-2.08203125,57.125,9591882,74,39
14253,-1.150390625,54.59375,9593660,100,125
14254,-1.150390625,54.59375,9593660,48,125
14256,-1.150390625,54.59375,9593660,33,125
14261,-4.1171875,50.375,9375848,34,92
14268,-2.701171875,51.5,9375848,59,30
14269,-5.8984375,54.625,9375848,15,28
14272,-4.125,50.375,9375848,59,104
14274,-5.90234375,54.625,9375848,26,4
14278,1.0234375,49.4375,9375848,40,22
14279,1.158203125,52.03125,9375848,94,32
14283,-5.90234375,54.625,9375848,21,4
14292,-5.8984375,54.625,9375848,20,28
14314,-5.90234375,54.625,9503524,26,4
14315,-4.1171875,50.375,9503524,75,92
14323,-2.951171875,53.3125,9829772,49,109
14364,-5.75390625,57.28125,8912039,63,1
14368,-5.75390625,57.28125,8912039,52,1
14412,-2.720703125,51.5,9165310,12,9
14413,-2.720703125,51.5,9165310,15,9
14415,-2.720703125,51.5,9165310,14,9
14417,-2.720703125,51.5,9165310,29,9
14594,-5.8984375,54.625,9199141,37,28
14608,-4.1171875,50.375,9523952,47,92
14610,-4.125,50.375,9523952,24,104
14612,-5.90234375,54.625,9523952,98,4
14614,-4.1171875,50.375,9523952,42,92
14616,-4.125,50.375,9523952,9,104
14639,-2.083984375,57.125,9747493,23,41
14640,-2.080078125,57.15625,9747493,21,55
14641,-2.083984375,57.15625,9747493,29,19
14644,-2.083984375,57.15625,9747493,29,19
14669,-1.392578125,50.875,9505089,31,74
14670,-2.716796875,51.5,9505089,23,13
14673,-1.3984375,50.90625,9505089,22,47
14676,-1.3984375,50.90625,9505089,87,47
14759,1.158203125,52.03125,8012267,44,32
14767,-8.328125,51.84375,8012267,8,0
14788,1.01171875,49.375,9425289,15,21
14801,-2.716796875,51.5,9245598,22,13
14802,-2.716796875,51.5,9245598,11,13
14803,-2.720703125,51.5,9245598,25,9
14804,-8.328125,51.84375,9245598,9,0
14809,-8.328125,51.84375,9245598,10,0
14810,-2.716796875,51.5,9245598,22,13
14811,-2.71484375,51.5,9245598,85,12
14848,1.0126953125,49.40625,9708538,104,72
14862,-0.168212890625,53.625,9402809,61,25
14892,1.0234375,49.4375,9463865,58,22
14907,1.0234375,49.4375,9463865,73,22
14914,1.0234375,49.4375,9463865,73,22
14957,0.53662109375,49.46875,9327360,85,85
14960,-1.392578125,50.875,9531715,34,74
14961,-2.71484375,51.5,9531715,22,12
14964,-0.269287109375,53.75,9101144,22,127
14968,-0.269287109375,53.75,9101144,18,127
14970,-0.269287109375,53.75,9101144,21,127
14981,-0.269287109375,53.75,9101144,29,127
14982,-0.269287109375,53.75,9101144,19,127
14988,-0.269287109375,53.75,9101144,20,127
15009,-7.03125,52.28125,9400887,125,52
15020,-7.03515625,52.25,9250438,49,23
15024,1.158203125,52.03125,8908806,140,32
15047,-2.080078125,57.15625,9201839,97,55
15049,-5.91015625,54.625,9201839,40,10
15053,-0.26220703125,53.75,9501655,172,65
15059,1.013671875,49.40625,9501655,119,61
15068,-3.015625,53.46875,9474216,60,78
15102,-5.796875,54.84375,9244116,255,124
15109,-5.796875,54.84375,9244116,18,124
15112,-5.796875,54.84375,9244116,33,124
15186,-5.796875,54.84375,9244116,10,124
15187,-5.796875,54.84375,9244116,18,124
15213,-5.796875,54.84375,9244116,27,124
15238,-5.796875,54.84375,9244116,18,124
15242,-5.796875,54.84375,9244116,12,124
15273,-5.796875,54.84375,9244116,18,124
15293,-5.796875,54.84375,9244116,34,124
15327,-5.796875,54.84375,9244116,19,124
15361,-5.796875,54.84375,9244116,111,124
15383,-5.71484375,57.28125,9740720,10,67
15384,-5.703125,56.46875,9740720,13,111
15385,-5.703125,56.46875,9740720,10,111
15387,-5.703125,56.46875,9740720,6,111
15388,-5.703125,56.46875,9740720,14,111
15389,-5.703125,56.46875,9740720,9,111
15390,-5.703125,56.46875,9740720,10,111
15391,-5.703125,56.46875,9740720,8,111
15393,-5.703125,56.46875,9740720,9,111
15396,-5.703125,56.46875,9740720,24,111
15397,-5.703125,56.46875,9740720,10,111
15398,-5.703125,56.46875,9740720,10,111
15400,-5.703125,56.46875,9740720,14,111
15401,-5.703125,56.46875,9740720,13,111
15402,-5.703125,56.46875,9740720,8,111
15404,-5.703125,56.46875,9740720,9,111
15409,-5.703125,56.46875,9740720,8,111
15410,-5.703125,56.46875,9740720,12,111
15411,-5.703125,56.46875,9740720,10,111
15413,-5.703125,56.46875,9740720,9,111
15418,-5.703125,56.46875,9740720,10,111
15419,-5.703125,56.46875,9740720,9,111
15424,-5.703125,56.46875,9740720,10,111
15425,-5.703125,56.46875,9740720,10,111
15426,-5.703125,56.46875,9740720,9,111
15428,-5.703125,56.46875,9740720,10,111
15429,-5.703125,56.46875,9740720,10,111
15430,-5.703125,56.46875,9740720,10,111
15431,-5.703125,56.46875,9740720,12,111
15432,-5.703125,56.46875,9740720,10,111
15433,-5.703125,56.46875,9740720,10,111
15434,-5.703125,56.46875,9740720,10,111
15436,-5.703125,56.46875,9740720,10,111
15437,-5.703125,56.46875,9740720,9,111
15438,-5.703125,56.46875,9740720,9,111
15439,-5.703125,56.46875,9740720,10,111
15440,-5.703125,56.46875,9740720,10,111
15441,-5.703125,56.46875,9740720,8,111
15442,-5.703125,56.46875,9740720,10,111
15443,-5.703125,56.46875,9740720,10,111
15444,-5.703125,56.46875,9740720,12,111
15445,-5.703125,56.46875,9740720,15,111
15446,-5.703125,56.46875,9740720,10,111
