LONGITUDE,LATITUDE,PORT_NAME,PORT_CODE,CNTR_CODE3,SIZE,geometry,Master
-84.27348346663997,45.981767466692,CHEBOYGAN,CHE,USA,,POINT (-84.27348346663997 45.981767466692),
-83.87905976189046,45.98407753967143,THESSALON,THE,USA,2.0,POINT (-83.87905976189046 45.98407753967143),
-149.85768745096075,-17.49603313725686,PAPETOAI,PAP,PYF,30.0,POINT (-149.8576874509608 -17.49603313725686),
107.92650833325,-6.207538888887501,PAMANUKAN,PAM,IDN,40.0,POINT (107.92650833325 -6.207538888887501),
104.92018785968324,-2.324112331408311,SUNGSANG,SUN,IDN,12.0,POINT (104.9201878596832 -2.324112331408311),
30.67347494567675,41.12276065591995,KARASU,KAR_1,TUR,13.0,POINT (30.67347494567675 41.12276065591995),
116.0344433081466,-4.028010433963229,LONTAR,LON,IDN,66.0,POINT (116.0344433081466 -4.028010433963229),
-96.12896359647368,15.752222105268416,CRUCECITA,CRU,MEX,,POINT (-96.12896359647368 15.75222210526842),
122.16870610436108,-2.793960930380889,UNAAHA,UNA,IDN,280.0,POINT (122.1687061043611 -2.793960930380889),UNAAHA
-60.75065653845385,8.606562948717691,CURIAPO,CUR,VEN,8.0,POINT (-60.75065653845385 8.606562948717691),
49.19954483481667,27.55686145478603,AS SAFFANIYAH,AS,SAU,130.0,POINT (49.19954483481667 27.55686145478603),
111.37337401522728,-8.26608462121091,SUKOREJO,SUK,IDN,68.0,POINT (111.3733740152273 -8.26608462121091),
121.27269417897536,39.504088133301785,JINZHOU,JIN,CHN,71.0,POINT (121.2726941789754 39.50408813330179),
122.44767325627444,30.42291368457669,QUSHAN,QUS,CHN,269.0,POINT (122.4476732562744 30.42291368457669),
122.20364959303066,29.726689186370727,XIAZHI,XIA,CHN,32.0,POINT (122.2036495930307 29.72668918637073),
122.41345929409954,30.66990209980296,CAIYUAN,CAI,CHN,34.0,POINT (122.4134592940995 30.66990209980296),
122.25391047009614,30.263401501063463,CHANGTU,CHA,CHN,105.0,POINT (122.2539104700961 30.26340150106346),
122.12690410633446,29.757407488973968,LIUHENG,LIU,CHN,610.0,POINT (122.1269041063345 29.75740748897397),
121.10476543809102,28.15952908893786,NANYUE,NAN,CHN,27.0,POINT (121.104765438091 28.15952908893786),
121.51020550726088,29.496136594204344,XIASHAN,XIA_1,CHN,107.0,POINT (121.5102055072609 29.49613659420434),
72.09336322759067,71.28165090179348,MYS-KAMENNYY,MYS,RUS,219.0,POINT (72.09336322759067 71.28165090179348),
113.19971930881816,21.95190428962379,NANSHUI,NAN_1,CHN,118.0,POINT (113.1997193088182 21.95190428962379),
118.47566409428188,38.94293094213163,DASHENTANG,DAS,CHN,85.0,POINT (118.4756640942819 38.94293094213163),
113.22036173963282,21.90147576895989,NANSHUI_1,NAN_2,CHN,70.0,POINT (113.2203617396328 21.90147576895989),NANSHUI_3_1
167.87023152169567,-21.54949376813044,TADINE,TAD,NCL,1.0,POINT (167.8702315216957 -21.54949376813044),
167.4241559677097,-22.659307956990325,VAO,VAO,NCL,1.0,POINT (167.4241559677097 -22.65930795699033),
148.74205373990245,-20.221773943087804,PROSERPINE,PRO,AUS,2.0,POINT (148.7420537399024 -20.2217739430878),
119.0610563677902,32.209378070519485,LONGTAN,LON_1,CHN,214.0,POINT (119.0610563677902 32.20937807051948),
113.89546066363609,22.08629661913698,TAI O,TAI,CHN,966.0,POINT (113.8954606636361 22.08629661913698),
105.8149957238514,19.342536522087983,THI TRAN TINH GIA,THI,VNM,58.0,POINT (105.8149957238514 19.34253652208798),
121.75861877562843,24.3009108163347,HUALIAN,HUA,CHN,33.0,POINT (121.7586187756284 24.3009108163347),
120.17137380055912,22.973477472468275,TAINAN,TAI_1,CHN,60.0,POINT (120.1713738005591 22.97347747246828),
-63.02189657801867,17.487202567727707,ORANJESTAD,ORA,BES,172.0,POINT (-63.02189657801867 17.48720256772771),ORANJESTAD
118.50098666664618,39.09874712820616,BENCHENG,BEN,CHN,65.0,POINT (118.5009866666462 39.09874712820616),
119.63298557871524,25.75501690972084,SONGXIA,SON,CHN,70.0,POINT (119.6329855787152 25.75501690972084),
122.58852996423792,30.77854653339224,WULONG,WUL,CHN,572.0,POINT (122.5885299642379 30.77854653339224),
122.62639119202476,30.806714767736736,HUANIAO,HUA_1,CHN,74.0,POINT (122.6263911920248 30.80671476773674),
110.0346654052204,19.965935856596147,LAOCHENG,LAO,CHN,107.0,POINT (110.0346654052204 19.96593585659615),
109.5858867335774,21.58185003340023,GAOQIAO,GAO,CHN,23.0,POINT (109.5858867335774 21.58185003340023),
121.74855808325,28.6865625,DUQIAO,DUQ,CHN,40.0,POINT (121.74855808325 28.6865625),
120.08371919216476,40.07104367368054,WANGBAO,WAN,CHN,31.0,POINT (120.0837191921648 40.07104367368054),
123.2115864813789,39.65597873457647,ZHUANGHE,ZHU,CHN,7.0,POINT (123.2115864813789 39.65597873457647),
122.39212636853917,30.6440904403806,CAIYUAN_1,CAI_1,CHN,86.0,POINT (122.3921263685392 30.6440904403806),
121.71231680568746,29.01845208331876,JIANTIAO,JIA_1,CHN,25.0,POINT (121.7123168056875 29.01845208331876),
121.95200597224998,30.34328277778333,DAIXI,DAI,CHN,56.0,POINT (121.95200597225 30.34328277778333),
120.67574009811766,27.48998735293529,JINXIANGZHEN,JIN_2,CHN,19.0,POINT (120.6757400981177 27.48998735293529),
121.66284438594738,29.51583228068948,XIZHOU,XIZ,CHN,62.0,POINT (121.6628443859474 29.51583228068948),
121.80812326562425,31.68699958626418,HEHE,HEH,CHN,94.0,POINT (121.8081232656242 31.68699958626418),
122.6023820676041,-1.249884462901057,LUWUK,LUW,IDN,30.0,POINT (122.6023820676041 -1.249884462901057),
119.73032551282692,26.740095705130777,XIABAISHI,XIA_2,CHN,63.0,POINT (119.7303255128269 26.74009570513078),
-77.91905768891813,25.832721712698675,HARD BARGAIN,HAR,BHS,,POINT (-77.91905768891813 25.83272171269867),HARD BARGAIN
118.46594063957836,31.759232895937377,CIHU,CIH,CHN,60.0,POINT (118.4659406395784 31.75923289593738),
121.92213483491663,30.30749337841111,SHADILI,SHA,CHN,75.0,POINT (121.9221348349166 30.30749337841111),
142.1967547163191,27.09475663121064,TATEYAMA,TAT,JPN,47.0,POINT (142.1967547163191 27.09475663121064),
116.5421611274706,22.99325480391471,JINGHAI,JIN_3,CHN,36.0,POINT (116.5421611274706 22.99325480391471),
118.52420200820416,38.91566330265023,BENCHENG_1,BEN_1,CHN,264.0,POINT (118.5242020082042 38.91566330265023),
108.62878914882984,15.477103262419153,NUI THANH,NUI,VNM,37.0,POINT (108.6287891488298 15.47710326241915),
121.77384622647168,31.302215628933965,HUAMU,HUA_2,CHN,100.0,POINT (121.7738462264717 31.30221562893396),
132.74124252767498,-5.631796874999584,TUAL,TUA,IDN,70.0,POINT (132.741242527675 -5.631796874999584),
121.41786043722948,30.742614617486883,SHANYANG,SHA_1,CHN,66.0,POINT (121.4178604372295 30.74261461748688),
40.849564404757146,47.567746666678566,SEMIKARAKORSK,SEM,RUS,7.0,POINT (40.84956440475715 47.56774666667857),
115.98965557692306,22.82736224358846,HUDONG,HUD,CHN,5.0,POINT (115.9896555769231 22.82736224358846),
-130.69961481472222,55.63351074072222,KETCHIKAN,KET,USA,1.0,POINT (-130.6996148147222 55.63351074072222),
124.4920494737895,-9.17697394737,PANTE MAKASAR,PAN,IDN,14.0,POINT (124.4920494737895 -9.17697394737),
128.4375193349658,34.94910027360349,GOSEONG,GOS,KOR,27.0,POINT (128.4375193349658 34.94910027360349),
119.87554333321428,-8.494090714285715,CEMPA,CEM,IDN,,POINT (119.8755433332143 -8.494090714285715),
-58.16949954867835,6.822261870441335,GEORGETOWN,GEO,GUY,10.0,POINT (-58.16949954867835 6.822261870441335),GEORGETOWN_2_1
122.29066982751723,30.47783459769656,QUSHAN_1,QUS_1,CHN,205.0,POINT (122.2906698275172 30.47783459769656),
-145.63145428564286,-16.05919702382143,TAUTIRA,TAU,PYF,1.0,POINT (-145.6314542856429 -16.05919702382143),
146.14001226852776,-5.540417592592499,MADANG,MAD,PNG,34.0,POINT (146.1400122685278 -5.540417592592499),
121.13945755991436,28.08563848230823,ZHUGANG,ZHU_1,CHN,56.0,POINT (121.1394575599144 28.08563848230823),
120.82180809535718,13.91512160714286,CALACA,CAL_1,PHL,74.0,POINT (120.8218080953572 13.91512160714286),
110.72789649511428,-6.432147058827405,BATANG,BAT,IDN,2.0,POINT (110.7278964951143 -6.432147058827405),
121.12183659413454,28.11573322654807,NANYUE_1,NAN_3,CHN,32.0,POINT (121.1218365941345 28.11573322654807),
-66.06346122807368,10.542355263168425,HIGUEROTE,HIG,VEN,53.0,POINT (-66.06346122807368 10.54235526316842),
125.81590238898168,9.548984055579115,CLAVER,CLA,PHL,117.0,POINT (125.8159023889817 9.548984055579115),
102.4012090417736,0.819655340237031,SIAK SRI INDRAPURA,SIA,IDN,26.0,POINT (102.4012090417736 0.8196553402370307),
111.67530979170836,21.532291354164588,SHANGYANG,SHA_2,CHN,46.0,POINT (111.6753097917084 21.53229135416459),
-151.00057890246345,-16.757524187,FITII,FIT,PYF,1.0,POINT (-151.0005789024634 -16.757524187),
56.581584704638,-10.342369599163288,TAKAMAKA,TAK,MUS,,POINT (56.581584704638 -10.34236959916329),
119.61056350873686,-4.365794824561053,PAREPARE,PAR,IDN,21.0,POINT (119.6105635087369 -4.365794824561053),
113.31920248360564,3.574086773815032,BINTULU,BIN,MYS,56.0,POINT (113.3192024836056 3.574086773815032),
39.52588861635472,20.654705911950938,MECCA,MEC,SAU,74.0,POINT (39.52588861635472 20.65470591195094),
39.54925196078528,20.617207598044114,MECCA_1,MEC_1,SAU,63.0,POINT (39.54925196078528 20.61720759804411),
123.51479162437418,9.73536747915416,OBONG,OBO,PHL,9.0,POINT (123.5147916243742 9.73536747915416),
-77.53832175592335,26.078382246994668,HARD BARGAIN_1,HAR_1,BHS,,POINT (-77.53832175592335 26.07838224699467),
104.2600435227237,1.327738826234711,KAMPUNG PASIR GUDANG BARU,KAM,MYS,117.0,POINT (104.2600435227237 1.327738826234711),
105.80830166671429,19.31354535711429,THI TRAN TINH GIA_1,THI_1,VNM,21.0,POINT (105.8083016667143 19.31354535711429),
128.0178212499167,1.718386111110833,TOBELO,TOB,IDN,7.0,POINT (128.0178212499167 1.718386111110833),
-88.40445376982245,16.513858293648067,PLACENCIA,PLA_1,BLZ,12.0,POINT (-88.40445376982245 16.51385829364807),
133.12320943885658,-2.429352799071745,BABO,BAB,IDN,67.0,POINT (133.1232094388566 -2.429352799071745),BABO_1_1
122.63025723369284,-1.209462291765316,LUWUK_1,LUW_1,IDN,40.0,POINT (122.6302572336928 -1.209462291765316),
119.48030750003778,-4.816957592597689,PANGKAJENE,PAN_1,IDN,24.0,POINT (119.4803075000378 -4.816957592597689),
73.67062615906323,68.5020477564344,MYS-KAMENNYY_1,MYS_1,RUS,34.0,POINT (73.67062615906323 68.50204775643439),
42.08958141666,17.608279666675,AD DARB,AD,SAU,70.0,POINT (42.08958141666 17.608279666675),
-73.38162231103877,11.274085933361867,DIBULLA,DIB,COL,25.0,POINT (-73.38162231103877 11.27408593336187),
87.01583014782538,20.86267191677637,CHANDBALI_1,CHA_2,IND,42.0,POINT (87.01583014782538 20.86267191677637),
108.016666667,16.3333333333,PHU LOC,PHU,VNM,20.0,POINT (108.016666667 16.3333333333),
39.150218564561,21.180957534863065,JEDDAH,JED,SAU,28.0,POINT (39.150218564561 21.18095753486307),
-14.361901114567171,28.04868870484251,PAJARA,PAJ,ESP,164.0,POINT (-14.36190111456717 28.04868870484251),
172.93551788619513,1.36750752032561,BETIO VILLAGE,BET,KIR,98.0,POINT (172.9355178861951 1.36750752032561),
-89.28828847766195,29.215552511976803,PORT SULPHUR,POR,USA,123.0,POINT (-89.28828847766195 29.2155525119768),
10.169028333315383,63.95178602566924,A I AFJORD,A I,NOR,8.0,POINT (10.16902833331538 63.95178602566924),
18.395840617288886,69.6333948148185,SORREISA,SOR,NOR,34.0,POINT (18.39584061728889 69.6333948148185),
129.35190411764705,37.17998411764116,SANTYOKU,SAN_1,KOR,10.0,POINT (129.3519041176471 37.17998411764116),
141.61511629032717,-12.926631328724884,WEIPA,WEI,AUS,49.0,POINT (141.6151162903272 -12.92663132872488),
106.54087222216668,-7.022233888889168,CIDADAP,CID,IDN,76.0,POINT (106.5408722221667 -7.022233888889168),
72.20743556667415,10.86814600000928,KAVARATTI,KAV,IND,,POINT (72.20743556667415 10.86814600000928),
73.65247964285713,10.06993869047857,KAVARATTI_1,KAV_1,IND,1.0,POINT (73.65247964285713 10.06993869047857),
-70.29046243055832,-22.72213569444584,TOCOPILLA,TOC,CHL,11.0,POINT (-70.29046243055832 -22.72213569444584),
120.04088330084916,40.03905749827656,QIANSUO,QIA,CHN,107.0,POINT (120.0408833008492 40.03905749827656),
109.0560061392482,21.04964628431212,BEIHAI,BEI,CHN,53.0,POINT (109.0560061392482 21.04964628431212),
-122.73729641034616,45.56723602565,WEST HAVEN_1,WES_1,USA,47.0,POINT (-122.7372964103462 45.56723602565),
113.58492404172604,-7.708270781891067,TANJUNG KIDUL,TAN_1,IDN,86.0,POINT (113.584924041726 -7.708270781891067),
91.81730448815392,21.536559059573865,COX'S BAZAR,COX,BGD,28.0,POINT (91.81730448815392 21.53655905957386),
164.66595935294487,-21.002607527711607,VOH,VOH,NCL,40.0,POINT (164.6659593529449 -21.00260752771161),
44.40478489583124,48.448385312475,VOLGOGRAD,VOL,RUS,1.0,POINT (44.40478489583124 48.448385312475),
126.48675038492308,36.41335205125384,TAISEN-RI,TAI_2,KOR,27.0,POINT (126.4867503849231 36.41335205125384),
115.2400243055,-8.769700833333333,BUALU,BUA,IDN,54.0,POINT (115.2400243055 -8.769700833333333),
122.386692268008,29.76740577518824,GONGQIAN,GON,CHN,1115.0,POINT (122.386692268008 29.76740577518824),
47.47013482036259,43.007326493427016,KYAKHULAY,KYA,RUS,43.0,POINT (47.47013482036259 43.00732649342702),
102.30410885868416,0.933050235511158,SIAK SRI INDRAPURA_1,SIA_1,IDN,20.0,POINT (102.3041088586842 0.933050235511158),
122.56956231477778,30.612970185177776,WULONG_1,WUL_1,CHN,42.0,POINT (122.5695623147778 30.61297018517778),
105.79459819433332,19.364594583333336,THI TRAN TINH GIA_2,THI_2,VNM,11.0,POINT (105.7945981943333 19.36459458333334),
28.48586239295418,70.4719047008599,VUONNABAHTA,VUO,NOR,1.0,POINT (28.48586239295418 70.47190470085989),
121.14324708325002,37.622181458333344,GUXIAN,GUX,CHN,4.0,POINT (121.14324708325 37.62218145833334),
53.22182979169375,39.35839359372187,TURKMENBASY,TUR,TKM,17.0,POINT (53.22182979169375 39.35839359372187),
39.958477353278944,57.56667218455584,YAROSLAVL,YAR,RUS,39.0,POINT (39.95847735327894 57.56667218455584),
72.64955687500625,10.56005031249375,KAVARATTI_2,KAV_2,IND,1.0,POINT (72.64955687500625 10.56005031249375),
120.89674548587526,35.8644686111552,QINGSHAN,QIN,CHN,724.0,POINT (120.8967454858753 35.8644686111552),
122.54657361108332,30.40624,DONGJI,DON,CHN,574.0,POINT (122.5465736110833 30.40624),
88.02154388889166,21.666043055566664,CONTAI,CON,IND,40.0,POINT (88.02154388889166 21.66604305556666),
-90.30029984847728,-0.751724393939455,PUERTO AYORA,PUE,ECU,27.0,POINT (-90.30029984847728 -0.7517243939394547),
-90.29412486110834,-0.444294375,PUERTO AYORA_1,PUE_1,ECU,12.0,POINT (-90.29412486110834 -0.4442943750000001),
-90.4334601282,-1.217496153846154,PUERTO AYORA_2,PUE_2,ECU,2.0,POINT (-90.4334601282 -1.217496153846154),
-14.463328539157526,10.204071832329223,BOFFA,BOF,GIN,12.0,POINT (-14.46332853915753 10.20407183232922),
7.790219363505714,48.57710098988014,SUVA_3,SUV_3,FRA,,POINT (7.790219363505714 48.57710098988014),
4.832734595181126,45.71411305472386,KARANGDOWO_1,KAR_2,FRA,,POINT (4.832734595181126 45.71411305472386),
22.19914220952176,60.44346828737584,PAPETOAI_1,PAP_1,FIN,21.0,POINT (22.19914220952176 60.44346828737584),
15.19324966820977,37.22640617023571,SAO JOAO DA BARRA_2,SAO_2,ITA,215.0,POINT (15.19324966820977 37.22640617023571),
8.455026549634626,49.50313193178649,COARI_1,COA_1,DEU,,POINT (8.455026549634626 49.50313193178649),
10.73108025605259,53.88838034967615,GANGWAN_1,GAN_1,DEU,,POINT (10.73108025605259 53.88838034967615),
8.933233386212073,52.30314571084342,LONTAR_1,LON_2,DEU,,POINT (8.933233386212073 52.30314571084342),
15.90796956816342,38.45762250138603,CRUCECITA_1,CRU_1,ITA,1015.0,POINT (15.90796956816342 38.45762250138603),
-5.900221431093693,54.62076381626103,CURIAPO_1,CUR_1,GBR,175.0,POINT (-5.900221431093693 54.62076381626103),
23.02786597685596,63.85069552109157,XINXING_1,XIN_1,FIN,110.0,POINT (23.02786597685596 63.85069552109157),
24.95813189501055,60.16069016527825,SUKOREJO_1,SUK_1,FIN,26.0,POINT (24.95813189501055 60.16069016527825),
3.820739969869149,51.3315651408131,JINZHOU_2,JIN_5,NLD,10.0,POINT (3.820739969869149 51.3315651408131),
9.43818939201169,54.80293798535455,QUSHAN_2,QUS_2,DEU,7.0,POINT (9.43818939201169 54.80293798535455),
8.357230361573011,40.83613824194761,XIAZHI_1,XIA_5,ITA,39.0,POINT (8.357230361573011 40.83613824194761),
-8.735366279160313,42.23591070279082,CHANGTU_1,CHA_3,ESP,60.0,POINT (-8.735366279160313 42.23591070279082),CHANGTU_1
16.47231018745259,57.26400050263574,QOBUSTAN_1,QOB_1,SWE,40.0,POINT (16.47231018745259 57.26400050263574),
-21.89240559469355,64.15054237156798,XIASHAN_1,XIA_6,ISL,51.0,POINT (-21.89240559469355 64.15054237156798),
17.24222759442722,60.68826695420039,SINDANGLAUT_1,SIN_1,SWE,3.0,POINT (17.24222759442722 60.68826695420039),
5.974874180894831,51.19254340436095,CARMELO_1,CAR_1,NLD,,POINT (5.974874180894831 51.19254340436095),
5.887742414846129,51.14843572949588,SCARBOROUGH_1,SCA_1,NLD,,POINT (5.887742414846129 51.14843572949588),
-4.167825388782959,50.37448431602506,NANSHUI_2,NAN_5,GBR,10.0,POINT (-4.167825388782959 50.37448431602506),NANSHUI_2
5.427845578899,53.1853906501985,KELANABIAN_1,KEL_1,NLD,21.0,POINT (5.427845578899 53.1853906501985),
4.667125529461859,51.79933934120391,SAN-PEDRO_1,SAN_2,NLD,28.0,POINT (4.667125529461859 51.79933934120391),
4.783659011421128,52.95491160551743,DASHENTANG_1,DAS_1,NLD,8.0,POINT (4.783659011421128 52.95491160551743),
-1.360647187217278,54.91132498611731,PROSERPINE_1,PRO_1,GBR,15.0,POINT (-1.360647187217278 54.91132498611731),
-5.417815916878033,36.14129330747087,LONGTAN_1,LON_3,ESP,471.0,POINT (-5.417815916878033 36.14129330747087),LONGTAN_1
-1.20981571453991,46.15522771653211,TAI O_1,TAI_3,FRA,88.0,POINT (-1.20981571453991 46.15522771653211),
14.87251420638518,56.15938311317675,JINZHOU_3,JIN_6,SWE,25.0,POINT (14.87251420638518 56.15938311317675),
-4.468915865430087,48.38371725759285,TAINAN_1,TAI_4,FRA,102.0,POINT (-4.468915865430087 48.38371725759285),
17.97114891694817,40.65138524668096,WENGYANG_1,WEN_1,ITA,138.0,POINT (17.97114891694817 40.65138524668096),
10.15584730057691,54.32705562114403,WULONG_2,WUL_2,DEU,81.0,POINT (10.15584730057691 54.32705562114403),
6.754590772533546,51.44580403528887,HUANIAO_1,HUA_4,DEU,,POINT (6.754590772533546 51.44580403528887),
-5.921931375747126,43.57358518228015,JIANGYIN_1,JIA_2,ESP,97.0,POINT (-5.921931375747126 43.57358518228015),
8.236549197312005,50.02361970922379,LAOCHENG_1,LAO_1,DEU,,POINT (8.236549197312005 50.02361970922379),
11.67587557866944,52.17050506730042,GAOQIAO_2,GAO_2,DEU,,POINT (11.67587557866944 52.17050506730042),
6.982353933622724,50.97195032765242,DUQIAO_1,DUQ_1,DEU,,POINT (6.982353933622724 50.97195032765242),
18.53185289240389,54.53204177691025,WANGBAO_1,WAN_1,POL,310.0,POINT (18.53185289240389 54.53204177691025),
-5.692877988412837,43.55695221172502,ZHUANGHE_1,ZHU_2,ESP,222.0,POINT (-5.692877988412837 43.55695221172502),
25.97200776859006,43.85876109126353,JIANTIAO_1,JIA_3,ROU,,POINT (25.97200776859006 43.85876109126353),
28.79611737558042,45.19195208688557,DAIXI_1,DAI_1,ROU,6.0,POINT (28.79611737558042 45.19195208688557),
28.5782600767713,43.7990756691243,XIZHOU_1,XIZ_1,ROU,14.0,POINT (28.5782600767713 43.7990756691243),
-8.853129245177627,40.13944186783316,HEHE_1,HEH_1,PRT,8.0,POINT (-8.853129245177627 40.13944186783316),
-8.859481851647143,37.94456415620213,PLAYAS_1,PLA_3,PRT,23.0,POINT (-8.859481851647143 37.94456415620213),SINES_2
28.6794544954485,44.33869425184422,CIHU_1,CIH_1,ROU,130.0,POINT (28.6794544954485 44.33869425184422),NAVODARI
-8.834559433157708,41.68715978635369,SHADILI_1,SHA_3,PRT,16.0,POINT (-8.834559433157708 41.68715978635369),SHADILI_1
7.202712800429452,51.55637380915638,JINGHAI_1,JIN_8,DEU,,POINT (7.202712800429452 51.55637380915638),
17.20457592076298,40.48358828236183,YATE-BARRAGE_1,YAT_1,ITA,127.0,POINT (17.20457592076298 40.48358828236183),STATTE
3.209225073265417,51.32976267085915,NUI THANH_1,NUI_1,BEL,1460.0,POINT (3.209225073265417 51.32976267085915),NUI THANH_1
3.220503241514548,51.23021017173105,SVETLYY YAR_1,SVE_1,BEL,1.0,POINT (3.220503241514548 51.23021017173105),
14.58647684939358,53.41482057818952,TUAL_1,TUA_1,POL,261.0,POINT (14.58647684939358 53.41482057818952),
-6.326793414560991,36.6192083297767,SHANYANG_1,SHA_4,ESP,31.0,POINT (-6.326793414560991 36.6192083297767),
14.16708124020883,40.81083036966753,SEMIKARAKORSK_1,SEM_2,ITA,,POINT (14.16708124020883 40.81083036966753),
12.85873815532172,56.65868798650887,PANTE MAKASAR_1,PAN_2,SWE,96.0,POINT (12.85873815532172 56.65868798650887),
28.33561475265961,61.05595751447451,GOSEONG_1,GOS_1,FIN,,POINT (28.33561475265961 61.05595751447451),
18.19097508136828,57.3869739765845,WEST HAVEN_2,WES_2,SWE,,POINT (18.19097508136828 57.3869739765845),
12.48208289284836,56.89133449247198,BIAK_1,BIA_1,SWE,11.0,POINT (12.48208289284836 56.89133449247198),
-7.352646727715255,43.65724607979291,CEMPA_1,CEM_1,ESP,,POINT (-7.352646727715255 43.65724607979291),
-8.821689756958914,42.516815611009,MATANZAS_1,MAT_1,ESP,,POINT (-8.821689756958914 42.516815611009),
-3.52454628715119,36.72142710818072,ZHELIN_1,ZHE_2,ESP,146.0,POINT (-3.52454628715119 36.72142710818072),
29.75207036207438,62.58412833890814,GEORGETOWN_1,GEO_1,FIN,,POINT (29.75207036207438 62.58412833890814),
1.062145212542452,41.06349582747765,COUNTRY CLUB_1,COU_1,ESP,,POINT (1.062145212542452 41.06349582747765),
2.559402332651041,41.57754606848486,JINJING_1,JIN_9,ESP,,POINT (2.559402332651041 41.57754606848486),
-3.213964603629133,43.38119300382944,ORIXIMINA_1,ORI_1,ESP,1.0,POINT (-3.213964603629133 43.38119300382944),
22.69332774759994,59.07069503161969,AODONG_1,AOD_1,EST,,POINT (22.69332774759994 59.07069503161969),
23.42528366198383,58.90704078183317,CHIXI_1,CHI_1,EST,,POINT (23.42528366198383 58.90704078183317),
23.04377884641599,58.86452056768403,RABAUL_1,RAB_1,EST,,POINT (23.04377884641599 58.86452056768403),
22.04702810775085,58.46048630440155,GAOQIAO_3,GAO_3,EST,,POINT (22.04702810775085 58.46048630440155),
23.71068642854743,64.2228552143446,XIAOMO_1,XIA_9,FIN,27.0,POINT (23.71068642854743 64.22285521434461),
-0.153112796693178,38.99484907012079,ZHUGANG_1,ZHU_3,ESP,32.0,POINT (-0.153112796693178 38.99484907012079),
-3.021515263299257,36.74487184872516,CALACA_1,CAL_3,ESP,,POINT (-3.021515263299257 36.74487184872516),
12.54619104579095,56.19809107301431,BATANG_1,BAT_1,SWE,,POINT (12.54619104579095 56.19809107301431),
26.25125050812208,60.41246264919997,NANYUE_3,NAN_7,FIN,32.0,POINT (26.25125050812208 60.41246264919997),VALKO (VALKOM)
-0.755451584293507,37.82066776901749,HIGUEROTE_1,HIG_1,ESP,,POINT (-0.7554515842935068 37.82066776901749),
-7.868633709927518,43.73523211464367,CLAVER_1,CLA_1,ESP,10.0,POINT (-7.868633709927518 43.73523211464367),
-7.470317032720695,43.70368388145696,AL HAMMAMAT_1,AL _1,ESP,73.0,POINT (-7.470317032720695 43.70368388145696),
12.91842809959507,55.58431460753414,SHANGYANG_1,SHA_5,SWE,,POINT (12.91842809959507 55.58431460753414),
16.64686535846185,57.76391644324847,FITII_1,FIT_1,SWE,47.0,POINT (16.64686535846185 57.76391644324847),
14.31928452138673,55.92901716417889,BINTULU_1,BIN_1,SWE,11.0,POINT (14.31928452138673 55.92901716417889),
-1.898356229496198,36.97159099243126,MECCA_2,MEC_2,ESP,26.0,POINT (-1.898356229496198 36.97159099243126),
11.54369057299821,57.99107938082101,MECCA_3,MEC_3,SWE,,POINT (11.54369057299821 57.99107938082101),
1.732429845188766,41.21186420246694,OBONG_1,OBO_1,ESP,1.0,POINT (1.732429845188766 41.21186420246694),
14.35641164383405,55.55591080348383,HARD BARGAIN_3,HAR_3,SWE,,POINT (14.35641164383405 55.55591080348383),
17.11075308817337,58.66300738818881,KAMPUNG PASIR GUDANG BARU_1,KAM_1,SWE,84.0,POINT (17.11075308817337 58.66300738818881),
-8.933564487525445,42.60712108714858,THI TRAN TINH GIA_4,THI_4,ESP,21.0,POINT (-8.933564487525445 42.60712108714858),
-0.070424528185353,39.86149191412554,PLACENCIA_2,PLA_4,ESP,,POINT (-0.07042452818535309 39.86149191412554),
1.402653760205979,41.13447853753375,BABO_1,BAB_1,ESP,1.0,POINT (1.402653760205979 41.13447853753375),
1.864604901678342,41.23813744572425,PLACENCIA_3,PLA_5,ESP,,POINT (1.864604901678342 41.23813744572425),
11.4486703707824,58.27431551549133,PANGKAJENE_1,PAN_3,SWE,4.0,POINT (11.4486703707824 58.27431551549133),
3.137562548604582,39.83749922863633,YANGSHAN_3,YAN_3,ESP,16.0,POINT (3.137562548604582 39.83749922863633),
15.57890913111297,56.15900800847979,SAO JOAO DA BARRA_3,SAO_3,SWE,1.0,POINT (15.57890913111297 56.15900800847979),
22.69524589481733,63.71314016155019,AD DARB_1,AD _1,FIN,58.0,POINT (22.69524589481733 63.71314016155019),
16.37161832402668,56.65741666785738,DIBULLA_1,DIB_1,SWE,4.0,POINT (16.37161832402668 56.65741666785738),
-6.08431261676665,43.55158366523971,CHANDBALI_3,CHA_5,ESP,,POINT (-6.08431261676665 43.55158366523971),
23.38838171781362,58.57275484091251,PHU LOC_1,PHU_1,EST,,POINT (23.38838171781362 58.57275484091251),
9.255726731914711,48.76761224831814,JEDDAH_1,JED_1,DEU,,POINT (9.255726731914711 48.76761224831814),
22.46994012760267,58.24538283891118,AGAETE_1,AGA_1,EST,,POINT (22.46994012760267 58.24538283891118),
9.89004166684111,49.79968473231306,DAJIJIA_1,DAJ_1,DEU,,POINT (9.89004166684111 49.79968473231306),
13.33394923661833,52.53758770981215,BETIO VILLAGE_1,BET_1,DEU,,POINT (13.33394923661833 52.53758770981215),
10.48492827755011,52.31413580560611,PORT SULPHUR_1,POR_1,DEU,,POINT (10.48492827755011 52.31413580560611),
10.86808629116474,49.90867791089664,A I AFJORD_1,A I_1,DEU,,POINT (10.86808629116474 49.90867791089664),
