longitude,latitude,imo
103.75,1.1630859375,9431214
97.125,6.0390625,9431214
51.650390625,25.9443359375,9431214
124.875,30.34375,9431214
124.5625,30.375,9431214
119.04642857142836,38.753571428571504,9431214
103.6875,1.1953125,9431214
51.8125,26.046875,9431214
51.625,25.9375,9431214
58.05208333333333,24.90625,9431214
124.79464285714285,29.245535714285708,9431214
121.5625,32.56180555555542,9431214
105.95833333333334,4.100260416666666,9431214
103.75,1.1640625,9431214
51.859375,25.8671875,9431214
51.625,25.9375,9431214
124.3125,26.921875,9431214
123.17372881355934,32.43908898305104,9431214
103.75,1.1630859375,9431214
51.78125,25.875,9431214
51.625,25.9375,9431214
123.70636792452795,32.133254716980986,9431214
103.6875,1.1796875,9431214
51.78125,25.890625,9431214
51.625,25.9375,9431214
121.4375,32.5625,9431214
103.75,1.1640625,9431214
51.78125,25.890625,9431214
51.625,25.925,9431214
60.98958333333333,22.526041666666664,9431214
121.4947916666666,32.5625,9431214
103.6875,1.1630859375,9431214
51.78125,25.890625,9431214
51.625,25.9375,9431214
122.4375,38.4375,9431214
118.75,38.84375,9431214
119.11739864864887,38.752111486486655,9431214
103.6875,1.2060546875,9431214
51.625,25.9375,9431214
32.578125,29.78125,9431214
-5.33984375,51.46875,9431214
-5.41796875,51.46875,9431214
-5.45703125,51.34375,9431214
-5.078125,51.6875,9431214
-5.37890625,36.125,9431214
32.28125,31.390625,9431214
58.34750000000008,23.823124999999976,9431214
51.78125,25.90625,9431214
51.59375,25.9375,9431214
51.84375,25.859375,9431214
124.45,32.29374999999999,9431214
124.4375,32.28125,9431214
124.6875,32.3125,9431214
124.54166666666666,32.38541666666667,9431214
124.33333333333334,32.86458333333333,9431214
126.8125,37.0,9431214
103.75,1.158203125,9431214
83.08333333333334,5.4609375,9431214
52.37823275862067,26.118534482758665,9431214
87.3125,5.52734375,9431214
91.0625,5.66796875,9431214
-22.03125,64.0625,9113214
4.453125,51.90625,9113214
-22.03125,64.0625,9113214
4.44921875,51.90625,9113214
-22.03125,64.0625,9113214
4.453125,51.90625,9113214
4.40234375,51.875,9113214
4.453125,51.90625,9113214
-0.482421875,55.28125,9113214
-22.03125,64.0625,9113214
4.44921875,51.90625,9113214
-22.03125,64.0625,9113214
4.453125,51.90625,9113214
-22.03125,64.0625,9113214
4.44921875,51.90625,9113214
-22.03125,64.0625,9113214
4.44921875,51.90625,9113214
-22.03125,64.0625,9113214
4.453125,51.90625,9113214
-22.03125,64.0625,9113214
4.453125,51.90625,9113214
4.40234375,51.875,9113214
4.4609375,51.90625,9113214
-22.03125,64.0625,9113214
4.4609375,51.90625,9113214
-22.03125,64.0625,9113214
4.4609375,51.90625,9113214
-22.03125,64.0625,9113214
4.4609375,51.90625,9113214
-4.12109375,58.8125,9113214
-22.03125,64.0625,9113214
4.45703125,51.90625,9113214
4.45703125,51.90625,9113214
-22.03125,64.0625,9113214
4.45703125,51.90625,9113214
-22.03125,64.0625,9113214
4.45703125,51.90625,9113214
-22.03125,64.0625,9113214
4.45703125,51.90625,9113214
-22.609375,64.125,9113214
4.45703125,51.90625,9113214
-22.03125,64.0625,9113214
4.45703125,51.90625,9113214
-22.03125,64.0625,9113214
4.45703125,51.90625,9113214
-15.0703125,63.03125,9113214
