longitude,latitude,imo
7.23828125,56.21875,9336696
10.5859375,57.71875,9336696
9.625,59.125,9336696
-5.3046875,35.90625,9336696
12.2734375,44.5,9336696
12.392578125,34.9765625,9336696
10.859375,34.6875,9336696
10.7734375,34.71875,9336696
-6.00390625,37.3125,9336696
-3.017578125,53.4375,9336696
-0.7124837239583331,50.1875,9336696
6.9375,53.3125,9336696
0.9951171875,49.375,9336696
3.716796875,51.9375,9336696
4.2890625,51.875,9336696
3.216796875,51.34375,9336696
22.03125,60.46875,9336696
21.171875,55.65625,9336696
10.2265625,56.15625,9336696
12.1328125,54.15625,9336696
11.8125,58.09375,9336696
11.875,57.6875,9336696
12.1328125,54.15625,9336696
10.15625,54.375,9336696
4.3046875,51.875,9336696
6.26953125,53.63541666666667,9336696
6.9375,53.3125,9336696
3.31640625,51.78125,9336696
3.783203125,51.15625,9336696
4.4453125,51.90625,9336696
4.41796875,51.875,9336696
4.4453125,51.90625,9336696
8.5,53.34375,9336696
9.9609375,53.46875,9336696
-2.416015625,47.125,9336696
-2.2652994791666674,47.20833333333332,9336696
2.5625,51.34375,9336696
3.783203125,51.15625,9336696
4.2734375,51.875,9336696
-3.509095982142858,56.030357142857184,9336696
-0.10784912109375,49.46875,9336696
0.98681640625,49.34375,9336696
-3.4765625,44.13125,9336696
-3.0390625,43.34375,9336696
-2.1171875,47.3125,9336696
-0.832763671875,45.390625,9336696
-0.8633138020833346,45.42569444444439,9336696
-1.6279296875,45.515625,9336696
-4.537109375,44.82291666666668,9336696
-10.208333333333332,42.09375,9336696
-5.3203125,35.90625,9336696
8.375,40.84375,9336696
2.181640625,41.3125,9336696
2.171875,41.375,9336696
-7.64453125,33.65625,9336696
-7.6015625,33.59375,9336696
-2.42578125,47.125,9336696
-2.2531250000000007,47.212500000000006,9336696
-0.08734130859375,49.46875,9336696
0.9951171875,49.375,9336696
0.509765625,49.5,9336696
1.005859375,49.375,9336696
-2.423828125,47.125,9336696
-2.1501953124999966,47.28125,9336696
3.734375,51.09375,9336696
3.78125,51.15625,9336696
4.4453125,51.90625,9336696
8.546875,53.53125,9336696
8.5,53.34375,9336696
9.140625,53.90625,9336696
14.859375,56.15625,9336696
20.796875,56.53125,9336696
21.046875,56.53125,9336696
-8.328125,51.84375,9336696
-5.91796875,54.625,9336696
-2.4140625,47.09375,9336696
-2.1171875,47.3125,9336696
2.615234375,51.3125,9336696
3.783203125,51.15625,9336696
-2.435546875,47.125,9336696
-2.14501953125,47.2890625,9336696
-1.4609375,45.59375,9336696
-0.8978352864583335,45.43854166666669,9336696
-1.2446637834821446,45.65290178571431,9336696
-0.819091796875,45.3839285714286,9336696
-0.9046415441176467,45.46323529411768,9336696
1.8286675347222212,51.0625,9336696
2.349609375,51.0546875,9336696
3.521484375,51.875,9336696
4.2890625,51.875,9336696
0.28057861328125,53.578125,9336696
-0.2685546875,53.75,9336696
3.837890625,51.28125,9336696
-1.4658203125,55.0,9336696
3.216796875,51.34375,9336696
9.1796875,53.90625,9336696
22.03125,60.46875,9336696
10.805803571428577,55.0915178571429,9336696
11.1328125,54.84375,9336696
24.375,60.09375,9336696
21.046875,56.53125,9336696
-9.1015625,52.625,9336696
-2.4296875,47.15625,9336696
-2.1171875,47.3125,9336696
2.5234375,51.3125,9336696
3.783203125,51.15625,9336696
4.83203125,52.40625,9336696
-3.091796875,56.0625,9336696
-3.685546875,56.03125,9336696
-2.40234375,47.125,9336696
-2.1171875,47.3125,9336696
-0.5480143229166669,44.90625,9336696
-1.0146484375,45.5625,9336696
-0.7347959321120694,45.23814655172421,9336696
2.35546875,51.03125,9336696
-9.6484375,30.421875,9336696
-2.419921875,47.125,9336696
-2.201171875,47.28125,9336696
-3.013671875,53.46875,9336696
-2.1171875,47.3125,9336696
-0.5481193296370974,44.90625,9336696
-2.1171875,47.3125,9336696
3.783203125,51.15625,9336696
-2.202994791666665,47.28125,9336696
-4.125,53.375,9336696
-3.015625,53.46875,9336696
-3.2734375,53.53125,9336696
-0.97509765625,37.5625,9336696
3.9560546875,52.4375,9336696
4.83203125,52.40625,9336696
-0.084228515625,49.46875,9336696
0.99560546875,49.375,9336696
4.35546875,51.90625,9336696
2.658203125,52.80208333333333,9336696
3.669921875,52.125,9336696
3.359375,51.78125,9336696
3.779296875,51.15625,9336696
7.20703125,53.34375,9336696
-0.271240234375,53.75,9336696
3.34375,51.78125,9336696
3.740234375,51.09375,9336696
3.7578125,51.9375,9336696
4.45703125,51.90625,9336696
4.34375,51.90625,9336696
-8.78125,42.59375,9336696
-2.416015625,47.09375,9336696
-2.1171875,47.3125,9336696
2.564453125,51.34375,9336696
3.736328125,51.09375,9336696
-4.47265625,48.375,9336696
-3.08203125,43.375,9336696
-2.423828125,47.125,9336696
-2.1171875,47.3125,9336696
2.564453125,51.34375,9336696
3.783203125,51.15625,9336696
3.81640625,51.34375,9336696
4.28125,51.875,9336696
4.4453125,51.90625,9336696
4.33984375,51.90625,9336696
8.1328125,54.03125,9336696
9.9609375,53.46875,9336696
-0.078857421875,49.46875,9336696
0.99560546875,49.375,9336696
4.28515625,51.875,9336696
0.9873046875,49.34375,9336696
17.284374999999997,58.618750000000006,9336696
16.25,58.625,9336696
18.703125,54.46875,9336696
18.65625,54.375,9336696
4.26171875,51.28125,9632014
3.275390625,52.09375,9632014
3.392578125,52.21875,9632014
3.98828125,51.9375,9632014
-0.359375,49.625,9632014
-0.428466796875,49.65625,9632014
0.1680908203125,49.46875,9632014
-6.421875,35.78125,9632014
-6.46484375,35.8125,9632014
-6.44140625,35.75,9632014
-5.4921875,35.90625,9632014
32.4375,31.46875,9632014
120.1875,36.0,9632014
122.4375,30.578125,9632014
122.0625,30.625,9632014
114.3125,22.5625,9632014
104.75,1.5302734375,9632014
103.9375,1.2763671875,9632014
103.8125,1.2578125,9632014
32.5625,29.84375,9632014
3.9921875,51.9375,9632014
-1.078125,50.5625,9632014
-1.4619140625,50.90625,9632014
2.70703125,51.46875,9632014
4.265625,51.28125,9632014
0.1710205078125,49.46875,9632014
-5.4296875,36.15625,9632014
32.34375,31.453125,9632014
32.59375,29.71875,9632014
39.15625,21.484375,9632014
122.14999999999998,29.818749999999994,9632014
122.75,30.53125,9632014
122.0625,30.640625,9632014
114.3125,22.5625,9632014
103.875,1.2470703125,9632014
103.8125,1.2568359375,9632014
32.5625,29.84375,9632014
-2.986328125,36.34375,9632014
-3.0625,36.34375,9632014
-5.4921875,35.90625,9632014
3.994140625,51.96875,9632014
-1.0849609375,50.5625,9632014
-1.4609375,50.90625,9632014
2.6484375,51.4375,9632014
4.26171875,51.28125,9632014
0.1710205078125,49.46875,9632014
-9.03125,36.46875,9632014
32.46875,31.453125,9632014
38.875,21.46875,9632014
39.15625,21.484375,9632014
38.84375,21.4375,9632014
120.875,36.0,9632014
120.1875,36.0,9632014
122.0,29.7734375,9632014
122.5,30.484375,9632014
122.0625,30.625,9632014
114.3125,22.567708333333336,9632014
103.8125,1.265625,9632014
32.5625,29.828125,9632014
-4.03125,36.21875,9632014
-5.5546875,35.90625,9632014
-5.4921875,35.90625,9632014
-1.46484375,50.90625,9632014
3.9921875,51.96875,9632014
2.697265625,51.46875,9632014
4.26171875,51.28125,9632014
-0.32373046875,49.625,9632014
-0.1820068359375,49.6875,9632014
-0.331298828125,49.6875,9632014
-0.24560546875,49.625,9632014
0.1708984375,49.46875,9632014
-9.78125,37.4375,9632014
-5.13671875,36.0625,9632014
-5.25,36.0625,9632014
-5.41796875,36.15625,9632014
32.46875,31.46875,9632014
39.09375,21.5,9632014
39.15625,21.484375,9632014
121.375,35.34375,9632014
120.8125,35.96875,9632014
120.1875,36.0,9632014
122.0,29.78125,9632014
122.0625,30.640625,9632014
118.0,24.453125,9632014
118.8625,24.065625,9632014
114.1875,21.859375,9632014
114.0,21.9375,9632014
113.875,22.453125,9632014
114.0,21.953125,9632014
114.3125,22.578125,9632014
103.8125,1.2578125,9632014
39.15625,21.484375,9632014
32.5625,29.765625,9632014
3.994140625,51.96875,9632014
-1.4599609375,50.90625,9632014
4.26171875,51.28125,9632014
0.1724853515625,49.46875,9632014
32.4375,31.46875,9632014
38.59375,21.375,9632014
38.59375,21.390625,9632014
39.15625,21.484375,9632014
-79.5625,8.9921875,9508483
-80.6875,9.0234375,9508483
-93.25,29.625,9508483
-93.3125,30.1875,9508483
-94.54166666666666,29.3125,9508483
-95.25,29.71875,9508483
-79.9375,32.8125,9508483
-4.01171875,5.26953125,9508483
-3.83203125,4.171875,9508483
13.58984375,-12.28515625,9508483
13.5546875,-12.3515625,9508483
101.61899038461527,2.432166466346159,9508483
103.875,1.2529296875,9508483
103.9375,1.431640625,9508483
121.125,31.6875,9508483
121.125,31.6875,9508483
103.5625,1.3321242559523814,9508483
104.0,1.1669921875,9508483
103.875,1.265625,9508483
115.6875,-32.03125,9508483
115.75,-32.15625,9508483
122.1875,-18.0,9508483
130.875,-12.4921875,9508483
126.5,37.15625,9508483
