IMO_Code,File_Path
8913411,G:/.shortcut-targets-by-id/1P_4N7G6u0dl2LSK74MfP-JMcjCV3r-L0/AIS/Shipping_AIS_Spire_hourly/2022/9490129.csv
9699842,G:/.shortcut-targets-by-id/1P_4N7G6u0dl2LSK74MfP-JMcjCV3r-L0/AIS/Shipping_AIS_Spire_hourly/2022/9414216.csv
8913423,G:/.shortcut-targets-by-id/1P_4N7G6u0dl2LSK74MfP-JMcjCV3r-L0/AIS/Shipping_AIS_Spire_hourly/2022/9186687.csv
9306641,G:/.shortcut-targets-by-id/1P_4N7G6u0dl2LSK74MfP-JMcjCV3r-L0/AIS/Shipping_AIS_Spire_hourly/2022/9100176.csv
9404950,G:/.shortcut-targets-by-id/1P_4N7G6u0dl2LSK74MfP-JMcjCV3r-L0/AIS/Shipping_AIS_Spire_hourly/2022/9868778.csv
9798167,G:/.shortcut-targets-by-id/1P_4N7G6u0dl2LSK74MfP-JMcjCV3r-L0/AIS/Shipping_AIS_Spire_hourly/2022/9498274.csv
9699866,G:/.shortcut-targets-by-id/1P_4N7G6u0dl2LSK74MfP-JMcjCV3r-L0/AIS/Shipping_AIS_Spire_hourly/2022/9691632.csv
9798179,G:/.shortcut-targets-by-id/1P_4N7G6u0dl2LSK74MfP-JMcjCV3r-L0/AIS/Shipping_AIS_Spire_hourly/2022/9384514.csv
9273894,G:/.shortcut-targets-by-id/1P_4N7G6u0dl2LSK74MfP-JMcjCV3r-L0/AIS/Shipping_AIS_Spire_hourly/2022/9738674.csv
8913447,G:/.shortcut-targets-by-id/1P_4N7G6u0dl2LSK74MfP-JMcjCV3r-L0/AIS/Shipping_AIS_Spire_hourly/2022/9399612.csv
9470507,G:/.shortcut-targets-by-id/1P_4N7G6u0dl2LSK74MfP-JMcjCV3r-L0/AIS/Shipping_AIS_Spire_hourly/2022/9579030.csv
9536052,G:/.shortcut-targets-by-id/1P_4N7G6u0dl2LSK74MfP-JMcjCV3r-L0/AIS/Shipping_AIS_Spire_hourly/2022/9392133.csv
